Entity,Code,Year,Subject:Gap in GDP per hour worked with respect to the USA - PDB_LV (%)
Korea,,1990,-73.304013
Korea,,1991,-71.60088
Korea,,1992,-71.175152
Korea,,1993,-69.870537
Korea,,1994,-68.207002
Korea,,1995,-66.310547
Korea,,1996,-65.247458
Korea,,1997,-63.580781
Korea,,1998,-62.785147
Korea,,1999,-60.527118
Korea,,2000,-60.200353
Korea,,2001,-59.880284
Korea,,2002,-58.601967
Korea,,2003,-58.664877
Korea,,2004,-58.003051
Korea,,2005,-57.675269
Korea,,2006,-56.74615
Korea,,2007,-54.602861
Korea,,2008,-53.194889
Korea,,2009,-54.084897
Korea,,2010,-52.837596
Korea,,2011,-52.387582
Korea,,2012,-52.123412
Korea,,2013,-52.546932
Korea,,2014,-52.393243
Korea,,2015,-51.538876
Korea,,2016,-50.468103
Latvia,LVA,1995,-77.671512
Latvia,LVA,1996,-77.867879
Latvia,LVA,1997,-77.269685
Latvia,LVA,1998,-76.138517
Latvia,LVA,1999,-75.82859
Latvia,LVA,2000,-74.475363
Latvia,LVA,2001,-73.405751
Latvia,LVA,2002,-71.670049
Latvia,LVA,2003,-70.792522
Latvia,LVA,2004,-68.904878
Latvia,LVA,2005,-67.635383
Latvia,LVA,2006,-66.819185
Latvia,LVA,2007,-64.282981
Latvia,LVA,2008,-65.110625
Latvia,LVA,2009,-65.593102
Latvia,LVA,2010,-63.528017
Latvia,LVA,2011,-61.52384
Latvia,LVA,2012,-60.201212
Latvia,LVA,2013,-59.4589
Latvia,LVA,2014,-58.445679
Latvia,LVA,2015,-58.169344
Latvia,LVA,2016,-57.295666
Lithuania,LTU,1995,-74.870678
Lithuania,LTU,1996,-74.47883
Lithuania,LTU,1997,-73.060642
Lithuania,LTU,1998,-72.1206
Lithuania,LTU,1999,-71.817098
Lithuania,LTU,2000,-71.888126
Lithuania,LTU,2001,-68.733848
Lithuania,LTU,2002,-67.691967
Lithuania,LTU,2003,-65.382123
Lithuania,LTU,2004,-66.278222
Lithuania,LTU,2005,-65.144413
Lithuania,LTU,2006,-62.314853
Lithuania,LTU,2007,-59.866308
Lithuania,LTU,2008,-58.08746
Lithuania,LTU,2009,-60.686956
Lithuania,LTU,2010,-57.184494
Lithuania,LTU,2011,-53.076385
Lithuania,LTU,2012,-51.878389
Lithuania,LTU,2013,-49.655369
Lithuania,LTU,2014,-49.270543
Lithuania,LTU,2015,-50.911033
Lithuania,LTU,2016,-52.06047
Luxembourg,LUX,1970,1.253026
Luxembourg,LUX,1971,-2.736722
Luxembourg,LUX,1972,-0.328036
Luxembourg,LUX,1973,5.196319
Luxembourg,LUX,1974,9.043902
Luxembourg,LUX,1975,-0.486293
Luxembourg,LUX,1976,-1.183735
Luxembourg,LUX,1977,0.825719
Luxembourg,LUX,1978,5.757336
Luxembourg,LUX,1979,8.245036
Luxembourg,LUX,1980,9.405106
Luxembourg,LUX,1981,7.491399
Luxembourg,LUX,1982,10.630766
Luxembourg,LUX,1983,11.585701
Luxembourg,LUX,1984,16.354236
Luxembourg,LUX,1985,15.29444
Luxembourg,LUX,1986,21.6959
Luxembourg,LUX,1987,22.389545
Luxembourg,LUX,1988,25.810489
Luxembourg,LUX,1989,33.254902
Luxembourg,LUX,1990,32.362985
Luxembourg,LUX,1991,37.916369
Luxembourg,LUX,1992,33.806742
Luxembourg,LUX,1993,35.919321
Luxembourg,LUX,1994,38.057474
Luxembourg,LUX,1995,41.087364
Luxembourg,LUX,1996,38.675188
Luxembourg,LUX,1997,36.452617
Luxembourg,LUX,1998,33.075779
Luxembourg,LUX,1999,40.820506
Luxembourg,LUX,2000,40.048853
Luxembourg,LUX,2001,30.982546
Luxembourg,LUX,2002,29.814231
Luxembourg,LUX,2003,25.566073
Luxembourg,LUX,2004,26.07349
Luxembourg,LUX,2005,28.291008
Luxembourg,LUX,2006,37.866842
Luxembourg,LUX,2007,38.072301
Luxembourg,LUX,2008,34.764999
Luxembourg,LUX,2009,28.488119
Luxembourg,LUX,2010,28.662521
Luxembourg,LUX,2011,34.263618
Luxembourg,LUX,2012,31.587122
Luxembourg,LUX,2013,35.968501
Luxembourg,LUX,2014,40.475975
Luxembourg,LUX,2015,37.747723
Luxembourg,LUX,2016,34.600346
Mexico,MEX,1991,-65.499095
Mexico,MEX,1992,-66.476766
Mexico,MEX,1993,-67.257049
Mexico,MEX,1994,-67.774652
Mexico,MEX,1995,-69.809296
Mexico,MEX,1996,-70.667264
Mexico,MEX,1997,-71.451871
Mexico,MEX,1998,-70.464166
Mexico,MEX,1999,-71.516576
Mexico,MEX,2000,-69.783973
Mexico,MEX,2001,-70.127626
Mexico,MEX,2002,-71.678888
Mexico,MEX,2003,-70.939753
Mexico,MEX,2004,-71.203386
Mexico,MEX,2005,-71.21905
Mexico,MEX,2006,-69.698517
Mexico,MEX,2007,-69.306019
Mexico,MEX,2008,-69.790781
Mexico,MEX,2009,-69.542916
Mexico,MEX,2010,-71.823501
Mexico,MEX,2011,-70.103677
Mexico,MEX,2012,-70.264244
Mexico,MEX,2013,-70.544049
Mexico,MEX,2014,-69.849504
Mexico,MEX,2015,-71.296686
Mexico,MEX,2016,-71.492252
Netherlands,NLD,1970,-19.478758
Netherlands,NLD,1971,-18.409345
Netherlands,NLD,1972,-17.793155
Netherlands,NLD,1973,-14.370334
Netherlands,NLD,1974,-7.735672
Netherlands,NLD,1975,-7.177483
Netherlands,NLD,1976,-4.838838
Netherlands,NLD,1977,-2.921062
Netherlands,NLD,1978,-1.017733
Netherlands,NLD,1979,-0.236986
Netherlands,NLD,1980,1.27573
Netherlands,NLD,1981,-1.409602
Netherlands,NLD,1982,0.177835
Netherlands,NLD,1983,1.359278
Netherlands,NLD,1984,2.012561
Netherlands,NLD,1985,1.942802
Netherlands,NLD,1986,1.002403
Netherlands,NLD,1987,1.501107
Netherlands,NLD,1988,2.133768
Netherlands,NLD,1989,3.298397
Netherlands,NLD,1990,2.995525
Netherlands,NLD,1991,2.784656
Netherlands,NLD,1992,-0.780023
Netherlands,NLD,1993,0.366604
Netherlands,NLD,1994,1.263021
Netherlands,NLD,1995,-0.47995
Netherlands,NLD,1996,-2.659059
Netherlands,NLD,1997,-1.421752
Netherlands,NLD,1998,-0.070567
Netherlands,NLD,1999,-0.764552
Netherlands,NLD,2000,2.857142
Netherlands,NLD,2001,1.844995
Netherlands,NLD,2002,2.015797
Netherlands,NLD,2003,-2.180263
Netherlands,NLD,2004,-2.38137
Netherlands,NLD,2005,-1.921965
Netherlands,NLD,2006,1.057476
Netherlands,NLD,2007,1.637341
Netherlands,NLD,2008,3.02852
Netherlands,NLD,2009,-2.673696
Netherlands,NLD,2010,-4.208555
Netherlands,NLD,2011,-3.595616
Netherlands,NLD,2012,-3.066241
Netherlands,NLD,2013,0.337377
Netherlands,NLD,2014,-2.433935
Netherlands,NLD,2015,-2.502986
Netherlands,NLD,2016,-3.344458
New Zealand,NZL,1970,-36.889738
New Zealand,NZL,1971,-36.120963
New Zealand,NZL,1972,-34.420644
New Zealand,NZL,1973,-34.751124
New Zealand,NZL,1974,-33.389294
New Zealand,NZL,1975,-34.150889
New Zealand,NZL,1976,-36.38458
New Zealand,NZL,1977,-41.986704
New Zealand,NZL,1978,-39.470189
New Zealand,NZL,1979,-40.953334
New Zealand,NZL,1980,-40.309777
New Zealand,NZL,1981,-40.177869
New Zealand,NZL,1982,-38.045579
New Zealand,NZL,1983,-36.150511
New Zealand,NZL,1984,-35.45518
New Zealand,NZL,1985,-38.231593
New Zealand,NZL,1986,-36.734326
New Zealand,NZL,1987,-37.933865
New Zealand,NZL,1988,-36.709397
New Zealand,NZL,1989,-34.104137
New Zealand,NZL,1990,-33.632967
New Zealand,NZL,1991,-34.936773
New Zealand,NZL,1992,-34.815155
New Zealand,NZL,1993,-34.017898
New Zealand,NZL,1994,-33.730044
New Zealand,NZL,1995,-33.476602
New Zealand,NZL,1996,-35.186598
New Zealand,NZL,1997,-33.881242
New Zealand,NZL,1998,-36.495647
New Zealand,NZL,1999,-37.455285
New Zealand,NZL,2000,-36.977575
New Zealand,NZL,2001,-37.773375
New Zealand,NZL,2002,-39.111406
New Zealand,NZL,2003,-40.772999
New Zealand,NZL,2004,-42.402954
New Zealand,NZL,2005,-45.232168
New Zealand,NZL,2006,-42.935473
New Zealand,NZL,2007,-41.12428
New Zealand,NZL,2008,-42.235054
New Zealand,NZL,2009,-40.276805
New Zealand,NZL,2010,-42.018653
New Zealand,NZL,2011,-40.613224
New Zealand,NZL,2012,-40.417072
New Zealand,NZL,2013,-37.766291
New Zealand,NZL,2014,-38.835933
New Zealand,NZL,2015,-39.423772
New Zealand,NZL,2016,-39.17704
Norway,NOR,1970,-37.997492
Norway,NOR,1971,-36.618486
Norway,NOR,1972,-34.390511
Norway,NOR,1973,-32.937426
Norway,NOR,1974,-29.759357
Norway,NOR,1975,-28.729231
Norway,NOR,1976,-26.457979
Norway,NOR,1977,-24.621903
Norway,NOR,1978,-21.926561
Norway,NOR,1979,-18.910598
Norway,NOR,1980,-17.218779
Norway,NOR,1981,-18.378147
Norway,NOR,1982,-17.271391
Norway,NOR,1983,-15.849836
Norway,NOR,1984,-12.967109
Norway,NOR,1985,-11.943672
Norway,NOR,1986,-13.050231
Norway,NOR,1987,-12.355404
Norway,NOR,1988,-13.280237
Norway,NOR,1989,-10.439364
Norway,NOR,1990,-8.999022
Norway,NOR,1991,-6.347011
Norway,NOR,1992,-6.678086
Norway,NOR,1993,-4.845926
Norway,NOR,1994,-2.08884
Norway,NOR,1995,0.784741
Norway,NOR,1996,5.145605
Norway,NOR,1997,6.564066
Norway,NOR,1998,-0.323908
Norway,NOR,1999,3.386598
Norway,NOR,2000,20.51293
Norway,NOR,2001,20.2882
Norway,NOR,2002,16.964703
Norway,NOR,2003,15.99986
Norway,NOR,2004,19.672923
Norway,NOR,2005,26.690681
Norway,NOR,2006,34.834221
Norway,NOR,2007,29.54696
Norway,NOR,2008,36.247065
Norway,NOR,2009,21.83913
Norway,NOR,2010,23.946791
Norway,NOR,2011,29.219323
Norway,NOR,2012,32.49799
Norway,NOR,2013,34.467138
Norway,NOR,2014,29.015046
Norway,NOR,2015,19.019327
Norway,NOR,2016,11.893109
OECD - Total,,2000,-24.941065
OECD - Total,,2001,-25.141576
OECD - Total,,2002,-25.468696
OECD - Total,,2003,-26.287612
OECD - Total,,2004,-26.598709
OECD - Total,,2005,-27.331805
OECD - Total,,2006,-26.142259
OECD - Total,,2007,-25.729979
OECD - Total,,2008,-25.610534
OECD - Total,,2009,-27.038369
OECD - Total,,2010,-27.562266
OECD - Total,,2011,-26.685428
OECD - Total,,2012,-26.479213
OECD - Total,,2013,-25.316996
OECD - Total,,2014,-25.43957
OECD - Total,,2015,-25.602744
OECD - Total,,2016,-25.405589
Poland,POL,1993,-74.173513
Poland,POL,1994,-72.784568
Poland,POL,1995,-71.18997
Poland,POL,1996,-70.611706
Poland,POL,1997,-69.644318
Poland,POL,1998,-69.172619
Poland,POL,1999,-67.426984
Poland,POL,2000,-66.909082
Poland,POL,2001,-66.273893
Poland,POL,2002,-64.623866
Poland,POL,2003,-64.68323
Poland,POL,2004,-63.953305
Poland,POL,2005,-65.014739
Poland,POL,2006,-64.483094
Poland,POL,2007,-63.630923
Poland,POL,2008,-62.649328
Poland,POL,2009,-61.964278
Poland,POL,2010,-58.897979
Poland,POL,2011,-56.526641
Poland,POL,2012,-55.520655
Poland,POL,2013,-54.614378
Poland,POL,2014,-55.0364
Poland,POL,2015,-55.014614
Poland,POL,2016,-54.655307
Portugal,PRT,1970,-61.616334
Portugal,PRT,1971,-61.240184
Portugal,PRT,1972,-58.914781
Portugal,PRT,1973,-55.000294
Portugal,PRT,1974,-57.309304
Portugal,PRT,1975,-62.029306
Portugal,PRT,1976,-60.833844
Portugal,PRT,1977,-59.317848
Portugal,PRT,1978,-58.117339
Portugal,PRT,1979,-56.18114
Portugal,PRT,1980,-54.766339
Portugal,PRT,1981,-54.93318
Portugal,PRT,1982,-53.288205
Portugal,PRT,1983,-56.241707
Portugal,PRT,1984,-57.483409
Portugal,PRT,1985,-56.594167
Portugal,PRT,1986,-55.617093
Portugal,PRT,1987,-54.700784
Portugal,PRT,1988,-53.084335
Portugal,PRT,1989,-52.10942
Portugal,PRT,1990,-51.817612
Portugal,PRT,1991,-49.974114
Portugal,PRT,1992,-49.914515
Portugal,PRT,1993,-50.162963
Portugal,PRT,1994,-50.26765
Portugal,PRT,1995,-49.573124
Portugal,PRT,1996,-50.626502
Portugal,PRT,1997,-50.277039
Portugal,PRT,1998,-50.698721
Portugal,PRT,1999,-50.355973
Portugal,PRT,2000,-50.660513
Portugal,PRT,2001,-51.207902
Portugal,PRT,2002,-51.091415
Portugal,PRT,2003,-51.552909
Portugal,PRT,2004,-52.323965
Portugal,PRT,2005,-51.79351
Portugal,PRT,2006,-49.479043
Portugal,PRT,2007,-49.570847
Portugal,PRT,2008,-48.901006
Portugal,PRT,2009,-49.607339
Portugal,PRT,2010,-49.301323
Portugal,PRT,2011,-49.933342
Portugal,PRT,2012,-49.215313
Portugal,PRT,2013,-46.445425
Portugal,PRT,2014,-47.348606
Portugal,PRT,2015,-48.045604
Portugal,PRT,2016,-47.659727
Russia,RUS,1995,-77.823551
Russia,RUS,1996,-78.831226
Russia,RUS,1997,-78.519406
Russia,RUS,1998,-79.46289
Russia,RUS,1999,-80.455621
Russia,RUS,2000,-79.515073
Russia,RUS,2001,-78.934618
Russia,RUS,2002,-78.623926
Russia,RUS,2003,-76.710096
Russia,RUS,2004,-75.973363
Russia,RUS,2005,-74.01434
Russia,RUS,2006,-69.001859
Russia,RUS,2007,-67.510751
Russia,RUS,2008,-61.893
Russia,RUS,2009,-63.381248
Russia,RUS,2010,-63.075505
Russia,RUS,2011,-60.868624
Russia,RUS,2012,-59.727308
Russia,RUS,2013,-59.542579
Russia,RUS,2014,-60.624463
Russia,RUS,2015,-63.178474
Russia,RUS,2016,-63.460642
Slovakia,SVK,1995,-64.396114
Slovakia,SVK,1996,-63.09633
Slovakia,SVK,1997,-61.303941
Slovakia,SVK,1998,-60.12039
Slovakia,SVK,1999,-60.297756
Slovakia,SVK,2000,-59.157343
Slovakia,SVK,2001,-57.372363
Slovakia,SVK,2002,-55.069148
Slovakia,SVK,2003,-53.544277
Slovakia,SVK,2004,-53.751145
Slovakia,SVK,2005,-53.436156
Slovakia,SVK,2006,-50.288208
Slovakia,SVK,2007,-47.797225
Slovakia,SVK,2008,-44.910726
Slovakia,SVK,2009,-46.802709
Slovakia,SVK,2010,-44.459954
Slovakia,SVK,2011,-44.386851
Slovakia,SVK,2012,-43.617357
Slovakia,SVK,2013,-40.946476
Slovakia,SVK,2014,-40.550374
Slovakia,SVK,2015,-41.328858
Slovakia,SVK,2016,-41.175743
Slovenia,SVN,1995,-50.055952
Slovenia,SVN,1996,-47.816951
Slovenia,SVN,1997,-44.584269
Slovenia,SVN,1998,-44.177682
Slovenia,SVN,1999,-43.953034
Slovenia,SVN,2000,-43.671209
Slovenia,SVN,2001,-43.123014
Slovenia,SVN,2002,-43.36989
Slovenia,SVN,2003,-43.812199
Slovenia,SVN,2004,-43.078071
Slovenia,SVN,2005,-41.438538
Slovenia,SVN,2006,-39.053399
Slovenia,SVN,2007,-38.266084
Slovenia,SVN,2008,-37.725633
Slovenia,SVN,2009,-42.942628
Slovenia,SVN,2010,-43.175015
Slovenia,SVN,2011,-40.662131
Slovenia,SVN,2012,-40.343439
Slovenia,SVN,2013,-39.491047
Slovenia,SVN,2014,-39.656662
Slovenia,SVN,2015,-40.461573
Slovenia,SVN,2016,-39.339094
South Africa,ZAF,2001,-70.285194
South Africa,ZAF,2002,-69.855606
South Africa,ZAF,2003,-68.644508
South Africa,ZAF,2004,-68.973329
South Africa,ZAF,2005,-70.504447
South Africa,ZAF,2006,-69.534261
South Africa,ZAF,2007,-68.415839
South Africa,ZAF,2008,-69.638612
South Africa,ZAF,2009,-69.682471
South Africa,ZAF,2010,-68.52573
South Africa,ZAF,2011,-68.475957
South Africa,ZAF,2012,-68.215886
South Africa,ZAF,2013,-68.287558
South Africa,ZAF,2014,-68.481721
Spain,ESP,1970,-49.617644
Spain,ESP,1971,-49.449259
Spain,ESP,1972,-46.681887
Spain,ESP,1973,-44.626254
Spain,ESP,1974,-41.588719
Spain,ESP,1975,-42.181736
Spain,ESP,1976,-41.35001
Spain,ESP,1977,-39.709604
Spain,ESP,1978,-37.410234
Spain,ESP,1979,-35.149716
Spain,ESP,1980,-31.252483
Spain,ESP,1981,-30.061344
Spain,ESP,1982,-27.428343
Spain,ESP,1983,-26.643652
Spain,ESP,1984,-23.335982
Spain,ESP,1985,-21.792244
Spain,ESP,1986,-22.51361
Spain,ESP,1987,-22.171019
Spain,ESP,1988,-21.721781
Spain,ESP,1989,-20.974168
Spain,ESP,1990,-22.432418
Spain,ESP,1991,-22.83744
Spain,ESP,1992,-23.32251
Spain,ESP,1993,-21.834756
Spain,ESP,1994,-20.228059
Spain,ESP,1995,-19.7646
Spain,ESP,1996,-20.712775
Spain,ESP,1997,-21.58259
Spain,ESP,1998,-22.656438
Spain,ESP,1999,-25.740374
Spain,ESP,2000,-26.735474
Spain,ESP,2001,-27.674223
Spain,ESP,2002,-27.338787
Spain,ESP,2003,-29.5774
Spain,ESP,2004,-30.959439
Spain,ESP,2005,-31.708918
Spain,ESP,2006,-28.195469
Spain,ESP,2007,-27.241282
Spain,ESP,2008,-26.64466
Spain,ESP,2009,-26.599245
Spain,ESP,2010,-28.45098
Spain,ESP,2011,-27.81837
Spain,ESP,2012,-25.841824
Spain,ESP,2013,-23.688643
Spain,ESP,2014,-23.953518
Spain,ESP,2015,-25.140751
Spain,ESP,2016,-24.975286
Sweden,SWE,1970,-18.567477
Sweden,SWE,1971,-19.120837
Sweden,SWE,1972,-17.559273
Sweden,SWE,1973,-15.7734
Sweden,SWE,1974,-13.007952
Sweden,SWE,1975,-13.572733
Sweden,SWE,1976,-15.647498
Sweden,SWE,1977,-16.300515
Sweden,SWE,1978,-13.831855
Sweden,SWE,1979,-11.437797
Sweden,SWE,1980,-11.201191
Sweden,SWE,1981,-12.52275
Sweden,SWE,1982,-11.706931
Sweden,SWE,1983,-13.195044
Sweden,SWE,1984,-12.246426
Sweden,SWE,1985,-13.153821
Sweden,SWE,1986,-13.253386
Sweden,SWE,1987,-12.27617
Sweden,SWE,1988,-13.383682
Sweden,SWE,1989,-13.070263
Sweden,SWE,1990,-14.503265
Sweden,SWE,1991,-14.610251
Sweden,SWE,1992,-15.589729
Sweden,SWE,1993,-14.030207
Sweden,SWE,1994,-12.517497
Sweden,SWE,1995,-10.953018
Sweden,SWE,1996,-11.481011
Sweden,SWE,1997,-10.207202
Sweden,SWE,1998,-10.800353
Sweden,SWE,1999,-11.251806
Sweden,SWE,2000,-9.744454
Sweden,SWE,2001,-12.84452
Sweden,SWE,2002,-12.435956
Sweden,SWE,2003,-12.714645
Sweden,SWE,2004,-12.104893
Sweden,SWE,2005,-15.285126
Sweden,SWE,2006,-10.839245
Sweden,SWE,2007,-8.888836
Sweden,SWE,2008,-8.932616
Sweden,SWE,2009,-13.591289
Sweden,SWE,2010,-14.271904
Sweden,SWE,2011,-12.951473
Sweden,SWE,2012,-12.071366
Sweden,SWE,2013,-11.395908
Sweden,SWE,2014,-12.219853
Sweden,SWE,2015,-11.65399
Sweden,SWE,2016,-12.369347
Switzerland,CHE,1970,-5.190631
Switzerland,CHE,1971,-6.100493
Switzerland,CHE,1972,-5.621185
Switzerland,CHE,1973,-4.579987
Switzerland,CHE,1974,-0.791853
Switzerland,CHE,1975,-5.530717
Switzerland,CHE,1976,-5.781016
Switzerland,CHE,1977,-3.883439
Switzerland,CHE,1978,-4.600429
Switzerland,CHE,1979,-2.913981
Switzerland,CHE,1980,0.110035
Switzerland,CHE,1981,-1.816447
Switzerland,CHE,1982,-2.93266
Switzerland,CHE,1983,-3.640906
Switzerland,CHE,1984,-2.232241
Switzerland,CHE,1985,-2.098293
Switzerland,CHE,1986,-4.355785
Switzerland,CHE,1987,-5.843031
Switzerland,CHE,1988,-6.299935
Switzerland,CHE,1989,-4.848631
Switzerland,CHE,1990,-5.507512
Switzerland,CHE,1991,-4.019444
Switzerland,CHE,1992,-6.415664
Switzerland,CHE,1993,-5.911494
Switzerland,CHE,1994,-6.056403
Switzerland,CHE,1995,-4.622675
Switzerland,CHE,1996,-4.713646
Switzerland,CHE,1997,-2.963444
Switzerland,CHE,1998,-4.303905
Switzerland,CHE,1999,-7.294679
Switzerland,CHE,2000,-6.874969
Switzerland,CHE,2001,-7.04593
Switzerland,CHE,2002,-7.567056
Switzerland,CHE,2003,-11.787674
Switzerland,CHE,2004,-14.253463
Switzerland,CHE,2005,-15.467659
Switzerland,CHE,2006,-10.339174
Switzerland,CHE,2007,-5.631484
Switzerland,CHE,2008,-3.405234
Switzerland,CHE,2009,-7.085616
Switzerland,CHE,2010,-7.755877
Switzerland,CHE,2011,-5.646271
Switzerland,CHE,2012,-4.521314
Switzerland,CHE,2013,-1.43769
Switzerland,CHE,2014,-0.99558
Switzerland,CHE,2015,-1.270961
Switzerland,CHE,2016,-2.663583
Turkey,TUR,1970,-63.063108
Turkey,TUR,1971,-62.887264
Turkey,TUR,1972,-61.976055
Turkey,TUR,1973,-62.186058
Turkey,TUR,1974,-60.412402
Turkey,TUR,1975,-58.884329
Turkey,TUR,1976,-55.916215
Turkey,TUR,1977,-55.920179
Turkey,TUR,1978,-55.845524
Turkey,TUR,1979,-56.594812
Turkey,TUR,1980,-58.035452
Turkey,TUR,1981,-57.225035
Turkey,TUR,1982,-55.801304
Turkey,TUR,1983,-55.118885
Turkey,TUR,1984,-52.209016
Turkey,TUR,1985,-52.593092
Turkey,TUR,1986,-50.904321
Turkey,TUR,1987,-46.701961
Turkey,TUR,1988,-46.792452
Turkey,TUR,1989,-49.275658
Turkey,TUR,1990,-46.407244
Turkey,TUR,1991,-48.76113
Turkey,TUR,1992,-48.707952
Turkey,TUR,1993,-42.605592
Turkey,TUR,1994,-49.3292
Turkey,TUR,1995,-47.032306
Turkey,TUR,1996,-46.798733
Turkey,TUR,1997,-43.288304
Turkey,TUR,1998,-58.538778
Turkey,TUR,1999,-62.425375
Turkey,TUR,2000,-59.693157
Turkey,TUR,2001,-62.417289
Turkey,TUR,2002,-62.964254
Turkey,TUR,2003,-62.903876
Turkey,TUR,2004,-59.874028
Turkey,TUR,2005,-59.004347
Turkey,TUR,2006,-55.177737
Turkey,TUR,2007,-52.195056
Turkey,TUR,2008,-49.662254
Turkey,TUR,2009,-52.212081
Turkey,TUR,2010,-50.400734
Turkey,TUR,2011,-47.365459
Turkey,TUR,2012,-46.431002
Turkey,TUR,2013,-43.137001
Turkey,TUR,2014,-42.159057
Turkey,TUR,2015,-41.93602
Turkey,TUR,2016,-42.181762
United Kingdom,GBR,1970,-39.415742
United Kingdom,GBR,1971,-37.810227
United Kingdom,GBR,1972,-35.712799
United Kingdom,GBR,1973,-36.067566
United Kingdom,GBR,1974,-35.950749
United Kingdom,GBR,1975,-38.183702
United Kingdom,GBR,1976,-36.948319
United Kingdom,GBR,1977,-35.480481
United Kingdom,GBR,1978,-32.935474
United Kingdom,GBR,1979,-31.142718
United Kingdom,GBR,1980,-30.504564
United Kingdom,GBR,1981,-28.045038
United Kingdom,GBR,1982,-25.571044
United Kingdom,GBR,1983,-23.764005
United Kingdom,GBR,1984,-26.008871
United Kingdom,GBR,1985,-26.535817
United Kingdom,GBR,1986,-26.322094
United Kingdom,GBR,1987,-24.211908
United Kingdom,GBR,1988,-25.235383
United Kingdom,GBR,1989,-25.593387
United Kingdom,GBR,1990,-26.050873
United Kingdom,GBR,1991,-25.547963
United Kingdom,GBR,1992,-24.630476
United Kingdom,GBR,1993,-22.160222
United Kingdom,GBR,1994,-20.91218
United Kingdom,GBR,1995,-20.247313
United Kingdom,GBR,1996,-19.305029
United Kingdom,GBR,1997,-17.713364
United Kingdom,GBR,1998,-19.87111
United Kingdom,GBR,1999,-21.355094
United Kingdom,GBR,2000,-18.774924
United Kingdom,GBR,2001,-19.04458
United Kingdom,GBR,2002,-18.189941
United Kingdom,GBR,2003,-18.646117
United Kingdom,GBR,2004,-18.189002
United Kingdom,GBR,2005,-21.715006
United Kingdom,GBR,2006,-19.795347
United Kingdom,GBR,2007,-20.997304
United Kingdom,GBR,2008,-20.002389
United Kingdom,GBR,2009,-24.366254
United Kingdom,GBR,2010,-23.678132
United Kingdom,GBR,2011,-24.260112
United Kingdom,GBR,2012,-24.545792
United Kingdom,GBR,2013,-23.609005
United Kingdom,GBR,2014,-24.235116
United Kingdom,GBR,2015,-23.893794
United Kingdom,GBR,2016,-24.278286
