Entity,Code,Year,"Health expenditure, public (% of government expenditure) (% of government expenditure)"
Syria,SYR,2002,7.26421228
Syria,SYR,2003,7.56227022
Syria,SYR,2004,6.85757765
Syria,SYR,2005,7.36640099
Syria,SYR,2006,6.96255614
Syria,SYR,2007,6.96255614
Syria,SYR,2008,6.96255614
Syria,SYR,2009,6.10049939
Syria,SYR,2010,5.26284769
Syria,SYR,2011,4.79576059
Syria,SYR,2012,4.79576059
Syria,SYR,2013,4.79576059
Syria,SYR,2014,4.79576059
Tajikistan,TJK,1995,7.4177862
Tajikistan,TJK,1996,7.24992297
Tajikistan,TJK,1997,8.48384492
Tajikistan,TJK,1998,8.20724342
Tajikistan,TJK,1999,6.98611431
Tajikistan,TJK,2000,6.45856016
Tajikistan,TJK,2001,6.4122004
Tajikistan,TJK,2002,5.63566933
Tajikistan,TJK,2003,5.60956118
Tajikistan,TJK,2004,5.33443224
Tajikistan,TJK,2005,5.87653786
Tajikistan,TJK,2006,5.92534293
Tajikistan,TJK,2007,4.3406106
Tajikistan,TJK,2008,5.03544923
Tajikistan,TJK,2009,5.36282595
Tajikistan,TJK,2010,5.86955874
Tajikistan,TJK,2011,6.23084285
Tajikistan,TJK,2012,7.48547553
Tajikistan,TJK,2013,7.32940333
Tajikistan,TJK,2014,6.83602457
Tanzania,TZA,1995,9.23636888
Tanzania,TZA,1996,9.23636888
Tanzania,TZA,1997,9.23636888
Tanzania,TZA,1998,9.23636888
Tanzania,TZA,1999,9.23636888
Tanzania,TZA,2000,9.23636888
Tanzania,TZA,2001,15.37817274
Tanzania,TZA,2002,18.07018709
Tanzania,TZA,2003,20.01338906
Tanzania,TZA,2004,18.09725716
Tanzania,TZA,2005,18.95876816
Tanzania,TZA,2006,28.19875227
Tanzania,TZA,2007,18.17650791
Tanzania,TZA,2008,15.29836032
Tanzania,TZA,2009,11.52313866
Tanzania,TZA,2010,10.93208947
Tanzania,TZA,2011,13.89991255
Tanzania,TZA,2012,15.92467567
Tanzania,TZA,2013,13.44040464
Tanzania,TZA,2014,12.31454992
Thailand,THA,1995,9.90364587786651
Thailand,THA,1996,10.3145196232979
Thailand,THA,1997,10.0346781299911
Thailand,THA,1998,8.48628724015088
Thailand,THA,1999,7.29574531584626
Thailand,THA,2000,10.0028258457445
Thailand,THA,2001,9.0338351703902
Thailand,THA,2002,9.31962736489067
Thailand,THA,2003,11.9875728213871
Thailand,THA,2004,11.3311412741449
Thailand,THA,2005,11.1040130282626
Thailand,THA,2006,12.8840815503042
Thailand,THA,2007,13.1088735135306
Thailand,THA,2008,13.9277443649692
Thailand,THA,2009,12.9912406752082
Thailand,THA,2010,12.4638986129344
Thailand,THA,2011,13.6324564518847
Thailand,THA,2012,13.6684916729771
Thailand,THA,2013,12.7809932257373
Thailand,THA,2014,13.2826215883159
Timor,TLS,2000,11.61596958
Timor,TLS,2001,11.61596958
Timor,TLS,2002,11.61596958
Timor,TLS,2003,9.83941606
Timor,TLS,2004,10.07782101
Timor,TLS,2005,10.49085659
Timor,TLS,2006,6.36503067
Timor,TLS,2007,2.23634053
Timor,TLS,2008,5.6995247
Timor,TLS,2009,4.77893691
Timor,TLS,2010,4.54365603
Timor,TLS,2011,2.38109869
Timor,TLS,2012,2.07413121
Timor,TLS,2013,2.87130666
Timor,TLS,2014,2.44389789
Togo,TGO,1995,7.68778982
Togo,TGO,1996,7.68778982
Togo,TGO,1997,7.68778982
Togo,TGO,1998,7.68778982
Togo,TGO,1999,7.68778982
Togo,TGO,2000,7.68778982
Togo,TGO,2001,7.68778982
Togo,TGO,2002,6.91624224
Togo,TGO,2003,9.52865011
Togo,TGO,2004,10.14104569
Togo,TGO,2005,9.83884789
Togo,TGO,2006,10.64857868
Togo,TGO,2007,10.5753936
Togo,TGO,2008,13.51148417
Togo,TGO,2009,15.42982661
Togo,TGO,2010,8.59712873
Togo,TGO,2011,6.95214039
Togo,TGO,2012,7.37698275
Togo,TGO,2013,8.41071444
Togo,TGO,2014,7.84732305
Tonga,TON,1995,9.93519702
Tonga,TON,1996,11.72969974
Tonga,TON,1997,10.69474591
Tonga,TON,1998,12.56178622
Tonga,TON,1999,18.33622184
Tonga,TON,2000,15.38335647
Tonga,TON,2001,17.95577057
Tonga,TON,2002,16.86795641
Tonga,TON,2003,19.95755772
Tonga,TON,2004,18.52876267
Tonga,TON,2005,26.59424455
Tonga,TON,2006,17.40767927
Tonga,TON,2007,19.03571184
Tonga,TON,2008,16.79265566
Tonga,TON,2009,12.63517205
Tonga,TON,2010,13.02621743
Tonga,TON,2011,10.58175559
Tonga,TON,2012,14.13481481
Tonga,TON,2013,13.70598592
Tonga,TON,2014,13.49921103
Trinidad and Tobago,TTO,1995,9.35408385
Trinidad and Tobago,TTO,1996,8.20577404
Trinidad and Tobago,TTO,1997,6.43469448
Trinidad and Tobago,TTO,1998,5.81597448
Trinidad and Tobago,TTO,1999,7.94069468
Trinidad and Tobago,TTO,2000,6.77273647
Trinidad and Tobago,TTO,2001,7.4513382
Trinidad and Tobago,TTO,2002,9.61042312
Trinidad and Tobago,TTO,2003,8.8965217
Trinidad and Tobago,TTO,2004,9.14726666
Trinidad and Tobago,TTO,2005,9.63768116
Trinidad and Tobago,TTO,2006,6.91165474
Trinidad and Tobago,TTO,2007,8.28260144
Trinidad and Tobago,TTO,2008,8.97756555
Trinidad and Tobago,TTO,2009,8.77777754
Trinidad and Tobago,TTO,2010,8.33387928
Trinidad and Tobago,TTO,2011,7.42372508
Trinidad and Tobago,TTO,2012,7.75871352
Trinidad and Tobago,TTO,2013,8.05044948
Trinidad and Tobago,TTO,2014,8.17159314
Tunisia,TUN,1995,10.69602135
Tunisia,TUN,1996,10.95332365
Tunisia,TUN,1997,10.59606248
Tunisia,TUN,1998,11.61341514
Tunisia,TUN,1999,11.62554582
Tunisia,TUN,2000,11.96077113
Tunisia,TUN,2001,11.41057662
Tunisia,TUN,2002,11.1993298
Tunisia,TUN,2003,11.65159534
Tunisia,TUN,2004,12.02458825
Tunisia,TUN,2005,11.87803623
Tunisia,TUN,2006,12.45510324
Tunisia,TUN,2007,12.43130648
Tunisia,TUN,2008,12.29305352
Tunisia,TUN,2009,14.18354583
Tunisia,TUN,2010,15.66129597
Tunisia,TUN,2011,14.64478116
Tunisia,TUN,2012,14.16313675
Tunisia,TUN,2013,14.16313675
Tunisia,TUN,2014,14.16313675
Turkey,TUR,1995,10.66059157
Turkey,TUR,1996,10.0494543
Turkey,TUR,1997,10.77844475
Turkey,TUR,1998,11.52913462
Turkey,TUR,1999,10.34038076
Turkey,TUR,2000,9.76340789
Turkey,TUR,2001,8.21691583
Turkey,TUR,2002,9.07152001
Turkey,TUR,2003,9.728846
Turkey,TUR,2004,10.75277234
Turkey,TUR,2005,11.28222414
Turkey,TUR,2006,12.03854485
Turkey,TUR,2007,11.80024169
Turkey,TUR,2008,12.20614205
Turkey,TUR,2009,11.41826566
Turkey,TUR,2010,10.96435967
Turkey,TUR,2011,11.25358359
Turkey,TUR,2012,10.76843789
Turkey,TUR,2013,10.50384823
Turkey,TUR,2014,10.50117417
Turkmenistan,TKM,1995,9.21491583
Turkmenistan,TKM,1996,13.8610769
Turkmenistan,TKM,1997,13.89390289
Turkmenistan,TKM,1998,14.2441463
Turkmenistan,TKM,1999,12.30077121
Turkmenistan,TKM,2000,13.71507924
Turkmenistan,TKM,2001,13.71441305
Turkmenistan,TKM,2002,13.47051329
Turkmenistan,TKM,2003,13.9949081
Turkmenistan,TKM,2004,12.80389054
Turkmenistan,TKM,2005,10.25913845
Turkmenistan,TKM,2006,10.37280882
Turkmenistan,TKM,2007,10.35931454
Turkmenistan,TKM,2008,8.6813085
Turkmenistan,TKM,2009,8.6813085
Turkmenistan,TKM,2010,8.6813085
Turkmenistan,TKM,2011,8.6813085
Turkmenistan,TKM,2012,8.6813085
Turkmenistan,TKM,2013,8.6813085
Turkmenistan,TKM,2014,8.6813085
Tuvalu,TUV,1995,6.31600936
Tuvalu,TUV,1996,7.4906367
Tuvalu,TUV,1997,6.86412788
Tuvalu,TUV,1998,8.94023104
Tuvalu,TUV,1999,7.2267058
Tuvalu,TUV,2000,8.45704004
Tuvalu,TUV,2001,12.73036575
Tuvalu,TUV,2002,15.93582888
Tuvalu,TUV,2003,21.14067782
Tuvalu,TUV,2004,23.0308293
Tuvalu,TUV,2005,22.87466689
Tuvalu,TUV,2006,23.13586564
Tuvalu,TUV,2007,21.65375849
Tuvalu,TUV,2008,17.42650036
Tuvalu,TUV,2009,13.70348692
Tuvalu,TUV,2010,16.11295681
Tuvalu,TUV,2011,17.99775028
Tuvalu,TUV,2012,17.31207289
Tuvalu,TUV,2013,20.21472393
Tuvalu,TUV,2014,16.90797546
Uganda,UGA,1995,9.90737313
Uganda,UGA,1996,9.90737313
Uganda,UGA,1997,9.90737313
Uganda,UGA,1998,13.70063843
Uganda,UGA,1999,11.29392784
Uganda,UGA,2000,8.76730147
Uganda,UGA,2001,11.47727828
Uganda,UGA,2002,11.1000591
Uganda,UGA,2003,10.86422382
Uganda,UGA,2004,12.06931329
Uganda,UGA,2005,14.09504798
Uganda,UGA,2006,15.1134919
Uganda,UGA,2007,14.34445888
Uganda,UGA,2008,16.01717826
Uganda,UGA,2009,13.4545632
Uganda,UGA,2010,19.52791448
Uganda,UGA,2011,16.17173824
Uganda,UGA,2012,14.33571504
Uganda,UGA,2013,13.07103437
Uganda,UGA,2014,10.96659876
Ukraine,UKR,1995,11.41524171
Ukraine,UKR,1996,11.41524171
Ukraine,UKR,1997,11.41524171
Ukraine,UKR,1998,11.64102564
Ukraine,UKR,1999,11.02816092
Ukraine,UKR,2000,10.23762994
Ukraine,UKR,2001,11.3027027
Ukraine,UKR,2002,13.15920398
Ukraine,UKR,2003,14.28540344
Ukraine,UKR,2004,13.18582585
Ukraine,UKR,2005,11.88876407
Ukraine,UKR,2006,12.06265872
Ukraine,UKR,2007,12.53251694
Ukraine,UKR,2008,11.72772431
Ukraine,UKR,2009,12.75345723
Ukraine,UKR,2010,12.66769531
Ukraine,UKR,2011,11.63173209
Ukraine,UKR,2012,11.76675505
Ukraine,UKR,2013,12.02294856
Ukraine,UKR,2014,10.79780149
United Arab Emirates,ARE,1995,8.25270893
United Arab Emirates,ARE,1996,7.12947285
United Arab Emirates,ARE,1997,8.82265509
United Arab Emirates,ARE,1998,7.99759364
United Arab Emirates,ARE,1999,7.9003439
United Arab Emirates,ARE,2000,7.79805421
United Arab Emirates,ARE,2001,7.70751814
United Arab Emirates,ARE,2002,8.03451313
United Arab Emirates,ARE,2003,8.3368352
United Arab Emirates,ARE,2004,8.22276898
United Arab Emirates,ARE,2005,8.69486751
United Arab Emirates,ARE,2006,8.84677521
United Arab Emirates,ARE,2007,8.81003322
United Arab Emirates,ARE,2008,8.75461193
United Arab Emirates,ARE,2009,8.66969077
United Arab Emirates,ARE,2010,8.67995176
United Arab Emirates,ARE,2011,8.68575605
United Arab Emirates,ARE,2012,8.69735577
United Arab Emirates,ARE,2013,8.69685925
United Arab Emirates,ARE,2014,8.69167652
United Kingdom,GBR,1995,13.04890816
United Kingdom,GBR,1996,13.42889738
United Kingdom,GBR,1997,13.10299843
United Kingdom,GBR,1998,13.54693163
United Kingdom,GBR,1999,14.28171725
United Kingdom,GBR,2000,15.17366816
United Kingdom,GBR,2001,14.47012653
United Kingdom,GBR,2002,14.76146449
United Kingdom,GBR,2003,14.845068
United Kingdom,GBR,2004,15.19895179
United Kingdom,GBR,2005,15.34968865
United Kingdom,GBR,2006,15.65950725
United Kingdom,GBR,2007,15.68948368
United Kingdom,GBR,2008,15.3414412
United Kingdom,GBR,2009,16.05410085
United Kingdom,GBR,2010,15.92630848
United Kingdom,GBR,2011,16.19536558
United Kingdom,GBR,2012,16.21255508
United Kingdom,GBR,2013,16.52383126
United Kingdom,GBR,2014,16.52383126
United States,USA,1995,15.92053687
United States,USA,1996,16.17453811
United States,USA,1997,16.51481342
United States,USA,1998,16.4857257
United States,USA,1999,16.50654732
United States,USA,2000,16.79023946
United States,USA,2001,17.38054746
United States,USA,2002,17.83529912
United States,USA,2003,18.1023424
United States,USA,2004,18.44752905
United States,USA,2005,18.46653339
United States,USA,2006,19.04162122
United States,USA,2007,19.01326713
United States,USA,2008,18.91568919
United States,USA,2009,18.6797477
United States,USA,2010,18.97000904
United States,USA,2011,19.4623674
United States,USA,2012,20.07766335
United States,USA,2013,20.78009202
United States,USA,2014,21.29327365
Uruguay,URY,1995,12.59337748
Uruguay,URY,1996,11.60829016
Uruguay,URY,1997,8.60503027
Uruguay,URY,1998,8.75907759
Uruguay,URY,1999,9.6369156
Uruguay,URY,2000,9.04347826
Uruguay,URY,2001,6.7132838
Uruguay,URY,2002,5.62354395
Uruguay,URY,2003,4.44272111
Uruguay,URY,2004,21.42771679
Uruguay,URY,2005,29.16941716
Uruguay,URY,2006,29.13016404
Uruguay,URY,2007,18.16318012
Uruguay,URY,2008,20.57175186
Uruguay,URY,2009,19.87906657
Uruguay,URY,2010,19.53142193
Uruguay,URY,2011,20.95038709
Uruguay,URY,2012,21.32640316
Uruguay,URY,2013,20.86302535
Uruguay,URY,2014,20.76816491
Uzbekistan,UZB,1995,9.45397861
Uzbekistan,UZB,1996,9.27857235
Uzbekistan,UZB,1997,10.15767764
Uzbekistan,UZB,1998,8.53988454
Uzbekistan,UZB,1999,9.04956799
Uzbekistan,UZB,2000,8.69077091
Uzbekistan,UZB,2001,9.55932719
Uzbekistan,UZB,2002,6.51627752
Uzbekistan,UZB,2003,7.01827989
Uzbekistan,UZB,2004,7.04430675
Uzbekistan,UZB,2005,7.33865319
Uzbekistan,UZB,2006,11.8140721
Uzbekistan,UZB,2007,11.12675573
Uzbekistan,UZB,2008,7.61935906
Uzbekistan,UZB,2009,7.64673748
Uzbekistan,UZB,2010,8.66744092
Uzbekistan,UZB,2011,8.98732644
Uzbekistan,UZB,2012,9.58004751
Uzbekistan,UZB,2013,9.69650025
Uzbekistan,UZB,2014,10.73773469
Vanuatu,VUT,1995,7.80576948
Vanuatu,VUT,1996,7.01628766
Vanuatu,VUT,1997,10.33802577
Vanuatu,VUT,1998,10.51754774
Vanuatu,VUT,1999,10.68240478
Vanuatu,VUT,2000,10.48535469
Vanuatu,VUT,2001,11.97466304
Vanuatu,VUT,2002,12.63777706
Vanuatu,VUT,2003,17.22011737
Vanuatu,VUT,2004,18.69401461
Vanuatu,VUT,2005,17.88473351
Vanuatu,VUT,2006,17.41523408
Vanuatu,VUT,2007,14.31089475
Vanuatu,VUT,2008,12.79997256
Vanuatu,VUT,2009,13.66321597
Vanuatu,VUT,2010,15.91106811
Vanuatu,VUT,2011,13.97997861
Vanuatu,VUT,2012,13.54636192
Vanuatu,VUT,2013,14.1293762
Vanuatu,VUT,2014,17.93596638
Venezuela,VEN,1995,7.79764523
Venezuela,VEN,1996,6.55570835
Venezuela,VEN,1997,5.44450725
Venezuela,VEN,1998,6.18986989
Venezuela,VEN,1999,7.47390222
Venezuela,VEN,2000,7.31524212
Venezuela,VEN,2001,7.41473715
Venezuela,VEN,2002,7.32151001
Venezuela,VEN,2003,6.7070186
Venezuela,VEN,2004,8.32874383
Venezuela,VEN,2005,8.31037388
Venezuela,VEN,2006,8.48743564
Venezuela,VEN,2007,6.56664723
Venezuela,VEN,2008,4.33031372
Venezuela,VEN,2009,8.95871796
Venezuela,VEN,2010,9.10698728
Venezuela,VEN,2011,8.83409565
Venezuela,VEN,2012,5.90592072
Venezuela,VEN,2013,6.37768953
Venezuela,VEN,2014,5.80394653
Vietnam,VNM,1995,7.91234709
Vietnam,VNM,1996,7.57928799
Vietnam,VNM,1997,6.95920865
Vietnam,VNM,1998,8.51385064
Vietnam,VNM,1999,8.09654197
Vietnam,VNM,2000,7.2331746
Vietnam,VNM,2001,7.21146012
Vietnam,VNM,2002,6.24885211
Vietnam,VNM,2003,5.94682033
Vietnam,VNM,2004,5.6379154
Vietnam,VNM,2005,5.4205645
Vietnam,VNM,2006,7.45952763
Vietnam,VNM,2007,9.11939597
Vietnam,VNM,2008,7.87660428
Vietnam,VNM,2009,8.12868599
Vietnam,VNM,2010,9.86436343
Vietnam,VNM,2011,10.41207456
Vietnam,VNM,2012,12.65927491
Vietnam,VNM,2013,13.190241
Vietnam,VNM,2014,14.22160103
World,OWID_WRL,2003,15.1736216600988
World,OWID_WRL,2004,15.4450966968834
World,OWID_WRL,2008,15.3954164261874
World,OWID_WRL,2009,15.5835906776663
World,OWID_WRL,2010,15.651575815558
World,OWID_WRL,2011,15.8131389598231
Yemen,YEM,1995,6.39055363
Yemen,YEM,1996,6.10709
Yemen,YEM,1997,6.32359904
Yemen,YEM,1998,7.77746755
Yemen,YEM,1999,8.5683227
Yemen,YEM,2000,7.95299275
Yemen,YEM,2001,8.58321732
Yemen,YEM,2002,7.9719422
Yemen,YEM,2003,7.11008648
Yemen,YEM,2004,6.11004058
Yemen,YEM,2005,4.79448154
Yemen,YEM,2006,4.86796732
Yemen,YEM,2007,4.29107647
Yemen,YEM,2008,4.28581505
Yemen,YEM,2009,4.29869737
Yemen,YEM,2010,4.30125998
Yemen,YEM,2011,4.29779584
Yemen,YEM,2012,3.93250762
Yemen,YEM,2013,3.93250762
Yemen,YEM,2014,3.93250762
Zambia,ZMB,1995,9.52773678
Zambia,ZMB,1996,12.45377036
Zambia,ZMB,1997,10.0840734
Zambia,ZMB,1998,11.09528402
Zambia,ZMB,1999,13.05204945
Zambia,ZMB,2000,13.34484735
Zambia,ZMB,2001,12.37914193
Zambia,ZMB,2002,14.33062035
Zambia,ZMB,2003,15.33415225
Zambia,ZMB,2004,15.71312705
Zambia,ZMB,2005,17.62573831
Zambia,ZMB,2006,14.1423661
Zambia,ZMB,2007,9.4657825
Zambia,ZMB,2008,11.21700571
Zambia,ZMB,2009,12.63260162
Zambia,ZMB,2010,12.60437702
Zambia,ZMB,2011,11.13255778
Zambia,ZMB,2012,11.35067834
Zambia,ZMB,2013,11.00819052
Zambia,ZMB,2014,11.31021411
Zimbabwe,ZWE,2005,10.96421066
Zimbabwe,ZWE,2006,8.25725356
Zimbabwe,ZWE,2007,7.50734525
Zimbabwe,ZWE,2008,6.40496543
Zimbabwe,ZWE,2009,10.5785292
Zimbabwe,ZWE,2010,7.47123368
Zimbabwe,ZWE,2011,7.59470588
Zimbabwe,ZWE,2012,9.69128119
Zimbabwe,ZWE,2013,9.59359172
Zimbabwe,ZWE,2014,8.48665324
