Entity,Code,Year,HRV Transparency index
Costa Rica,CRI,2010,1.4486
Cote d'Ivoire,CIV,1980,0.0669
Cote d'Ivoire,CIV,1981,0.4965
Cote d'Ivoire,CIV,1982,0.5019
Cote d'Ivoire,CIV,1983,0.5054
Cote d'Ivoire,CIV,1984,0.2087
Cote d'Ivoire,CIV,1985,0.461
Cote d'Ivoire,CIV,1986,0.1282
Cote d'Ivoire,CIV,1987,0.0928
Cote d'Ivoire,CIV,1988,0.0558
Cote d'Ivoire,CIV,1989,0.0569
Cote d'Ivoire,CIV,1990,0.0388
Cote d'Ivoire,CIV,1991,0.0339
Cote d'Ivoire,CIV,1992,0.0584
Cote d'Ivoire,CIV,1993,0.0893
Cote d'Ivoire,CIV,1994,0.1585
Cote d'Ivoire,CIV,1995,0.6173
Cote d'Ivoire,CIV,1996,0.7725
Cote d'Ivoire,CIV,1997,0.8325
Cote d'Ivoire,CIV,1998,0.8245
Cote d'Ivoire,CIV,1999,0.9339
Cote d'Ivoire,CIV,2000,0.9282
Cote d'Ivoire,CIV,2001,0.8234
Cote d'Ivoire,CIV,2002,0.8698
Cote d'Ivoire,CIV,2003,0.6106
Cote d'Ivoire,CIV,2004,0.527
Cote d'Ivoire,CIV,2005,0.5096
Cote d'Ivoire,CIV,2006,0.5468
Cote d'Ivoire,CIV,2007,0.5232
Cote d'Ivoire,CIV,2008,0.4835
Cote d'Ivoire,CIV,2009,0.3444
Cote d'Ivoire,CIV,2010,-0.2452
Cuba,CUB,1980,-0.8486
Cuba,CUB,1981,-0.8603
Cuba,CUB,1982,-0.8585
Cuba,CUB,1983,-0.8598
Cuba,CUB,1984,-0.8565
Cuba,CUB,1985,-0.8609
Cuba,CUB,1986,-0.8587
Cuba,CUB,1987,-0.8595
Cuba,CUB,1988,-0.8597
Cuba,CUB,1989,-0.8504
Cuba,CUB,1990,-0.8584
Cuba,CUB,1991,-0.854
Cuba,CUB,1992,-0.8545
Cuba,CUB,1993,-0.851
Cuba,CUB,1994,-0.8534
Cuba,CUB,1995,-0.8451
Cuba,CUB,1996,-0.8435
Cuba,CUB,1997,-0.8439
Cuba,CUB,1998,-0.8437
Cuba,CUB,1999,-0.8326
Cuba,CUB,2000,-0.8332
Cuba,CUB,2001,-0.8341
Cuba,CUB,2002,-0.8335
Cuba,CUB,2003,-0.8344
Cuba,CUB,2004,-0.8328
Cuba,CUB,2005,-0.8329
Cuba,CUB,2006,-0.8329
Cuba,CUB,2007,-0.8414
Cuba,CUB,2008,-0.8408
Cuba,CUB,2009,-0.8795
Cuba,CUB,2010,-0.8818
Cyprus,CYP,1980,0.9531
Cyprus,CYP,1981,1.4454
Cyprus,CYP,1982,1.5382
Cyprus,CYP,1983,1.5432
Cyprus,CYP,1984,1.6622
Cyprus,CYP,1985,1.8302
Cyprus,CYP,1986,1.7824
Cyprus,CYP,1987,1.8188
Cyprus,CYP,1988,1.8307
Cyprus,CYP,1989,1.8527
Cyprus,CYP,1990,1.9163
Cyprus,CYP,1991,1.9025
Cyprus,CYP,1992,2.0193
Cyprus,CYP,1993,2.0203
Cyprus,CYP,1994,2.0263
Cyprus,CYP,1995,2.0047
Cyprus,CYP,1996,1.4481
Cyprus,CYP,1997,1.3956
Cyprus,CYP,1998,1.5233
Cyprus,CYP,1999,3.3933
Cyprus,CYP,2000,4.4359
Cyprus,CYP,2001,4.9543
Cyprus,CYP,2002,5.3608
Cyprus,CYP,2003,5.5856
Cyprus,CYP,2004,5.6716
Cyprus,CYP,2005,5.6423
Cyprus,CYP,2006,5.4119
Cyprus,CYP,2007,5.0749
Cyprus,CYP,2008,4.3745
Cyprus,CYP,2009,3.2192
Cyprus,CYP,2010,2.7679
Democratic Republic of Congo,COD,1980,-0.8531
Democratic Republic of Congo,COD,1981,-0.8552
Democratic Republic of Congo,COD,1982,-0.8562
Democratic Republic of Congo,COD,1983,-0.8558
Democratic Republic of Congo,COD,1984,-0.8561
Democratic Republic of Congo,COD,1985,-0.8495
Democratic Republic of Congo,COD,1986,-0.8491
Democratic Republic of Congo,COD,1987,-0.857
Democratic Republic of Congo,COD,1988,-0.8563
Democratic Republic of Congo,COD,1989,-0.8629
Democratic Republic of Congo,COD,1990,-0.8595
Democratic Republic of Congo,COD,1991,-0.8617
Democratic Republic of Congo,COD,1992,-0.8598
Democratic Republic of Congo,COD,1993,-0.8453
Democratic Republic of Congo,COD,1994,-0.8445
Democratic Republic of Congo,COD,1995,-0.8466
Democratic Republic of Congo,COD,1996,-0.8567
Democratic Republic of Congo,COD,1997,-0.8572
Democratic Republic of Congo,COD,1998,-0.857
Democratic Republic of Congo,COD,1999,-0.852
Democratic Republic of Congo,COD,2000,-0.849
Democratic Republic of Congo,COD,2001,-0.8472
Democratic Republic of Congo,COD,2002,-0.846
Democratic Republic of Congo,COD,2003,-0.8517
Democratic Republic of Congo,COD,2004,-0.8511
Democratic Republic of Congo,COD,2005,-0.8492
Democratic Republic of Congo,COD,2006,-0.8468
Democratic Republic of Congo,COD,2007,-0.8461
Democratic Republic of Congo,COD,2008,-0.8456
Democratic Republic of Congo,COD,2009,-0.8472
Democratic Republic of Congo,COD,2010,-0.8458
Denmark,DNK,1980,-0.6923
Denmark,DNK,1981,1.359
Denmark,DNK,1982,1.2762
Denmark,DNK,1983,2.654
Denmark,DNK,1984,3.0068
Denmark,DNK,1985,3.1659
Denmark,DNK,1986,3.3997
Denmark,DNK,1987,3.5554
Denmark,DNK,1988,3.556
Denmark,DNK,1989,3.4568
Denmark,DNK,1990,3.3746
Denmark,DNK,1991,3.487
Denmark,DNK,1992,3.2575
Denmark,DNK,1993,3.5911
Denmark,DNK,1994,3.8295
Denmark,DNK,1995,3.7449
Denmark,DNK,1996,3.4676
Denmark,DNK,1997,3.0686
Denmark,DNK,1998,3.5817
Denmark,DNK,1999,3.8324
Denmark,DNK,2000,4.3436
Denmark,DNK,2001,4.3886
Denmark,DNK,2002,4.176
Denmark,DNK,2003,3.7632
Denmark,DNK,2004,2.9096
Denmark,DNK,2005,-0.6791
Denmark,DNK,2006,-0.6829
Denmark,DNK,2007,-0.6853
Denmark,DNK,2008,-0.6847
Denmark,DNK,2009,-0.6847
Denmark,DNK,2010,-0.6852
Dominican Republic,DOM,1980,0.35
Dominican Republic,DOM,1981,0.4992
Dominican Republic,DOM,1982,0.5484
Dominican Republic,DOM,1983,0.5904
Dominican Republic,DOM,1984,0.3478
Dominican Republic,DOM,1985,0.4554
Dominican Republic,DOM,1986,0.3108
Dominican Republic,DOM,1987,0.2263
Dominican Republic,DOM,1988,0.2066
Dominican Republic,DOM,1989,0.0416
Dominican Republic,DOM,1990,0.1182
Dominican Republic,DOM,1991,0.7226
Dominican Republic,DOM,1992,1.1969
Dominican Republic,DOM,1993,1.3514
Dominican Republic,DOM,1994,1.4131
Dominican Republic,DOM,1995,1.4108
Dominican Republic,DOM,1996,1.4513
Dominican Republic,DOM,1997,1.3427
Dominican Republic,DOM,1998,0.8985
Dominican Republic,DOM,1999,0.8613
Dominican Republic,DOM,2000,1.1195
Dominican Republic,DOM,2001,1.8589
Dominican Republic,DOM,2002,2.4091
Dominican Republic,DOM,2003,2.6193
Dominican Republic,DOM,2004,2.8232
Dominican Republic,DOM,2005,2.8332
Dominican Republic,DOM,2006,2.8501
Dominican Republic,DOM,2007,2.8632
Dominican Republic,DOM,2008,2.3339
Dominican Republic,DOM,2009,2.0685
Dominican Republic,DOM,2010,1.525
Ecuador,ECU,1980,0.4578
Ecuador,ECU,1981,0.6301
Ecuador,ECU,1982,0.6424
Ecuador,ECU,1983,0.6416
Ecuador,ECU,1984,0.6582
Ecuador,ECU,1985,0.6419
Ecuador,ECU,1986,0.7416
Ecuador,ECU,1987,0.9344
Ecuador,ECU,1988,1.3959
Ecuador,ECU,1989,1.4609
Ecuador,ECU,1990,1.8157
Ecuador,ECU,1991,1.9107
Ecuador,ECU,1992,1.8963
Ecuador,ECU,1993,2.1218
Ecuador,ECU,1994,2.3062
Ecuador,ECU,1995,2.3884
Ecuador,ECU,1996,2.3659
Ecuador,ECU,1997,2.412
Ecuador,ECU,1998,2.7163
Ecuador,ECU,1999,2.9965
Ecuador,ECU,2000,3.0445
Ecuador,ECU,2001,3.0089
Ecuador,ECU,2002,2.6938
Ecuador,ECU,2003,2.8691
Ecuador,ECU,2004,3.0639
Ecuador,ECU,2005,3.125
Ecuador,ECU,2006,3.0045
Ecuador,ECU,2007,2.6148
Ecuador,ECU,2008,2.3643
Ecuador,ECU,2009,2.0423
Ecuador,ECU,2010,1.2412
Egypt,EGY,1980,1.0999
Egypt,EGY,1981,1.6031
Egypt,EGY,1982,1.7849
Egypt,EGY,1983,1.7723
Egypt,EGY,1984,1.5607
Egypt,EGY,1985,1.0189
Egypt,EGY,1986,0.9616
Egypt,EGY,1987,0.9389
Egypt,EGY,1988,1.1245
Egypt,EGY,1989,1.665
Egypt,EGY,1990,1.7974
Egypt,EGY,1991,1.8148
Egypt,EGY,1992,2.0283
Egypt,EGY,1993,2.4867
Egypt,EGY,1994,2.7697
Egypt,EGY,1995,2.7242
Egypt,EGY,1996,2.3589
Egypt,EGY,1997,2.7947
Egypt,EGY,1998,2.913
Egypt,EGY,1999,3.0953
Egypt,EGY,2000,3.171
Egypt,EGY,2001,3.3271
Egypt,EGY,2002,3.3542
Egypt,EGY,2003,3.3884
Egypt,EGY,2004,3.4081
Egypt,EGY,2005,3.383
Egypt,EGY,2006,3.1988
Egypt,EGY,2007,2.947
Egypt,EGY,2008,2.1816
Egypt,EGY,2009,1.65
Egypt,EGY,2010,1.4665
El Salvador,SLV,1980,0.6706
El Salvador,SLV,1981,0.6098
El Salvador,SLV,1982,0.6533
El Salvador,SLV,1983,0.7436
El Salvador,SLV,1984,0.8065
El Salvador,SLV,1985,1.0282
El Salvador,SLV,1986,1.0212
El Salvador,SLV,1987,0.7655
El Salvador,SLV,1988,1.135
El Salvador,SLV,1989,1.3095
El Salvador,SLV,1990,1.369
El Salvador,SLV,1991,1.5663
El Salvador,SLV,1992,1.5719
El Salvador,SLV,1993,1.5785
El Salvador,SLV,1994,1.7515
El Salvador,SLV,1995,2.2447
El Salvador,SLV,1996,2.4736
El Salvador,SLV,1997,2.5033
El Salvador,SLV,1998,2.7608
El Salvador,SLV,1999,2.7758
El Salvador,SLV,2000,2.8181
El Salvador,SLV,2001,2.8672
El Salvador,SLV,2002,3.0585
El Salvador,SLV,2003,3.1285
El Salvador,SLV,2004,3.043
El Salvador,SLV,2005,3.0519
El Salvador,SLV,2006,3.1379
El Salvador,SLV,2007,3.0634
El Salvador,SLV,2008,2.8635
El Salvador,SLV,2009,2.423
El Salvador,SLV,2010,1.4747
Ethiopia,ETH,1980,-0.6957
Ethiopia,ETH,1981,-0.0395
Ethiopia,ETH,1982,-0.0212
Ethiopia,ETH,1983,-0.006
Ethiopia,ETH,1984,0.0679
Ethiopia,ETH,1985,0.0338
Ethiopia,ETH,1986,0.0519
Ethiopia,ETH,1987,0.1168
Ethiopia,ETH,1988,0.0167
Ethiopia,ETH,1989,0.0295
Ethiopia,ETH,1990,0.0618
Ethiopia,ETH,1991,0.1426
Ethiopia,ETH,1992,0.1203
Ethiopia,ETH,1993,0.6346
Ethiopia,ETH,1994,0.6209
Ethiopia,ETH,1995,0.6804
Ethiopia,ETH,1996,0.3579
Ethiopia,ETH,1997,0.6777
Ethiopia,ETH,1998,0.7393
Ethiopia,ETH,1999,1.0312
Ethiopia,ETH,2000,0.7689
Ethiopia,ETH,2001,0.7214
Ethiopia,ETH,2002,0.7852
Ethiopia,ETH,2003,0.9857
Ethiopia,ETH,2004,1.6541
Ethiopia,ETH,2005,2.1085
Ethiopia,ETH,2006,1.3995
Ethiopia,ETH,2007,1.1619
Ethiopia,ETH,2008,1.0643
Ethiopia,ETH,2009,0.8709
Ethiopia,ETH,2010,0.6543
Fiji,FJI,1980,-0.6119
Fiji,FJI,1981,-0.6125
Fiji,FJI,1982,-0.6184
Fiji,FJI,1983,-0.6174
Fiji,FJI,1984,-0.62
Fiji,FJI,1985,-0.6163
Fiji,FJI,1986,-0.6258
Fiji,FJI,1987,-0.631
Fiji,FJI,1988,-0.6353
Fiji,FJI,1989,-0.6233
Fiji,FJI,1990,-0.6205
Fiji,FJI,1991,-0.6283
Fiji,FJI,1992,-0.6307
Fiji,FJI,1993,-0.6306
Fiji,FJI,1994,-0.6205
Fiji,FJI,1995,-0.6467
Fiji,FJI,1996,-0.6499
Fiji,FJI,1997,-0.6538
Fiji,FJI,1998,-0.65
Fiji,FJI,1999,-0.6475
Fiji,FJI,2000,-0.5617
Fiji,FJI,2001,-0.6161
Fiji,FJI,2002,-0.6191
Fiji,FJI,2003,-0.6158
Fiji,FJI,2004,-0.5933
Fiji,FJI,2005,-0.5838
Fiji,FJI,2006,-0.6035
Fiji,FJI,2007,-0.5987
Fiji,FJI,2008,-0.618
Fiji,FJI,2009,-0.6773
Fiji,FJI,2010,-0.6802
Finland,FIN,1980,1.6245
Finland,FIN,1981,2.5706
Finland,FIN,1982,2.9677
Finland,FIN,1983,3.0522
Finland,FIN,1984,3.0769
Finland,FIN,1985,3.1152
Finland,FIN,1986,3.1157
Finland,FIN,1987,3.1534
Finland,FIN,1988,3.1659
Finland,FIN,1989,3.2568
Finland,FIN,1990,3.4102
Finland,FIN,1991,3.6115
Finland,FIN,1992,3.6326
Finland,FIN,1993,3.8488
Finland,FIN,1994,4.0826
Finland,FIN,1995,4.8105
Finland,FIN,1996,5.1538
Finland,FIN,1997,5.2233
Finland,FIN,1998,5.4798
Finland,FIN,1999,6.1218
Finland,FIN,2000,6.5343
Finland,FIN,2001,6.7685
Finland,FIN,2002,6.8862
Finland,FIN,2003,6.8659
Finland,FIN,2004,6.7531
Finland,FIN,2005,6.501
Finland,FIN,2006,6.2262
Finland,FIN,2007,5.9631
Finland,FIN,2008,5.6215
Finland,FIN,2009,5.0084
Finland,FIN,2010,4.5214
France,FRA,1980,1.4683
France,FRA,1981,2.316
France,FRA,1982,2.7502
France,FRA,1983,3.3408
France,FRA,1984,3.4138
France,FRA,1985,3.6305
France,FRA,1986,3.7493
France,FRA,1987,3.8054
France,FRA,1988,3.9517
France,FRA,1989,4.0655
France,FRA,1990,4.1248
France,FRA,1991,4.1723
France,FRA,1992,4.2591
France,FRA,1993,4.3369
France,FRA,1994,4.3638
France,FRA,1995,4.4004
France,FRA,1996,4.359
France,FRA,1997,4.0198
France,FRA,1998,3.5689
France,FRA,1999,4.5973
France,FRA,2000,5.15
France,FRA,2001,5.6039
France,FRA,2002,6.0421
France,FRA,2003,6.6204
France,FRA,2004,6.7786
France,FRA,2005,6.5868
France,FRA,2006,6.4307
France,FRA,2007,6.1649
France,FRA,2008,5.7581
France,FRA,2009,5.0012
France,FRA,2010,4.3364
Gabon,GAB,1980,0.1581
Gabon,GAB,1981,0.3988
Gabon,GAB,1982,0.4276
Gabon,GAB,1983,0.4111
Gabon,GAB,1984,0.0417
Gabon,GAB,1985,0.0087
Gabon,GAB,1986,0.0061
Gabon,GAB,1987,0.0177
Gabon,GAB,1988,0.0249
Gabon,GAB,1989,0.0103
Gabon,GAB,1990,-0.0445
Gabon,GAB,1991,-0.0586
Gabon,GAB,1992,0.2063
Gabon,GAB,1993,1.3105
Gabon,GAB,1994,0.6549
Gabon,GAB,1995,0.2429
Gabon,GAB,1996,0.6173
Gabon,GAB,1997,0.6628
Gabon,GAB,1998,0.6159
Gabon,GAB,1999,0.7528
Gabon,GAB,2000,0.7318
Gabon,GAB,2001,0.7165
Gabon,GAB,2002,0.673
Gabon,GAB,2003,0.6812
Gabon,GAB,2004,0.7119
Gabon,GAB,2005,0.9321
Gabon,GAB,2006,-0.8324
Gabon,GAB,2007,-0.837
Gabon,GAB,2008,-0.8377
Gabon,GAB,2009,-0.8389
Gabon,GAB,2010,-0.8489
Gambia,GMB,1980,-0.6827
Gambia,GMB,1981,-0.6882
Gambia,GMB,1982,-0.6319
Gambia,GMB,1983,-0.6326
Gambia,GMB,1984,-0.6852
Gambia,GMB,1985,-0.6862
Gambia,GMB,1986,-0.6865
Gambia,GMB,1987,-0.6275
Gambia,GMB,1988,-0.6266
Gambia,GMB,1989,-0.6246
Gambia,GMB,1990,-0.6226
Gambia,GMB,1991,-0.6272
Gambia,GMB,1992,-0.6252
Gambia,GMB,1993,-0.6097
Gambia,GMB,1994,-0.6255
Gambia,GMB,1995,-0.5868
Gambia,GMB,1996,-0.5862
Gambia,GMB,1997,-0.6054
Gambia,GMB,1998,-1.0237
Gambia,GMB,1999,-1.0373
Gambia,GMB,2000,-0.9976
Gambia,GMB,2001,-1.0442
Gambia,GMB,2002,-1.0203
Gambia,GMB,2003,-0.5905
Gambia,GMB,2004,-0.5569
Gambia,GMB,2005,-0.5623
Gambia,GMB,2006,-0.5674
Gambia,GMB,2007,-0.5596
Gambia,GMB,2008,-0.5664
Gambia,GMB,2009,-0.5711
Gambia,GMB,2010,-0.5766
Ghana,GHA,1980,-0.1057
Ghana,GHA,1981,-0.0774
Ghana,GHA,1982,-0.0777
Ghana,GHA,1983,-0.1187
Ghana,GHA,1984,-0.1514
Ghana,GHA,1985,-0.3351
Ghana,GHA,1986,-0.3616
Ghana,GHA,1987,-0.3447
Ghana,GHA,1988,-0.3521
Ghana,GHA,1989,-0.3783
Ghana,GHA,1990,-0.3529
Ghana,GHA,1991,-0.3548
Ghana,GHA,1992,-0.0297
Ghana,GHA,1993,-0.3645
Ghana,GHA,1994,-0.3791
Ghana,GHA,1995,-0.3826
Ghana,GHA,1996,-0.2095
Ghana,GHA,1997,-0.1834
Ghana,GHA,1998,-0.1622
Ghana,GHA,1999,0.1024
Ghana,GHA,2000,0.3849
Ghana,GHA,2001,-0.0431
Ghana,GHA,2002,-0.2348
Ghana,GHA,2003,-0.1516
Ghana,GHA,2004,-0.308
Ghana,GHA,2005,-0.1107
Ghana,GHA,2006,0.2946
Ghana,GHA,2007,0.05
Ghana,GHA,2008,0.0552
Ghana,GHA,2009,0.0661
Ghana,GHA,2010,-0.0477
Greece,GRC,1980,0.6255
Greece,GRC,1981,2.1994
Greece,GRC,1982,2.4608
Greece,GRC,1983,2.9837
Greece,GRC,1984,3.0936
Greece,GRC,1985,2.9532
Greece,GRC,1986,3.0808
Greece,GRC,1987,3.1595
Greece,GRC,1988,3.0925
Greece,GRC,1989,3.0732
Greece,GRC,1990,3.1079
Greece,GRC,1991,3.0501
Greece,GRC,1992,3.0377
Greece,GRC,1993,3.6684
Greece,GRC,1994,3.792
Greece,GRC,1995,3.8704
Greece,GRC,1996,3.8103
Greece,GRC,1997,2.976
Greece,GRC,1998,-0.8208
Greece,GRC,1999,3.6975
Greece,GRC,2000,4.8084
Greece,GRC,2001,5.2453
Greece,GRC,2002,5.2904
Greece,GRC,2003,5.536
Greece,GRC,2004,5.3463
Greece,GRC,2005,5.299
Greece,GRC,2006,4.7989
Greece,GRC,2007,4.3059
Greece,GRC,2008,3.5303
Greece,GRC,2009,3.0938
Greece,GRC,2010,3.2746
Guatemala,GTM,1980,0.4163
Guatemala,GTM,1981,0.9579
Guatemala,GTM,1982,1.0378
Guatemala,GTM,1983,0.6666
Guatemala,GTM,1984,0.5041
Guatemala,GTM,1985,0.5157
Guatemala,GTM,1986,0.6426
Guatemala,GTM,1987,0.8791
Guatemala,GTM,1988,0.638
Guatemala,GTM,1989,1.0077
Guatemala,GTM,1990,0.9788
Guatemala,GTM,1991,0.9783
Guatemala,GTM,1992,0.6143
Guatemala,GTM,1993,0.7309
Guatemala,GTM,1994,1.1974
Guatemala,GTM,1995,0.7303
Guatemala,GTM,1996,0.6893
Guatemala,GTM,1997,0.6933
Guatemala,GTM,1998,1.2756
Guatemala,GTM,1999,0.9046
Guatemala,GTM,2000,1.4331
Guatemala,GTM,2001,1.2424
Guatemala,GTM,2002,2.0284
Guatemala,GTM,2003,2.1338
Guatemala,GTM,2004,2.0686
Guatemala,GTM,2005,1.3225
Guatemala,GTM,2006,1.5472
Guatemala,GTM,2007,1.1784
Guatemala,GTM,2008,1.081
Guatemala,GTM,2009,0.9869
Guatemala,GTM,2010,1.0233
Guinea,GIN,1980,-2.9061
Guinea,GIN,1981,-3.9022
Guinea,GIN,1982,-4.1796
Guinea,GIN,1983,-4.1017
Guinea,GIN,1984,-3.8339
Guinea,GIN,1985,-3.093
Guinea,GIN,1986,-0.6559
Guinea,GIN,1987,-0.6406
Guinea,GIN,1988,-0.65
Guinea,GIN,1989,-0.6265
Guinea,GIN,1990,-0.6244
Guinea,GIN,1991,-0.6035
Guinea,GIN,1992,-0.6081
Guinea,GIN,1993,-0.606
Guinea,GIN,1994,-0.5782
Guinea,GIN,1995,-0.5491
Guinea,GIN,1996,-0.5564
Guinea,GIN,1997,-0.5595
Guinea,GIN,1998,-0.5544
Guinea,GIN,1999,-0.5725
Guinea,GIN,2000,-0.556
Guinea,GIN,2001,-0.5495
Guinea,GIN,2002,-0.5998
Guinea,GIN,2003,-0.6305
Guinea,GIN,2004,-0.6497
Guinea,GIN,2005,-0.6436
Guinea,GIN,2006,-0.6395
Guinea,GIN,2007,-0.6063
Guinea,GIN,2008,-0.6044
Guinea,GIN,2009,-0.6359
Guinea,GIN,2010,-0.6419
Guinea-Bissau,GNB,1980,-1.9264
Guinea-Bissau,GNB,1981,-1.9822
Guinea-Bissau,GNB,1982,-0.6968
Guinea-Bissau,GNB,1983,-0.6961
Guinea-Bissau,GNB,1984,-0.696
Guinea-Bissau,GNB,1985,-0.6965
Guinea-Bissau,GNB,1986,-0.745
Guinea-Bissau,GNB,1987,-0.7447
Guinea-Bissau,GNB,1988,-0.7441
Guinea-Bissau,GNB,1989,-0.6954
Guinea-Bissau,GNB,1990,-0.6931
Guinea-Bissau,GNB,1991,-0.6956
Guinea-Bissau,GNB,1992,-0.6953
Guinea-Bissau,GNB,1993,-0.6953
Guinea-Bissau,GNB,1994,-0.6957
Guinea-Bissau,GNB,1995,-0.6884
Guinea-Bissau,GNB,1996,-0.6899
Guinea-Bissau,GNB,1997,-0.6924
Guinea-Bissau,GNB,1998,-1.7691
Guinea-Bissau,GNB,1999,-1.7839
Guinea-Bissau,GNB,2000,-1.2576
Guinea-Bissau,GNB,2001,-0.671
Guinea-Bissau,GNB,2002,-0.6571
Guinea-Bissau,GNB,2003,-0.6881
Guinea-Bissau,GNB,2004,-0.6836
Guinea-Bissau,GNB,2005,-0.6837
Guinea-Bissau,GNB,2006,-0.6973
Guinea-Bissau,GNB,2007,-0.6918
Guinea-Bissau,GNB,2008,-0.6941
Guinea-Bissau,GNB,2009,-0.6979
Guinea-Bissau,GNB,2010,-0.6939
Guyana,GUY,1980,-0.6553
Guyana,GUY,1981,-0.6347
Guyana,GUY,1982,-0.6535
Guyana,GUY,1983,-0.6515
Guyana,GUY,1984,-0.6513
Guyana,GUY,1985,-0.6844
Guyana,GUY,1986,-1.5991
Guyana,GUY,1987,-1.6885
Guyana,GUY,1988,-1.8066
Guyana,GUY,1989,-1.811
Guyana,GUY,1990,-1.65
Guyana,GUY,1991,-1.4688
Guyana,GUY,1992,-0.6473
Guyana,GUY,1993,-0.6562
Guyana,GUY,1994,-0.6554
Guyana,GUY,1995,-0.6527
Guyana,GUY,1996,-0.6502
Guyana,GUY,1997,-0.6094
Guyana,GUY,1998,-0.6278
Guyana,GUY,1999,-0.6227
Guyana,GUY,2000,-0.5752
Guyana,GUY,2001,-0.5942
Guyana,GUY,2002,-0.6083
Guyana,GUY,2003,-0.6271
Guyana,GUY,2004,-0.6154
Guyana,GUY,2005,-0.6138
Guyana,GUY,2006,-0.6169
Guyana,GUY,2007,-0.6141
Guyana,GUY,2008,-0.6267
Guyana,GUY,2009,-0.6253
Guyana,GUY,2010,-0.6243
Haiti,HTI,1980,-0.6884
Haiti,HTI,1981,-0.6811
Haiti,HTI,1982,-0.6886
Haiti,HTI,1983,-0.688
Haiti,HTI,1984,-0.6939
Haiti,HTI,1985,-0.6935
Haiti,HTI,1986,-0.6938
Haiti,HTI,1987,-0.6937
Haiti,HTI,1988,-0.6864
Haiti,HTI,1989,-0.6927
Haiti,HTI,1990,-0.6851
Haiti,HTI,1991,-0.6082
Haiti,HTI,1992,-0.6164
Haiti,HTI,1993,-0.6147
Haiti,HTI,1994,-0.6824
Haiti,HTI,1995,-0.6611
Haiti,HTI,1996,-0.6594
Haiti,HTI,1997,-0.662
Haiti,HTI,1998,-0.6863
Haiti,HTI,1999,-0.6818
Haiti,HTI,2000,-0.6707
Haiti,HTI,2001,-0.6739
Haiti,HTI,2002,-0.6857
Haiti,HTI,2003,-0.6853
Haiti,HTI,2004,-0.5951
Haiti,HTI,2005,-0.5881
Haiti,HTI,2006,-0.4038
Haiti,HTI,2007,-0.386
Haiti,HTI,2008,-0.3876
Haiti,HTI,2009,-0.4023
Haiti,HTI,2010,-0.5878
Honduras,HND,1980,0.7103
Honduras,HND,1981,0.8796
Honduras,HND,1982,1.0895
Honduras,HND,1983,1.0659
Honduras,HND,1984,0.8913
Honduras,HND,1985,0.7881
Honduras,HND,1986,0.8108
Honduras,HND,1987,0.7363
Honduras,HND,1988,0.7607
Honduras,HND,1989,0.9269
Honduras,HND,1990,1.8174
Honduras,HND,1991,1.8435
Honduras,HND,1992,1.8274
Honduras,HND,1993,1.2802
Honduras,HND,1994,1.8688
Honduras,HND,1995,2.073
Honduras,HND,1996,2.119
Honduras,HND,1997,2.1135
Honduras,HND,1998,2.1464
Honduras,HND,1999,1.928
Honduras,HND,2000,1.2483
Honduras,HND,2001,1.8782
Honduras,HND,2002,2.0658
Honduras,HND,2003,2.0904
Honduras,HND,2004,2.0343
Honduras,HND,2005,1.9684
Honduras,HND,2006,1.8363
Honduras,HND,2007,1.5148
Honduras,HND,2008,0.3391
Honduras,HND,2009,0.5456
Honduras,HND,2010,0.1902
Hungary,HUN,1980,-0.8333
Hungary,HUN,1981,-0.8337
Hungary,HUN,1982,0.7833
Hungary,HUN,1983,1.0394
Hungary,HUN,1984,1.0308
Hungary,HUN,1985,1.0363
Hungary,HUN,1986,1.0339
Hungary,HUN,1987,1.0594
Hungary,HUN,1988,1.0536
Hungary,HUN,1989,1.1516
Hungary,HUN,1990,1.3008
Hungary,HUN,1991,1.1655
Hungary,HUN,1992,2.3568
Hungary,HUN,1993,2.6922
Hungary,HUN,1994,3.7927
Hungary,HUN,1995,5.396
Hungary,HUN,1996,6.1273
Hungary,HUN,1997,6.8095
Hungary,HUN,1998,7.6496
Hungary,HUN,1999,8.479
Hungary,HUN,2000,9.1245
Hungary,HUN,2001,9.7031
Hungary,HUN,2002,9.9608
Hungary,HUN,2003,9.9327
Hungary,HUN,2004,9.9811
Hungary,HUN,2005,9.8954
Hungary,HUN,2006,9.5356
Hungary,HUN,2007,9.0716
Hungary,HUN,2008,7.9811
Hungary,HUN,2009,6.4786
Hungary,HUN,2010,5.481
India,IND,1980,0.4064
India,IND,1981,0.5859
India,IND,1982,0.4249
India,IND,1983,0.6213
India,IND,1984,0.673
India,IND,1985,0.6758
India,IND,1986,0.7329
India,IND,1987,0.8627
India,IND,1988,0.8927
India,IND,1989,0.843
India,IND,1990,0.8566
India,IND,1991,0.9877
India,IND,1992,1.0632
India,IND,1993,1.2646
India,IND,1994,1.7429
India,IND,1995,1.3927
India,IND,1996,1.2905
India,IND,1997,1.3389
India,IND,1998,1.2758
India,IND,1999,1.4805
India,IND,2000,2.0549
India,IND,2001,1.6229
India,IND,2002,1.5198
India,IND,2003,1.6344
India,IND,2004,1.9126
India,IND,2005,2.4787
India,IND,2006,1.5385
India,IND,2007,1.2222
India,IND,2008,1.1501
India,IND,2009,1.2029
India,IND,2010,1.5445
Indonesia,IDN,1980,-0.829
Indonesia,IDN,1981,0.2566
Indonesia,IDN,1982,0.7546
