Entity,Code,Year,"Out-of-school children of primary school age, both sexes (number) ( )"
Honduras,HND,2014,53956
Hong Kong,HKG,1971,86688
Hong Kong,HKG,1972,78323
Hong Kong,HKG,1973,78924
Hong Kong,HKG,1974,71845
Hong Kong,HKG,1975,65727
Hong Kong,HKG,1976,64063
Hong Kong,HKG,1977,60460
Hong Kong,HKG,1978,59826
Hong Kong,HKG,1979,52115
Hong Kong,HKG,1980,26074
Hong Kong,HKG,1981,24051
Hong Kong,HKG,1982,25940
Hong Kong,HKG,1983,22378
Hong Kong,HKG,1984,18270
Hong Kong,HKG,1985,16265
Hong Kong,HKG,1995,38528
Hong Kong,HKG,1996,34864
Hong Kong,HKG,2012,2616
Hong Kong,HKG,2013,2282
Hong Kong,HKG,2014,1913
Hungary,HUN,1994,40379
Hungary,HUN,1995,45762
Hungary,HUN,1996,106975
Hungary,HUN,1997,64819
Hungary,HUN,1998,20091
Hungary,HUN,1999,19348
Hungary,HUN,2000,16820
Hungary,HUN,2001,14717
Hungary,HUN,2002,14087
Hungary,HUN,2003,19170
Hungary,HUN,2004,20354
Hungary,HUN,2005,16305
Hungary,HUN,2006,13393
Hungary,HUN,2007,13542
Hungary,HUN,2008,8249
Hungary,HUN,2009,5402
Hungary,HUN,2010,5872
Hungary,HUN,2011,8553
Hungary,HUN,2012,12582
Hungary,HUN,2013,15132
Hungary,HUN,2014,15945
Iceland,ISL,1977,223
Iceland,ISL,1994,766
Iceland,ISL,1996,587
Iceland,ISL,1997,515
Iceland,ISL,1998,309
Iceland,ISL,1999,292
Iceland,ISL,2000,256
Iceland,ISL,2001,134
Iceland,ISL,2002,145
Iceland,ISL,2003,234
Iceland,ISL,2004,680
Iceland,ISL,2005,662
Iceland,ISL,2006,634
Iceland,ISL,2007,599
Iceland,ISL,2008,416
Iceland,ISL,2009,264
Iceland,ISL,2010,401
Iceland,ISL,2011,441
Iceland,ISL,2012,389
India,IND,1971,27981592
India,IND,1990,23894508
India,IND,2000,19054168
India,IND,2001,19214096
India,IND,2002,19553992
India,IND,2003,13777284
India,IND,2007,3790861
India,IND,2008,3786269
India,IND,2009,5501223
India,IND,2010,4826441
India,IND,2011,5385334
India,IND,2012,3842791
India,IND,2013,2886200
Indonesia,IDN,1971,5474225
Indonesia,IDN,1972,5413430
Indonesia,IDN,1974,5776779
Indonesia,IDN,1975,5434777
Indonesia,IDN,1976,4960956
Indonesia,IDN,1977,4570793
Indonesia,IDN,1978,3190262
Indonesia,IDN,1981,2290699
Indonesia,IDN,1982,936344
Indonesia,IDN,1983,617746
Indonesia,IDN,1984,557095
Indonesia,IDN,1985,535919
Indonesia,IDN,1986,694323
Indonesia,IDN,1987,480858
Indonesia,IDN,1988,570121
Indonesia,IDN,1989,536815
Indonesia,IDN,1990,973315
Indonesia,IDN,1991,1221665
Indonesia,IDN,1992,1461178
Indonesia,IDN,1993,1793722
Indonesia,IDN,1994,1656943
Indonesia,IDN,1995,1705259
Indonesia,IDN,1996,1992317
Indonesia,IDN,1997,1994255
Indonesia,IDN,2001,1002344
Indonesia,IDN,2002,1198962
Indonesia,IDN,2003,1352195
Indonesia,IDN,2005,1863040
Indonesia,IDN,2006,1530340
Indonesia,IDN,2007,892075
Indonesia,IDN,2008,1149140
Indonesia,IDN,2009,975284
Indonesia,IDN,2010,889775
Indonesia,IDN,2011,1030887
Indonesia,IDN,2012,1292638
Indonesia,IDN,2013,1900096
Indonesia,IDN,2014,2008214
Iran,IRN,1971,1937918
Iran,IRN,1984,996837
Iran,IRN,1985,1043151
Iran,IRN,1986,1040051
Iran,IRN,1987,1072179
Iran,IRN,1988,1064604
Iran,IRN,1989,1081924
Iran,IRN,1990,616379
Iran,IRN,1992,322861
Iran,IRN,1997,590768
Iran,IRN,1999,1213504
Iran,IRN,2000,1221204
Iran,IRN,2002,457979
Iran,IRN,2003,470841
Iran,IRN,2004,238154
Iran,IRN,2005,236685
Iran,IRN,2006,70203
Iran,IRN,2007,26960
Iran,IRN,2009,22471
Iran,IRN,2010,16867
Iran,IRN,2011,9016
Iran,IRN,2012,25008
Iran,IRN,2013,78114
Iran,IRN,2014,44743
Iraq,IRQ,1971,664238
Iraq,IRQ,1972,659307
Iraq,IRQ,1973,653094
Iraq,IRQ,1974,648185
Iraq,IRQ,1975,691794
Iraq,IRQ,1976,566315
Iraq,IRQ,1977,569433
Iraq,IRQ,1978,557988
Iraq,IRQ,1979,235984
Iraq,IRQ,1980,156384
Iraq,IRQ,1981,178355
Iraq,IRQ,1983,298034
Iraq,IRQ,1985,339736
Iraq,IRQ,1986,328955
Iraq,IRQ,1987,287566
Iraq,IRQ,1988,263850
Iraq,IRQ,1989,303761
Iraq,IRQ,1993,703613
Iraq,IRQ,1996,841012
Iraq,IRQ,1999,388736
Iraq,IRQ,2000,436743
Iraq,IRQ,2003,232561
Iraq,IRQ,2004,289908
Iraq,IRQ,2007,345893
Ireland,IRL,1971,18701
Ireland,IRL,1972,23828
Ireland,IRL,1973,23466
Ireland,IRL,1974,26118
Ireland,IRL,1975,23517
Ireland,IRL,1976,18614
Ireland,IRL,1977,15102
Ireland,IRL,1978,14388
Ireland,IRL,1979,18812
Ireland,IRL,1980,27312
Ireland,IRL,1981,39684
Ireland,IRL,1982,52037
Ireland,IRL,1983,61208
Ireland,IRL,1986,66620
Ireland,IRL,1987,62463
Ireland,IRL,1988,57115
Ireland,IRL,1989,53766
Ireland,IRL,1990,51000
Ireland,IRL,1991,52265
Ireland,IRL,1992,54675
Ireland,IRL,1993,54619
Ireland,IRL,1994,52746
Ireland,IRL,1995,49954
Ireland,IRL,1996,45380
Ireland,IRL,1997,37945
Ireland,IRL,1998,2120
Ireland,IRL,1999,823
Ireland,IRL,2000,1066
Ireland,IRL,2001,1181
Ireland,IRL,2002,975
Ireland,IRL,2003,448
Ireland,IRL,2004,831
Ireland,IRL,2005,533
Ireland,IRL,2006,476
Ireland,IRL,2007,334
Ireland,IRL,2008,814
Ireland,IRL,2009,1439
Ireland,IRL,2010,1584
Ireland,IRL,2011,3632
Ireland,IRL,2012,2839
Ireland,IRL,2013,3901
Israel,ISR,1999,15193
Israel,ISR,2000,13752
Israel,ISR,2001,10916
Israel,ISR,2002,13172
Israel,ISR,2003,12788
Israel,ISR,2004,15889
Israel,ISR,2005,17160
Israel,ISR,2006,21072
Israel,ISR,2007,19891
Israel,ISR,2008,20520
Israel,ISR,2009,23163
Israel,ISR,2010,20250
Israel,ISR,2011,23296
Israel,ISR,2012,18538
Israel,ISR,2013,22338
Israel,ISR,2014,24274
Italy,ITA,1973,23240
Italy,ITA,1976,73169
Italy,ITA,1979,20069
Italy,ITA,1985,33164
Italy,ITA,1995,80377
Italy,ITA,1996,48634
Italy,ITA,1997,27956
Italy,ITA,1999,2487
Italy,ITA,2000,6861
Italy,ITA,2001,9128
Italy,ITA,2002,11617
Italy,ITA,2003,12901
Italy,ITA,2004,14336
Italy,ITA,2005,19074
Italy,ITA,2006,21450
Italy,ITA,2007,23151
Italy,ITA,2008,24620
Italy,ITA,2009,23399
Italy,ITA,2010,20586
Italy,ITA,2011,28103
Italy,ITA,2012,19022
Italy,ITA,2013,15203
Jamaica,JAM,1975,25812
Jamaica,JAM,1976,35374
Jamaica,JAM,1977,32223
Jamaica,JAM,1979,16959
Jamaica,JAM,1980,15629
Jamaica,JAM,1981,14793
Jamaica,JAM,1983,9388
Jamaica,JAM,1984,12716
Jamaica,JAM,1985,14384
Jamaica,JAM,1986,12735
Jamaica,JAM,1987,5030
Jamaica,JAM,1988,14682
Jamaica,JAM,1989,3214
Jamaica,JAM,1990,5734
Jamaica,JAM,1991,11515
Jamaica,JAM,1993,22246
Jamaica,JAM,1999,26607
Jamaica,JAM,2000,21752
Jamaica,JAM,2001,22861
Jamaica,JAM,2002,25252
Jamaica,JAM,2003,29358
Jamaica,JAM,2004,23102
Japan,JPN,1971,8238
Japan,JPN,1972,49915
Japan,JPN,1973,107982
Japan,JPN,1974,263561
Japan,JPN,1975,128726
Japan,JPN,1976,9975
Japan,JPN,1977,11482
Japan,JPN,1978,9447
Japan,JPN,1979,5959
Japan,JPN,1980,7334
Japan,JPN,1981,5152
Japan,JPN,1982,21922
Japan,JPN,1983,74624
Japan,JPN,1984,56395
Japan,JPN,1985,9676
Japan,JPN,1986,9645
Japan,JPN,1987,8150
Japan,JPN,1988,6276
Japan,JPN,1989,3488
Japan,JPN,1990,2845
Japan,JPN,1991,3255
Japan,JPN,1992,2790
Japan,JPN,1994,3547
Japan,JPN,1995,3420
Japan,JPN,1998,613
Japan,JPN,1999,108
Japan,JPN,2000,2220
Japan,JPN,2001,1861
Japan,JPN,2002,1786
Japan,JPN,2003,271
Japan,JPN,2004,2382
Japan,JPN,2005,46
Japan,JPN,2006,1685
Japan,JPN,2007,143
Japan,JPN,2008,1260
Japan,JPN,2009,1920
Japan,JPN,2010,3924
Japan,JPN,2011,3425
Japan,JPN,2012,3477
Japan,JPN,2013,3348
Jordan,JOR,1972,26463
Jordan,JOR,1973,17324
Jordan,JOR,1974,16769
Jordan,JOR,1975,16164
Jordan,JOR,1976,14532
Jordan,JOR,1977,12164
Jordan,JOR,1978,8561
Jordan,JOR,1979,6436
Jordan,JOR,1980,18241
Jordan,JOR,1981,29175
Jordan,JOR,1982,32132
Jordan,JOR,1983,46650
Jordan,JOR,1984,49411
Jordan,JOR,1985,46182
Jordan,JOR,1999,16329
Jordan,JOR,2000,7479
Jordan,JOR,2002,7103
Jordan,JOR,2003,8430
Jordan,JOR,2004,10805
Jordan,JOR,2005,8305
Jordan,JOR,2006,11034
Jordan,JOR,2007,23812
Jordan,JOR,2008,47059
Jordan,JOR,2010,92317
Jordan,JOR,2011,105343
Jordan,JOR,2012,119463
Kazakhstan,KAZ,2000,73519
Kazakhstan,KAZ,2001,32905
Kazakhstan,KAZ,2002,18838
Kazakhstan,KAZ,2003,15577
Kazakhstan,KAZ,2004,13390
Kazakhstan,KAZ,2005,12845
Kazakhstan,KAZ,2006,22688
Kazakhstan,KAZ,2007,24951
Kazakhstan,KAZ,2008,12919
Kazakhstan,KAZ,2009,4907
Kazakhstan,KAZ,2010,3093
Kazakhstan,KAZ,2011,6682
Kazakhstan,KAZ,2012,5395
Kazakhstan,KAZ,2013,5800
Kazakhstan,KAZ,2014,5110
Kazakhstan,KAZ,2015,1401
Kenya,KEN,1999,1952845
Kenya,KEN,2000,1787279
Kenya,KEN,2001,1715355
Kenya,KEN,2002,1990971
Kenya,KEN,2003,1344430
Kenya,KEN,2004,1417012
Kenya,KEN,2005,1348677
Kenya,KEN,2006,1386729
Kenya,KEN,2007,766436
Kenya,KEN,2008,1046454
Kenya,KEN,2009,1009639
Kenya,KEN,2012,955985
Kiribati,KIR,1979,131
Kiribati,KIR,1981,28
Kiribati,KIR,1983,64
Kiribati,KIR,1984,56
Kiribati,KIR,1985,122
Kiribati,KIR,1986,277
Kiribati,KIR,1987,635
Kiribati,KIR,1989,190
Kiribati,KIR,1991,31
Kiribati,KIR,1992,9
Kiribati,KIR,1993,154
Kiribati,KIR,1994,137
Kiribati,KIR,1995,246
Kiribati,KIR,1996,248
Kiribati,KIR,1997,129
Kiribati,KIR,2014,337
Kuwait,KWT,1971,33606
Kuwait,KWT,1972,34318
Kuwait,KWT,1973,33400
Kuwait,KWT,1974,33565
Kuwait,KWT,1975,33101
Kuwait,KWT,1976,32298
Kuwait,KWT,1977,28199
Kuwait,KWT,1978,18706
Kuwait,KWT,1979,22498
Kuwait,KWT,1980,26011
Kuwait,KWT,1981,25299
Kuwait,KWT,1982,24916
Kuwait,KWT,1983,22480
Kuwait,KWT,1984,21582
Kuwait,KWT,1985,19300
Kuwait,KWT,1986,18235
Kuwait,KWT,1987,26448
Kuwait,KWT,1988,29109
Kuwait,KWT,1992,101125
Kuwait,KWT,1994,50341
Kuwait,KWT,1996,18874
Kuwait,KWT,1997,19443
Kuwait,KWT,1998,5459
Kuwait,KWT,1999,4526
Kuwait,KWT,2000,3943
Kuwait,KWT,2001,1795
Kuwait,KWT,2002,1338
Kuwait,KWT,2003,1069
Kuwait,KWT,2004,1201
Kuwait,KWT,2005,7296
Kuwait,KWT,2007,2487
Kuwait,KWT,2008,3466
Kuwait,KWT,2010,5228
Kuwait,KWT,2011,3192
Kuwait,KWT,2012,4289
Kuwait,KWT,2013,4378
Kuwait,KWT,2014,3190
Kyrgyzstan,KGZ,1996,37428
Kyrgyzstan,KGZ,1999,33768
Kyrgyzstan,KGZ,2000,36837
Kyrgyzstan,KGZ,2001,33256
Kyrgyzstan,KGZ,2002,33704
Kyrgyzstan,KGZ,2003,34990
Kyrgyzstan,KGZ,2004,14077
Kyrgyzstan,KGZ,2005,24561
Kyrgyzstan,KGZ,2006,19079
Kyrgyzstan,KGZ,2007,23370
Kyrgyzstan,KGZ,2008,25515
Kyrgyzstan,KGZ,2009,28035
Kyrgyzstan,KGZ,2010,24908
Kyrgyzstan,KGZ,2011,24962
Kyrgyzstan,KGZ,2012,10763
Kyrgyzstan,KGZ,2013,6524
Kyrgyzstan,KGZ,2014,8148
Laos,LAO,1988,189266
Laos,LAO,1990,200712
Laos,LAO,1992,253126
Laos,LAO,1993,231379
Laos,LAO,1994,215328
Laos,LAO,1996,216771
Laos,LAO,1997,206295
Laos,LAO,1998,189032
Laos,LAO,1999,190534
Laos,LAO,2000,189341
Laos,LAO,2001,197578
Laos,LAO,2002,192232
Laos,LAO,2003,172931
Laos,LAO,2004,166925
Laos,LAO,2005,154588
Laos,LAO,2006,139791
Laos,LAO,2007,118399
Laos,LAO,2008,98177
Laos,LAO,2009,79019
Laos,LAO,2010,43628
Laos,LAO,2011,44481
Laos,LAO,2012,45744
Laos,LAO,2013,34189
Laos,LAO,2014,36499
Latin America & Caribbean,,1970,6805530
Latin America & Caribbean,,1971,6843713
Latin America & Caribbean,,1972,6815361
Latin America & Caribbean,,1973,6678591
Latin America & Caribbean,,1974,6534469
Latin America & Caribbean,,1975,6573559
Latin America & Caribbean,,1976,6397644
Latin America & Caribbean,,1977,6039438
Latin America & Caribbean,,1978,5875907
Latin America & Caribbean,,1979,5251234
Latin America & Caribbean,,1980,5208722
Latin America & Caribbean,,1981,4900071
Latin America & Caribbean,,1982,4970278
Latin America & Caribbean,,1983,5041681
Latin America & Caribbean,,1984,5107935
Latin America & Caribbean,,1985,5022755
Latin America & Caribbean,,1986,5038927
Latin America & Caribbean,,1987,4992455
Latin America & Caribbean,,1988,5137856
Latin America & Caribbean,,1989,5565756
Latin America & Caribbean,,1990,5323619
Latin America & Caribbean,,1991,5168799
Latin America & Caribbean,,1992,4638183
Latin America & Caribbean,,1993,4499630
Latin America & Caribbean,,1994,4760542
Latin America & Caribbean,,1995,4779531
Latin America & Caribbean,,1996,4487373
Latin America & Caribbean,,1997,4265061
Latin America & Caribbean,,1998,3471805
Latin America & Caribbean,,1999,2794307
Latin America & Caribbean,,2000,2426156
Latin America & Caribbean,,2001,2256595
Latin America & Caribbean,,2002,2141038
Latin America & Caribbean,,2003,2632562
Latin America & Caribbean,,2004,2658496
Latin America & Caribbean,,2005,2790387
Latin America & Caribbean,,2006,3144006
Latin America & Caribbean,,2007,3397845
Latin America & Caribbean,,2008,2635585
Latin America & Caribbean,,2009,2547936
Latin America & Caribbean,,2010,2493501
Latin America & Caribbean,,2011,2419999
Latin America & Caribbean,,2012,2828252
Latin America & Caribbean,,2013,3296913
Latin America & Caribbean,,2014,3480099
Latin America & Caribbean (all income levels),,1970,6859824
Latin America & Caribbean (all income levels),,1971,6894799
Latin America & Caribbean (all income levels),,1972,6870763
Latin America & Caribbean (all income levels),,1973,6732076
Latin America & Caribbean (all income levels),,1974,6600694
Latin America & Caribbean (all income levels),,1975,6636429
Latin America & Caribbean (all income levels),,1976,6447541
Latin America & Caribbean (all income levels),,1977,6084809
Latin America & Caribbean (all income levels),,1978,5928037
Latin America & Caribbean (all income levels),,1979,5328956
Latin America & Caribbean (all income levels),,1980,5318483
Latin America & Caribbean (all income levels),,1981,4978929
Latin America & Caribbean (all income levels),,1982,5089321
Latin America & Caribbean (all income levels),,1983,5174251
Latin America & Caribbean (all income levels),,1984,5267358
Latin America & Caribbean (all income levels),,1985,5168423
Latin America & Caribbean (all income levels),,1986,5202606
Latin America & Caribbean (all income levels),,1987,5172918
Latin America & Caribbean (all income levels),,1988,5332609
Latin America & Caribbean (all income levels),,1989,5753461
Latin America & Caribbean (all income levels),,1990,5503723
Latin America & Caribbean (all income levels),,1991,5355531
Latin America & Caribbean (all income levels),,1992,4868195
Latin America & Caribbean (all income levels),,1993,4734850
Latin America & Caribbean (all income levels),,1994,5004813
Latin America & Caribbean (all income levels),,1995,5029225
Latin America & Caribbean (all income levels),,1996,4741405
Latin America & Caribbean (all income levels),,1997,4476410
Latin America & Caribbean (all income levels),,1998,3643665
Latin America & Caribbean (all income levels),,1999,2927996
Latin America & Caribbean (all income levels),,2000,2555742
Latin America & Caribbean (all income levels),,2001,2393967
Latin America & Caribbean (all income levels),,2002,2282461
Latin America & Caribbean (all income levels),,2003,2785392
Latin America & Caribbean (all income levels),,2004,2747342
Latin America & Caribbean (all income levels),,2005,2888939
Latin America & Caribbean (all income levels),,2006,3238963
Latin America & Caribbean (all income levels),,2007,3492869
Latin America & Caribbean (all income levels),,2008,2731107
Latin America & Caribbean (all income levels),,2009,2679141
Latin America & Caribbean (all income levels),,2010,2613473
Latin America & Caribbean (all income levels),,2011,2569344
Latin America & Caribbean (all income levels),,2012,2983413
Latin America & Caribbean (all income levels),,2013,3459463
Latin America & Caribbean (all income levels),,2014,3633176
Latvia,LVA,1999,4076
Latvia,LVA,2008,3544
Latvia,LVA,2009,1998
Latvia,LVA,2010,1992
Latvia,LVA,2011,1985
Latvia,LVA,2012,1755
Latvia,LVA,2013,1703
Latvia,LVA,2014,3395
Least developed countries: UN classification,,1970,30993100
Least developed countries: UN classification,,1971,31904948
Least developed countries: UN classification,,1972,30744350
Least developed countries: UN classification,,1973,29804808
Least developed countries: UN classification,,1974,30502158
Least developed countries: UN classification,,1975,29645328
Least developed countries: UN classification,,1976,29067720
Least developed countries: UN classification,,1977,29026018
Least developed countries: UN classification,,1978,28953420
Least developed countries: UN classification,,1979,29089508
Least developed countries: UN classification,,1980,28890948
Least developed countries: UN classification,,1981,29686938
Least developed countries: UN classification,,1982,30747140
Least developed countries: UN classification,,1983,31301896
Least developed countries: UN classification,,1984,32396404
Least developed countries: UN classification,,1985,33733828
Least developed countries: UN classification,,1986,34561816
Least developed countries: UN classification,,1987,36032184
Least developed countries: UN classification,,1988,35475312
Least developed countries: UN classification,,1989,36734492
Least developed countries: UN classification,,1990,38164256
Least developed countries: UN classification,,1991,38064456
Least developed countries: UN classification,,1992,39108360
Least developed countries: UN classification,,1993,40108060
Least developed countries: UN classification,,1994,40396780
Least developed countries: UN classification,,1995,40082368
Least developed countries: UN classification,,1996,40803824
Least developed countries: UN classification,,1997,40252788
Least developed countries: UN classification,,1998,41113024
Least developed countries: UN classification,,1999,42115696
Least developed countries: UN classification,,2000,40712760
Least developed countries: UN classification,,2001,39236356
Least developed countries: UN classification,,2002,36726768
Least developed countries: UN classification,,2003,34380888
Least developed countries: UN classification,,2004,32494316
Least developed countries: UN classification,,2005,30444258
Least developed countries: UN classification,,2006,28599368
Least developed countries: UN classification,,2007,28055372
Least developed countries: UN classification,,2008,26166056
Least developed countries: UN classification,,2009,26335384
Least developed countries: UN classification,,2010,27094548
Least developed countries: UN classification,,2011,25666368
Least developed countries: UN classification,,2012,25021284
Least developed countries: UN classification,,2013,24419300
Least developed countries: UN classification,,2014,24512260
Lebanon,LBN,1974,7150
Lebanon,LBN,1997,49309
Lebanon,LBN,1998,637
Lebanon,LBN,2002,5647
Lebanon,LBN,2003,9625
Lebanon,LBN,2004,18196
Lebanon,LBN,2005,38301
Lebanon,LBN,2006,52185
Lebanon,LBN,2007,47422
Lebanon,LBN,2008,42716
Lebanon,LBN,2009,36458
Lebanon,LBN,2010,29274
Lebanon,LBN,2011,29386
Lebanon,LBN,2012,45102
Lebanon,LBN,2013,53930
Lesotho,LSO,1970,78708
Lesotho,LSO,1971,88338
Lesotho,LSO,1972,89045
Lesotho,LSO,1973,90284
Lesotho,LSO,1974,75280
Lesotho,LSO,1976,76525
Lesotho,LSO,1977,76196
Lesotho,LSO,1978,93541
Lesotho,LSO,1979,92885
Lesotho,LSO,1980,94170
Lesotho,LSO,1981,96210
Lesotho,LSO,1982,88046
Lesotho,LSO,1983,92224
Lesotho,LSO,1984,92130
Lesotho,LSO,1985,87301
Lesotho,LSO,1986,87661
Lesotho,LSO,1987,83718
Lesotho,LSO,1988,81105
Lesotho,LSO,1989,84702
Lesotho,LSO,1990,90151
Lesotho,LSO,1991,86482
Lesotho,LSO,1992,86759
Lesotho,LSO,1993,95867
Lesotho,LSO,1994,92875
Lesotho,LSO,1995,97103
Lesotho,LSO,1996,97185
Lesotho,LSO,1998,126517
Lesotho,LSO,1999,140200
Lesotho,LSO,2000,68388
Lesotho,LSO,2001,68257
Lesotho,LSO,2002,67444
Lesotho,LSO,2003,67951
Lesotho,LSO,2004,77377
Lesotho,LSO,2005,81055
Lesotho,LSO,2006,80708
Lesotho,LSO,2007,89797
Lesotho,LSO,2008,85258
Lesotho,LSO,2009,82181
Lesotho,LSO,2010,73764
Lesotho,LSO,2011,67330
Lesotho,LSO,2012,61836
Lesotho,LSO,2013,68256
Lesotho,LSO,2014,65881
Liberia,LBR,1999,221843
Liberia,LBR,2006,342559
Liberia,LBR,2008,332169
Liberia,LBR,2009,363461
Liberia,LBR,2011,389259
Liberia,LBR,2014,442455
Libya,LBY,1971,71087
Libya,LBY,1972,46326
Libya,LBY,1973,34389
Libya,LBY,1974,27284
Libya,LBY,1975,26770
Libya,LBY,1976,21297
Libya,LBY,1977,19936
Libya,LBY,1978,30105
Libya,LBY,1980,17687
Libya,LBY,1981,15151
Libya,LBY,1983,12265
Liechtenstein,LIE,2003,16
Liechtenstein,LIE,2004,12
Liechtenstein,LIE,2006,24
Liechtenstein,LIE,2007,23
Liechtenstein,LIE,2008,16
Liechtenstein,LIE,2009,30
Liechtenstein,LIE,2010,16
Liechtenstein,LIE,2011,25
Liechtenstein,LIE,2012,29
Liechtenstein,LIE,2014,47
Lithuania,LTU,1998,4632
Lithuania,LTU,1999,4432
Lithuania,LTU,2000,4323
Lithuania,LTU,2001,3892
Lithuania,LTU,2002,3800
Lithuania,LTU,2003,7410
Lithuania,LTU,2004,13972
Lithuania,LTU,2005,14934
Lithuania,LTU,2006,10994
Lithuania,LTU,2007,5536
Lithuania,LTU,2008,1459
Lithuania,LTU,2009,959
Lithuania,LTU,2010,847
Lithuania,LTU,2011,2165
Lithuania,LTU,2012,1602
Lithuania,LTU,2013,292
Lithuania,LTU,2014,561
Low & middle income,,1970,116532032
Low & middle income,,1971,120029808
Low & middle income,,1972,118589992
Low & middle income,,1973,111618776
Low & middle income,,1974,110707480
Low & middle income,,1975,107697600
Low & middle income,,1976,107269384
Low & middle income,,1977,109724792
Low & middle income,,1978,117733080
Low & middle income,,1979,117717592
Low & middle income,,1980,114798960
Low & middle income,,1981,111840216
Low & middle income,,1982,110839480
Low & middle income,,1983,109821856
Low & middle income,,1984,108669184
Low & middle income,,1985,105564888
Low & middle income,,1986,101794168
Low & middle income,,1987,100977848
Low & middle income,,1988,98403440
Low & middle income,,1989,97183616
Low & middle income,,1990,98866032
Low & middle income,,1991,98689720
Low & middle income,,1992,100298016
Low & middle income,,1993,101253968
Low & middle income,,1994,102533208
Low & middle income,,1995,106593728
Low & middle income,,1996,110139896
Low & middle income,,1997,110732592
Low & middle income,,1998,108494048
Low & middle income,,1999,103732568
Low & middle income,,2000,97836288
Low & middle income,,2001,93737824
Low & middle income,,2002,86111048
Low & middle income,,2003,77829792
Low & middle income,,2004,73659384
Low & middle income,,2005,71945224
Low & middle income,,2006,69086088
Low & middle income,,2007,61570724
Low & middle income,,2008,60208116
Low & middle income,,2009,60931940
Low & middle income,,2010,60044080
Low & middle income,,2011,59425196
Low & middle income,,2012,57996584
Low & middle income,,2013,58470136
Low & middle income,,2014,58633756
Low income,,1973,20820652
Low income,,1974,21108812
Low income,,1975,20933514
Low income,,1976,20716740
Low income,,1977,20438504
Low income,,1978,20457628
Low income,,1979,20534756
Low income,,1980,19991460
Low income,,1981,20209268
Low income,,1982,21050120
Low income,,1983,21192736
Low income,,1984,21878652
Low income,,1985,22603188
Low income,,1986,23137180
Low income,,1987,24579622
Low income,,1988,25355360
Low income,,1989,26570644
Low income,,1990,28062740
Low income,,1991,28187448
Low income,,1992,29617664
Low income,,1993,30660968
Low income,,1994,31055092
Low income,,1995,30613996
Low income,,1996,31335382
Low income,,1997,30547188
Low income,,1998,31411162
Low income,,1999,32311026
Low income,,2000,31639752
Low income,,2001,30643648
Low income,,2002,28610204
Low income,,2003,26949438
Low income,,2004,25705062
Low income,,2005,24359404
Low income,,2006,22663280
Low income,,2007,21758788
Low income,,2008,19860564
Low income,,2009,19997884
Low income,,2010,20862250
Low income,,2011,20241396
Low income,,2012,19829262
Low income,,2013,19378276
Low income,,2014,19426072
Lower middle income,,1970,64001692
Lower middle income,,1971,65291968
Lower middle income,,1972,64539664
Lower middle income,,1973,62418920
Lower middle income,,1974,63767124
Lower middle income,,1975,62568912
Lower middle income,,1976,62249888
Lower middle income,,1977,60057748
Lower middle income,,1978,61872840
Lower middle income,,1979,61379612
Lower middle income,,1980,60211888
Lower middle income,,1981,58735276
Lower middle income,,1982,56839744
Lower middle income,,1983,55992684
Lower middle income,,1984,55823356
Lower middle income,,1985,57202092
Lower middle income,,1986,57741864
Lower middle income,,1987,59887468
Lower middle income,,1988,58728252
Lower middle income,,1989,57507756
Lower middle income,,1990,59085420
Lower middle income,,1991,59795296
Lower middle income,,1992,60269600
Lower middle income,,1993,58675956
Lower middle income,,1994,57010144
Lower middle income,,1995,58528920
Lower middle income,,1996,59182228
Lower middle income,,1997,59024944
Lower middle income,,1998,59687788
Lower middle income,,1999,57872648
Lower middle income,,2000,53884320
Lower middle income,,2001,52751564
Lower middle income,,2002,52702744
Lower middle income,,2003,45714556
Lower middle income,,2004,42962136
Lower middle income,,2005,38550344
Lower middle income,,2006,36340904
Lower middle income,,2007,30550004
Lower middle income,,2008,32179874
Lower middle income,,2009,32797028
Lower middle income,,2010,30978464
Lower middle income,,2011,31085972
Lower middle income,,2012,29677928
Lower middle income,,2013,30210468
Lower middle income,,2014,30376606
Luxembourg,LUX,1972,2777
Luxembourg,LUX,1973,3150
Luxembourg,LUX,1974,2448
Luxembourg,LUX,1975,2725
Luxembourg,LUX,1976,2810
Luxembourg,LUX,1977,2963
Luxembourg,LUX,1978,3027
Luxembourg,LUX,1981,5831
Luxembourg,LUX,1982,4150
Luxembourg,LUX,1983,4338
Luxembourg,LUX,1984,4573
Luxembourg,LUX,1986,4485
Luxembourg,LUX,1987,5286
Luxembourg,LUX,1988,3753
Luxembourg,LUX,1999,840
Luxembourg,LUX,2000,940
Luxembourg,LUX,2001,1084
Luxembourg,LUX,2002,1017
Luxembourg,LUX,2003,1417
Luxembourg,LUX,2004,1205
Luxembourg,LUX,2005,780
Luxembourg,LUX,2006,610
Luxembourg,LUX,2007,578
Luxembourg,LUX,2008,841
Luxembourg,LUX,2010,1698
Luxembourg,LUX,2011,1955
Luxembourg,LUX,2012,1599
Luxembourg,LUX,2013,1749
Macao,MAC,1990,4742
Macao,MAC,1992,4173
Macedonia,MKD,1998,5974
Macedonia,MKD,1999,6281
Macedonia,MKD,2000,3310
Macedonia,MKD,2001,2864
Macedonia,MKD,2002,4653
Macedonia,MKD,2003,6558
Macedonia,MKD,2004,6714
Macedonia,MKD,2005,7458
Macedonia,MKD,2006,9560
