Entity,Code,Year,Out-of-pocket health expenditure (% of total expenditure on health) (% of total expenditure on health)
Fragile and conflict affected situations,,2003,49.7112915514631
Fragile and conflict affected situations,,2004,46.1691947700365
Fragile and conflict affected situations,,2005,47.4925640351825
Fragile and conflict affected situations,,2006,49.0902005481169
Fragile and conflict affected situations,,2007,49.3584167253504
Fragile and conflict affected situations,,2008,47.8033986802554
Fragile and conflict affected situations,,2009,47.4846845607296
Fragile and conflict affected situations,,2010,46.8965778558376
Fragile and conflict affected situations,,2011,46.3999554770289
Fragile and conflict affected situations,,2012,44.8851176636116
Fragile and conflict affected situations,,2013,45.0462514746624
Fragile and conflict affected situations,,2014,46.2161413306926
France,FRA,1995,7.60353926
France,FRA,1996,7.32264772
France,FRA,1997,7.19134442
France,FRA,1998,7.11503757
France,FRA,1999,7.16359035
France,FRA,2000,7.09980221
France,FRA,2001,7.17126703
France,FRA,2002,6.97136791
France,FRA,2003,7.10273445
France,FRA,2004,6.96388343
France,FRA,2005,7.07693125
France,FRA,2006,7.41895535
France,FRA,2007,7.32917047
France,FRA,2008,7.62025852
France,FRA,2009,7.49924273
France,FRA,2010,7.45241265
France,FRA,2011,6.69237064
France,FRA,2012,6.50667486
France,FRA,2013,6.34791351
France,FRA,2014,6.33740784
Gabon,GAB,1995,53.34449848
Gabon,GAB,1996,51.86532492
Gabon,GAB,1997,50.37747892
Gabon,GAB,1998,49.42283202
Gabon,GAB,1999,54.69431525
Gabon,GAB,2000,50.1140112
Gabon,GAB,2001,50.24894404
Gabon,GAB,2002,52.16985508
Gabon,GAB,2003,48.26712385
Gabon,GAB,2004,48.58873882
Gabon,GAB,2005,49.69933178
Gabon,GAB,2006,47.70679206
Gabon,GAB,2007,46.47871133
Gabon,GAB,2008,48.05270654
Gabon,GAB,2009,45.78142441
Gabon,GAB,2010,18.38930102
Gabon,GAB,2011,23.1680616
Gabon,GAB,2012,21.02145452
Gabon,GAB,2013,20.84942977
Gabon,GAB,2014,21.87124713
Gambia,GMB,1995,36.49985191
Gambia,GMB,1996,39.47215453
Gambia,GMB,1997,37.76481051
Gambia,GMB,1998,35.56727918
Gambia,GMB,1999,34.82521615
Gambia,GMB,2000,35.37463566
Gambia,GMB,2001,31.14365693
Gambia,GMB,2002,33.56471678
Gambia,GMB,2003,25.41551039
Gambia,GMB,2004,20.35918777
Gambia,GMB,2005,20.52687855
Gambia,GMB,2006,20.65180318
Gambia,GMB,2007,20.74847142
Gambia,GMB,2008,20.82549609
Gambia,GMB,2009,20.88831247
Gambia,GMB,2010,20.94051996
Gambia,GMB,2011,20.98459686
Gambia,GMB,2012,21.02230528
Gambia,GMB,2013,19.45033349
Gambia,GMB,2014,17.04867598
Georgia,GEO,1995,94.78465883
Georgia,GEO,1996,88.32973618
Georgia,GEO,1997,81.28027804
Georgia,GEO,1998,81.64807019
Georgia,GEO,1999,81.73887964
Georgia,GEO,2000,82.50978649
Georgia,GEO,2001,72.27094391
Georgia,GEO,2002,71.18585654
Georgia,GEO,2003,77.06336687
Georgia,GEO,2004,77.398272
Georgia,GEO,2005,76.82580161
Georgia,GEO,2006,72.22067382
Georgia,GEO,2007,70.79521373
Georgia,GEO,2008,64.23507265
Georgia,GEO,2009,66.549337
Georgia,GEO,2010,69.11270983
Georgia,GEO,2011,64.88616462
Georgia,GEO,2012,62.4077378
Georgia,GEO,2013,61.04743794
Georgia,GEO,2014,58.57930065
Germany,DEU,1995,9.96458605
Germany,DEU,1996,9.85056466
Germany,DEU,1997,10.62905179
Germany,DEU,1998,11.18248291
Germany,DEU,1999,11.30688746
Germany,DEU,2000,11.82803242
Germany,DEU,2001,11.8042504
Germany,DEU,2002,12.12069776
Germany,DEU,2003,12.50132596
Germany,DEU,2004,13.89994182
Germany,DEU,2005,13.99497508
Germany,DEU,2006,14.12039469
Germany,DEU,2007,14.05746179
Germany,DEU,2008,13.78179605
Germany,DEU,2009,13.56112236
Germany,DEU,2010,13.75453415
Germany,DEU,2011,13.77954488
Germany,DEU,2012,13.83432625
Germany,DEU,2013,13.19588873
Germany,DEU,2014,13.19748255
Ghana,GHA,1995,30.45996336
Ghana,GHA,1996,26.44556707
Ghana,GHA,1997,33.73709906
Ghana,GHA,1998,28.62130373
Ghana,GHA,1999,30.48601936
Ghana,GHA,2000,31.7984958
Ghana,GHA,2001,27.19019502
Ghana,GHA,2002,31.96654707
Ghana,GHA,2003,31.92449654
Ghana,GHA,2004,25.58213263
Ghana,GHA,2005,22.79873047
Ghana,GHA,2006,22.50269413
Ghana,GHA,2007,19.49904629
Ghana,GHA,2008,22.20108101
Ghana,GHA,2009,18.91473993
Ghana,GHA,2010,18.44279866
Ghana,GHA,2011,16.14622228
Ghana,GHA,2012,26.59779412
Ghana,GHA,2013,19.9210426
Ghana,GHA,2014,26.84232846
Greece,GRC,1995,43.44773791
Greece,GRC,1996,42.2003089
Greece,GRC,1997,42.26164562
Greece,GRC,1998,42.74470232
Greece,GRC,1999,41.25655413
Greece,GRC,2000,34.36394114
Greece,GRC,2001,32.40245132
Greece,GRC,2002,35.01754386
Greece,GRC,2003,34.25102266
Greece,GRC,2004,35.2173102
Greece,GRC,2005,34.82736436
Greece,GRC,2006,32.87442226
Greece,GRC,2007,34.55944823
Greece,GRC,2008,37.86383856
Greece,GRC,2009,28.43020098
Greece,GRC,2010,29.36366091
Greece,GRC,2011,28.71237139
Greece,GRC,2012,28.83574115
Greece,GRC,2013,30.66843974
Greece,GRC,2014,34.86415963
Grenada,GRD,1995,56.47178468
Grenada,GRD,1996,56.61173833
Grenada,GRD,1997,56.4680886
Grenada,GRD,1998,57.09348294
Grenada,GRD,1999,52.36817894
Grenada,GRD,2000,47.96722795
Grenada,GRD,2001,41.15027003
Grenada,GRD,2002,47.18619076
Grenada,GRD,2003,48.16524392
Grenada,GRD,2004,48.41478939
Grenada,GRD,2005,45.42022335
Grenada,GRD,2006,45.05243058
Grenada,GRD,2007,49.35316746
Grenada,GRD,2008,52.05359687
Grenada,GRD,2009,49.64246763
Grenada,GRD,2010,49.94848422
Grenada,GRD,2011,50.39783286
Grenada,GRD,2012,50.34157531
Grenada,GRD,2013,52.01213158
Grenada,GRD,2014,50.92678885
Guatemala,GTM,1995,55.43450857
Guatemala,GTM,1996,57.04601473
Guatemala,GTM,1997,54.36975394
Guatemala,GTM,1998,52.00855832
Guatemala,GTM,1999,48.83963664
Guatemala,GTM,2000,56.9591447
Guatemala,GTM,2001,59.01893378
Guatemala,GTM,2002,58.75268179
Guatemala,GTM,2003,58.00396
Guatemala,GTM,2004,57.86834058
Guatemala,GTM,2005,58.60648703
Guatemala,GTM,2006,57.32486642
Guatemala,GTM,2007,57.15624926
Guatemala,GTM,2008,55.5518379
Guatemala,GTM,2009,53.51156668
Guatemala,GTM,2010,54.60699936
Guatemala,GTM,2011,55.62326964
Guatemala,GTM,2012,55.42121868
Guatemala,GTM,2013,52.59648
Guatemala,GTM,2014,52.21633194
Guinea,GIN,1995,56.94798231
Guinea,GIN,1996,66.33729793
Guinea,GIN,1997,66.22594813
Guinea,GIN,1998,63.36305922
Guinea,GIN,1999,61.32315548
Guinea,GIN,2000,60.05723281
Guinea,GIN,2001,57.36045405
Guinea,GIN,2002,57.23771129
Guinea,GIN,2003,54.39977896
Guinea,GIN,2004,63.26391646
Guinea,GIN,2005,70.62498099
Guinea,GIN,2006,68.55243035
Guinea,GIN,2007,76.00244879
Guinea,GIN,2008,66.41791285
Guinea,GIN,2009,57.17104246
Guinea,GIN,2010,49.03405113
Guinea,GIN,2011,51.20026369
Guinea,GIN,2012,53.73730583
Guinea,GIN,2013,49.89237723
Guinea,GIN,2014,45.32853909
Guinea-Bissau,GNB,1995,44.15621658
Guinea-Bissau,GNB,1996,40.90646219
Guinea-Bissau,GNB,1997,36.7621307
Guinea-Bissau,GNB,1998,40.42447223
Guinea-Bissau,GNB,1999,39.90491096
Guinea-Bissau,GNB,2000,49.02355967
Guinea-Bissau,GNB,2001,50.7105503
Guinea-Bissau,GNB,2002,43.64433044
Guinea-Bissau,GNB,2003,42.16080302
Guinea-Bissau,GNB,2004,47.84312228
Guinea-Bissau,GNB,2005,46.05743094
Guinea-Bissau,GNB,2006,47.76778906
Guinea-Bissau,GNB,2007,44.89545164
Guinea-Bissau,GNB,2008,47.80334503
Guinea-Bissau,GNB,2009,42.41419991
Guinea-Bissau,GNB,2010,42.44054548
Guinea-Bissau,GNB,2011,48.07397215
Guinea-Bissau,GNB,2012,46.88293005
Guinea-Bissau,GNB,2013,45.75813319
Guinea-Bissau,GNB,2014,49.48848372
Guyana,GUY,1995,16.27934534
Guyana,GUY,1996,16.07033611
Guyana,GUY,1997,14.85628504
Guyana,GUY,1998,15.84597376
Guyana,GUY,1999,15.89599398
Guyana,GUY,2000,13.13803561
Guyana,GUY,2001,13.69711443
Guyana,GUY,2002,13.10678889
Guyana,GUY,2003,18.49986072
Guyana,GUY,2004,18.66595321
Guyana,GUY,2005,22.82228549
Guyana,GUY,2006,31.51933817
Guyana,GUY,2007,24.81825296
Guyana,GUY,2008,22.66315754
Guyana,GUY,2009,25.47266536
Guyana,GUY,2010,29.96087296
Guyana,GUY,2011,30.23609191
Guyana,GUY,2012,31.30555674
Guyana,GUY,2013,39.85401826
Guyana,GUY,2014,37.43755701
Haiti,HTI,1995,45.53903346
Haiti,HTI,1996,51.54639175
Haiti,HTI,1997,52.2544043
Haiti,HTI,1998,48.60927152
Haiti,HTI,1999,50.97087379
Haiti,HTI,2000,50.38297872
Haiti,HTI,2001,53.00455864
Haiti,HTI,2002,52.78379358
Haiti,HTI,2003,52.1233932
Haiti,HTI,2004,48.47781313
Haiti,HTI,2005,57.52092898
Haiti,HTI,2006,41.55173948
Haiti,HTI,2007,42.60757158
Haiti,HTI,2008,39.18806134
Haiti,HTI,2009,36.27818734
Haiti,HTI,2010,33.51938467
Haiti,HTI,2011,25.62662547
Haiti,HTI,2012,27.82140035
Haiti,HTI,2013,32.37231133
Haiti,HTI,2014,34.81658966
Heavily indebted poor countries (HIPC),,1995,51.7306333852011
Heavily indebted poor countries (HIPC),,1996,51.6786721631396
Heavily indebted poor countries (HIPC),,1997,52.0572837449246
Heavily indebted poor countries (HIPC),,1998,51.4823650923956
Heavily indebted poor countries (HIPC),,1999,51.3991228868658
Heavily indebted poor countries (HIPC),,2000,47.403015094755
Heavily indebted poor countries (HIPC),,2001,46.4935361391025
Heavily indebted poor countries (HIPC),,2002,47.3751342725694
Heavily indebted poor countries (HIPC),,2003,46.4390532803412
Heavily indebted poor countries (HIPC),,2004,46.3437619470042
Heavily indebted poor countries (HIPC),,2005,43.8826003903956
Heavily indebted poor countries (HIPC),,2006,43.4272239264001
Heavily indebted poor countries (HIPC),,2007,45.9354622089906
Heavily indebted poor countries (HIPC),,2008,46.6293764924761
Heavily indebted poor countries (HIPC),,2009,45.2151784827691
Heavily indebted poor countries (HIPC),,2010,42.9899147994462
Heavily indebted poor countries (HIPC),,2011,41.5065267534324
Heavily indebted poor countries (HIPC),,2012,43.1015506291699
Heavily indebted poor countries (HIPC),,2013,41.765451053007
Heavily indebted poor countries (HIPC),,2014,42.2738776341539
High income,,1995,14.9675228406007
High income,,1996,14.9191990924134
High income,,1997,15.3500416793481
High income,,1998,15.6631201817269
High income,,1999,15.6444970190917
High income,,2000,15.5173561595561
High income,,2001,15.0057711537244
High income,,2002,14.7877515150178
High income,,2003,14.8473268494608
High income,,2004,14.7883207974015
High income,,2005,14.6508917572671
High income,,2006,14.5428199631988
High income,,2007,14.4871516195118
High income,,2008,14.2372983366602
High income,,2009,13.7029675206209
High income,,2010,13.7089230280405
High income,,2011,13.6595763372911
High income,,2012,13.6094117063152
High income,,2013,13.5123408045434
High income,,2014,13.3360324646755
Honduras,HND,1995,41.4546048
Honduras,HND,1996,45.14422242
Honduras,HND,1997,46.07567469
Honduras,HND,1998,41.11329248
Honduras,HND,1999,46.96894376
Honduras,HND,2000,43.46913836
Honduras,HND,2001,45.28885231
Honduras,HND,2002,44.45634719
Honduras,HND,2003,40.14080906
Honduras,HND,2004,43.49693393
Honduras,HND,2005,47.09218109
Honduras,HND,2006,51.36925348
Honduras,HND,2007,51.00225835
Honduras,HND,2008,52.65201774
Honduras,HND,2009,45.70011402
Honduras,HND,2010,47.23775465
Honduras,HND,2011,50.23784134
Honduras,HND,2012,49.25406119
Honduras,HND,2013,45.63467525
Honduras,HND,2014,43.46306466
Hungary,HUN,1995,16.03908484
Hungary,HUN,1996,18.39613137
Hungary,HUN,1997,18.71630728
Hungary,HUN,1998,22.304092
Hungary,HUN,1999,24.85232239
Hungary,HUN,2000,26.27133168
Hungary,HUN,2001,27.69272547
Hungary,HUN,2002,26.27908176
Hungary,HUN,2003,25.49872166
Hungary,HUN,2004,24.90780698
Hungary,HUN,2005,24.9957944
Hungary,HUN,2006,24.22291579
Hungary,HUN,2007,25.39303879
Hungary,HUN,2008,25.69264195
Hungary,HUN,2009,25.34828864
Hungary,HUN,2010,26.42915829
Hungary,HUN,2011,27.3123175
Hungary,HUN,2012,28.48163162
Hungary,HUN,2013,27.33227544
Hungary,HUN,2014,26.59021511
IBRD only,,1995,39.0652380516891
IBRD only,,1996,39.9825586240218
IBRD only,,1997,39.5524055259498
IBRD only,,1998,41.3837275970292
IBRD only,,1999,42.276361028667
IBRD only,,2000,43.538920414863
IBRD only,,2001,44.227203454934
IBRD only,,2002,44.1241728028446
IBRD only,,2003,43.2280511776248
IBRD only,,2004,42.0396826671509
IBRD only,,2005,41.7475288540147
IBRD only,,2006,40.2296955549082
IBRD only,,2007,38.3361079101865
IBRD only,,2008,37.7013675375719
IBRD only,,2009,36.9497574932021
IBRD only,,2010,36.0156377776769
IBRD only,,2011,35.6748756344308
IBRD only,,2012,35.5704690243033
IBRD only,,2013,35.5424056110352
IBRD only,,2014,35.0678712328686
IDA & IBRD total,,1995,40.4197025733505
IDA & IBRD total,,1996,41.467858800844
IDA & IBRD total,,1997,40.8535445496077
IDA & IBRD total,,1998,42.6251408148838
IDA & IBRD total,,1999,43.0370433071715
IDA & IBRD total,,2000,44.0005833680997
IDA & IBRD total,,2001,44.6032672712558
IDA & IBRD total,,2002,44.5667474315245
IDA & IBRD total,,2003,43.9909188227734
IDA & IBRD total,,2004,42.713508101144
IDA & IBRD total,,2005,42.4729164412136
IDA & IBRD total,,2006,41.0216865056905
IDA & IBRD total,,2007,39.3327667489146
IDA & IBRD total,,2008,38.59467104488
IDA & IBRD total,,2009,37.8621990805872
IDA & IBRD total,,2010,36.8981791383923
IDA & IBRD total,,2011,36.4594396986346
IDA & IBRD total,,2012,36.322638203463
IDA & IBRD total,,2013,36.4079855767248
IDA & IBRD total,,2014,35.988882532487
IDA blend,,1995,65.4778661936279
IDA blend,,1996,67.910853983247
IDA blend,,1997,66.1354855481677
IDA blend,,1998,64.995527528201
IDA blend,,1999,60.7601054228314
IDA blend,,2000,55.3418859058185
IDA blend,,2001,55.3053819055386
IDA blend,,2002,55.4323142618384
IDA blend,,2003,63.44147309528
IDA blend,,2004,58.0896133165423
IDA blend,,2005,62.1206968203369
IDA blend,,2006,61.5675228187213
IDA blend,,2007,62.1854509212492
IDA blend,,2008,59.3469119450964
IDA blend,,2009,60.9231138367935
IDA blend,,2010,61.6113061503751
IDA blend,,2011,57.1570969413915
IDA blend,,2012,54.4536314398216
IDA blend,,2013,58.7624899120731
IDA blend,,2014,58.1448997041891
IDA only,,1995,54.8795472463962
IDA only,,1996,54.7873928798056
IDA only,,1997,54.0303952607203
IDA only,,1998,53.2783503923945
IDA only,,1999,53.5077448157821
IDA only,,2000,50.383720307546
IDA only,,2001,49.4103861140894
IDA only,,2002,49.911241301903
IDA only,,2003,49.2624650340735
IDA only,,2004,49.0271368237191
IDA only,,2005,47.4942640467968
IDA only,,2006,46.5798475027904
IDA only,,2007,48.8783110013702
IDA only,,2008,49.1304420385019
IDA only,,2009,48.6533291944556
IDA only,,2010,47.0206822781944
IDA only,,2011,46.6186321721195
IDA only,,2012,47.8452219086088
IDA only,,2013,47.5096597008032
IDA only,,2014,47.9953781213635
IDA total,,1995,59.9777126824636
IDA total,,1996,61.8417596841906
IDA total,,1997,60.6600167149323
IDA total,,1998,59.8140066996841
IDA total,,1999,56.4215289074122
IDA total,,2000,52.3899811960428
IDA total,,2001,51.7999031138197
IDA total,,2002,52.0862813945641
IDA total,,2003,55.5482309252973
IDA total,,2004,53.0387172079901
IDA total,,2005,54.1151948618295
IDA total,,2006,53.4540433713263
IDA total,,2007,55.1496440295673
IDA total,,2008,53.68464664387
IDA total,,2009,53.8002944145819
IDA total,,2010,53.0274161779083
IDA total,,2011,51.2272548581493
IDA total,,2012,50.7170911612846
IDA total,,2013,52.6649355808271
IDA total,,2014,52.694907818493
Iceland,ISL,1995,16.06807323
Iceland,ISL,1996,16.7470606
Iceland,ISL,1997,17.93885069
Iceland,ISL,1998,18.10677188
Iceland,ISL,1999,16.42181572
Iceland,ISL,2000,17.48214215
Iceland,ISL,2001,17.58158188
Iceland,ISL,2002,16.79292156
Iceland,ISL,2003,16.98875487
Iceland,ISL,2004,17.37883359
Iceland,ISL,2005,17.1924498
Iceland,ISL,2006,16.57828003
Iceland,ISL,2007,15.98369759
Iceland,ISL,2008,15.90035915
Iceland,ISL,2009,16.54982018
Iceland,ISL,2010,18.21138288
Iceland,ISL,2011,17.97514811
Iceland,ISL,2012,17.99006112
Iceland,ISL,2013,17.80008581
Iceland,ISL,2014,17.47511941
India,IND,1995,67.45426936
India,IND,1996,67.51286247
India,IND,1997,68.71479122
India,IND,1998,68.234238
India,IND,1999,65.46025534
India,IND,2000,67.85511415
India,IND,2001,70.25575649
India,IND,2002,70.49630043
India,IND,2003,70.61009515
India,IND,2004,67.85184883
India,IND,2005,65.90060028
India,IND,2006,65.74716524
India,IND,2007,65.25154054
India,IND,2008,64.39141761
India,IND,2009,63.32872949
India,IND,2010,63.37101772
India,IND,2011,64.43436149
India,IND,2012,64.8838858
India,IND,2013,63.810687
India,IND,2014,62.41736322
Indonesia,IDN,1995,46.50598215
Indonesia,IDN,1996,46.37424473
Indonesia,IDN,1997,47.33278164
Indonesia,IDN,1998,48.72247547
Indonesia,IDN,1999,49.24418417
Indonesia,IDN,2000,46.04079283
Indonesia,IDN,2001,41.80132744
Indonesia,IDN,2002,44.03855333
Indonesia,IDN,2003,44.41270673
Indonesia,IDN,2004,44.70949959
Indonesia,IDN,2005,54.6179379
Indonesia,IDN,2006,52.34364729
Indonesia,IDN,2007,49.11180349
Indonesia,IDN,2008,49.06024964
Indonesia,IDN,2009,49.00130655
Indonesia,IDN,2010,47.20577732
Indonesia,IDN,2011,47.39490062
Indonesia,IDN,2012,45.34816156
Indonesia,IDN,2013,45.63011261
Indonesia,IDN,2014,46.86519553
Iran,IRN,1995,53.59432548
Iran,IRN,1996,51.12840179
Iran,IRN,1997,49.6743484
Iran,IRN,1998,49.88181361
Iran,IRN,1999,55.41628054
Iran,IRN,2000,56.16365989
Iran,IRN,2001,53.70951244
Iran,IRN,2002,53.4942318
Iran,IRN,2003,49.74791538
Iran,IRN,2004,55.26707005
Iran,IRN,2005,54.88740728
Iran,IRN,2006,50.29694092
Iran,IRN,2007,51.68916953
Iran,IRN,2008,53.04309937
Iran,IRN,2009,54.32070155
Iran,IRN,2010,57.73715889
Iran,IRN,2011,55.58118073
Iran,IRN,2012,50.01197099
Iran,IRN,2013,47.0641827
Iran,IRN,2014,47.80212368
Iraq,IRQ,2003,54.64025286
Iraq,IRQ,2004,27.8260304
Iraq,IRQ,2005,32.64924447
Iraq,IRQ,2006,36.19417391
Iraq,IRQ,2007,30.5147549
Iraq,IRQ,2008,25.1629105
Iraq,IRQ,2009,25.73566136
Iraq,IRQ,2010,26.10198625
Iraq,IRQ,2011,24.9284745
Iraq,IRQ,2012,37.69060398
Iraq,IRQ,2013,37.17487672
Iraq,IRQ,2014,39.73234481
Ireland,IRL,1995,15.34005666
Ireland,IRL,1996,15.5308765
Ireland,IRL,1997,15.26562922
Ireland,IRL,1998,14.40290856
Ireland,IRL,1999,15.00354334
Ireland,IRL,2000,15.74406767
Ireland,IRL,2001,14.97187617
Ireland,IRL,2002,14.26983899
Ireland,IRL,2003,15.30903251
Ireland,IRL,2004,15.0153128
Ireland,IRL,2005,16.0421875
Ireland,IRL,2006,16.05778185
Ireland,IRL,2007,14.82294697
Ireland,IRL,2008,15.32995619
Ireland,IRL,2009,16.11789249
Ireland,IRL,2010,18.22269836
Ireland,IRL,2011,17.65387069
Ireland,IRL,2012,16.89125928
Ireland,IRL,2013,17.39509345
Ireland,IRL,2014,17.66426677
Israel,ISR,1995,25.72795977
Israel,ISR,1996,23.88851954
Israel,ISR,1997,24.75712354
Israel,ISR,1998,28.0050474
Israel,ISR,1999,26.57132965
Israel,ISR,2000,28.3274106
Israel,ISR,2001,29.05798728
Israel,ISR,2002,26.84128532
Israel,ISR,2003,27.6196632
Israel,ISR,2004,27.77349502
Israel,ISR,2005,29.24545143
Israel,ISR,2006,26.03369896
Israel,ISR,2007,27.01511561
Israel,ISR,2008,26.03254119
Israel,ISR,2009,26.12614927
Israel,ISR,2010,24.38644565
Israel,ISR,2011,24.52020184
Israel,ISR,2012,25.05946013
Israel,ISR,2013,26.50659284
Israel,ISR,2014,26.98297487
Italy,ITA,1995,26.85948049
Italy,ITA,1996,26.7794578
Italy,ITA,1997,26.817741
Italy,ITA,1998,27.38951516
Italy,ITA,1999,26.99557285
Italy,ITA,2000,25.3396663
Italy,ITA,2001,23.42825163
Italy,ITA,2002,23.12801769
Italy,ITA,2003,22.79059949
Italy,ITA,2004,21.99879757
Italy,ITA,2005,20.73806937
Italy,ITA,2006,20.44065439
Italy,ITA,2007,20.69760801
Italy,ITA,2008,20.5513439
Italy,ITA,2009,19.69181549
Italy,ITA,2010,19.51737133
Italy,ITA,2011,20.96326412
Italy,ITA,2012,20.91209341
Italy,ITA,2013,20.64465165
Italy,ITA,2014,21.18616196
Jamaica,JAM,1995,28.84630643
Jamaica,JAM,1996,23.96104315
Jamaica,JAM,1997,30.39877534
Jamaica,JAM,1998,25.49663792
Jamaica,JAM,1999,32.1122823
Jamaica,JAM,2000,28.97012806
Jamaica,JAM,2001,37.47982909
Jamaica,JAM,2002,26.32937984
Jamaica,JAM,2003,32.00647736
Jamaica,JAM,2004,27.56084515
Jamaica,JAM,2005,32.57636677
Jamaica,JAM,2006,28.85108863
Jamaica,JAM,2007,34.03519081
Jamaica,JAM,2008,32.96218843
Jamaica,JAM,2009,31.12437809
Jamaica,JAM,2010,30.90001149
Jamaica,JAM,2011,32.90817113
Jamaica,JAM,2012,25.06296179
Jamaica,JAM,2013,24.9810629
Jamaica,JAM,2014,27.81457549
Japan,JPN,1995,14.02647129
Japan,JPN,1996,14.02647129
Japan,JPN,1997,15.16512418
Japan,JPN,1998,15.64009522
Japan,JPN,1999,15.83708123
Japan,JPN,2000,15.60775705
Japan,JPN,2001,15.51408029
Japan,JPN,2002,15.72810899
Japan,JPN,2003,16.60694372
Japan,JPN,2004,16.3502473
Japan,JPN,2005,15.50387592
Japan,JPN,2006,16.27149663
Japan,JPN,2007,15.3829499
Japan,JPN,2008,15.095792
Japan,JPN,2009,14.99561858
Japan,JPN,2010,14.44772203
Japan,JPN,2011,13.96254155
Japan,JPN,2012,13.8816959
Japan,JPN,2013,13.88592171
Japan,JPN,2014,13.91121619
Jordan,JOR,1995,23.82232602
Jordan,JOR,1996,26.02591436
Jordan,JOR,1997,29.44624996
Jordan,JOR,1998,29.76388506
Jordan,JOR,1999,33.79993121
Jordan,JOR,2000,38.96140432
Jordan,JOR,2001,38.39488352
Jordan,JOR,2002,39.36531645
Jordan,JOR,2003,41.87293347
Jordan,JOR,2004,40.48836707
Jordan,JOR,2005,40.03106665
Jordan,JOR,2006,39.35177966
Jordan,JOR,2007,35.90233483
Jordan,JOR,2008,31.85853454
Jordan,JOR,2009,22.62847227
Jordan,JOR,2010,21.79311333
Jordan,JOR,2011,20.76146822
Jordan,JOR,2012,21.55661802
Jordan,JOR,2013,22.4997199
Jordan,JOR,2014,20.86926547
Kazakhstan,KAZ,1995,35.52775436
Kazakhstan,KAZ,1996,35.93699437
Kazakhstan,KAZ,1997,35.23831838
Kazakhstan,KAZ,1998,35.49074146
Kazakhstan,KAZ,1999,46.99248271
Kazakhstan,KAZ,2000,48.51047841
Kazakhstan,KAZ,2001,42.71304978
Kazakhstan,KAZ,2002,45.89475343
Kazakhstan,KAZ,2003,44.88203648
Kazakhstan,KAZ,2004,41.36439989
Kazakhstan,KAZ,2005,37.4937647
Kazakhstan,KAZ,2006,37.54172114
Kazakhstan,KAZ,2007,43.30713783
Kazakhstan,KAZ,2008,37.39681048
Kazakhstan,KAZ,2009,35.35615975
Kazakhstan,KAZ,2010,42.33849789
Kazakhstan,KAZ,2011,43.45536347
Kazakhstan,KAZ,2012,43.69015226
Kazakhstan,KAZ,2013,48.56409344
Kazakhstan,KAZ,2014,45.13577331
Kenya,KEN,1995,42.06440401
Kenya,KEN,1996,47.38207064
Kenya,KEN,1997,48.4335261
Kenya,KEN,1998,44.68590598
Kenya,KEN,1999,48.38048338
Kenya,KEN,2000,43.20081535
Kenya,KEN,2001,44.48146922
Kenya,KEN,2002,44.75941178
Kenya,KEN,2003,44.80673122
Kenya,KEN,2004,45.49237945
Kenya,KEN,2005,44.64877186
Kenya,KEN,2006,46.41738614
Kenya,KEN,2007,47.43049495
Kenya,KEN,2008,49.91327116
Kenya,KEN,2009,47.27655498
Kenya,KEN,2010,50.17089398
Kenya,KEN,2011,38.92300608
Kenya,KEN,2012,26.56049805
Kenya,KEN,2013,26.88540972
Kenya,KEN,2014,26.10559057
Kiribati,KIR,1995,0.11563929
Kiribati,KIR,1996,0.11339799
Kiribati,KIR,1997,0.10278704
Kiribati,KIR,1998,0.12419685
Kiribati,KIR,1999,0.10870357
Kiribati,KIR,2000,0.17054565
Kiribati,KIR,2001,0.14591285
Kiribati,KIR,2002,0.15222291
Kiribati,KIR,2003,0.13178891
Kiribati,KIR,2004,0.12360018
Kiribati,KIR,2005,0.15281053
Kiribati,KIR,2006,0.12239649
Kiribati,KIR,2007,0.09131818
Kiribati,KIR,2008,0.09628159
Kiribati,KIR,2009,0.09870072
Kiribati,KIR,2010,0.09385905
Kiribati,KIR,2011,0.09791903
Kiribati,KIR,2012,0.10938745
Kiribati,KIR,2013,0.10420611
Kiribati,KIR,2014,0.10361316
Kuwait,KWT,1995,16.24174703
Kuwait,KWT,1996,19.27669708
Kuwait,KWT,1997,18.86956056
Kuwait,KWT,1998,19.70132681
Kuwait,KWT,1999,19.17951019
Kuwait,KWT,2000,22.34665494
Kuwait,KWT,2001,17.31962839
Kuwait,KWT,2002,18.78730854
Kuwait,KWT,2003,17.87331438
Kuwait,KWT,2004,18.33667764
Kuwait,KWT,2005,18.2580036
Kuwait,KWT,2006,17.12738843
Kuwait,KWT,2007,19.27180004
Kuwait,KWT,2008,19.67063941
Kuwait,KWT,2009,11.68678312
Kuwait,KWT,2010,13.94975857
Kuwait,KWT,2011,12.48933002
Kuwait,KWT,2012,13.54601092
Kuwait,KWT,2013,13.94923325
Kuwait,KWT,2014,12.73600502
Kyrgyzstan,KGZ,1995,45.15019843
Kyrgyzstan,KGZ,1996,51.95195221
Kyrgyzstan,KGZ,1997,47.36812884
Kyrgyzstan,KGZ,1998,54.81910395
Kyrgyzstan,KGZ,1999,51.50507485
Kyrgyzstan,KGZ,2000,49.75628905
Kyrgyzstan,KGZ,2001,53.31033117
Kyrgyzstan,KGZ,2002,55.03955464
Kyrgyzstan,KGZ,2003,57.73071164
Kyrgyzstan,KGZ,2004,55.8194131
Kyrgyzstan,KGZ,2005,55.99056689
Kyrgyzstan,KGZ,2006,48.13650241
