Entity,Code,Year,CO₂ concentration (parts per million)
World,OWID_WRL,"373,255 BCE",214.7
World,OWID_WRL,"371,508 BCE",199.9
World,OWID_WRL,"369,436 BCE",201.9
World,OWID_WRL,"366,116 BCE",206.3
World,OWID_WRL,"363,240 BCE",201.2
World,OWID_WRL,"360,618 BCE",185.8
World,OWID_WRL,"358,734 BCE",186.1
World,OWID_WRL,"357,060 BCE",193
World,OWID_WRL,"353,868 BCE",209.2
World,OWID_WRL,"352,463 BCE",209.4
World,OWID_WRL,"351,225 BCE",216.2
World,OWID_WRL,"349,726 BCE",221.1
World,OWID_WRL,"347,189 BCE",220.3
World,OWID_WRL,"345,595 BCE",211.9
World,OWID_WRL,"344,371 BCE",204.8
World,OWID_WRL,"343,051 BCE",205.2
World,OWID_WRL,"341,974 BCE",200.7
World,OWID_WRL,"340,842 BCE",250.1
World,OWID_WRL,"338,785 BCE",234.2
World,OWID_WRL,"338,034 BCE",239.6
World,OWID_WRL,"337,041 BCE",241.9
World,OWID_WRL,"336,264 BCE",255.7
World,OWID_WRL,"335,567 BCE",270.5
World,OWID_WRL,"334,918 BCE",278.6
World,OWID_WRL,"334,428 BCE",285.8
World,OWID_WRL,"333,758 BCE",278.1
World,OWID_WRL,"333,152 BCE",298.6
World,OWID_WRL,"332,594 BCE",288.4
World,OWID_WRL,"332,399 BCE",289.1
World,OWID_WRL,"332,048 BCE",282.4
World,OWID_WRL,"331,550 BCE",273.1
World,OWID_WRL,"330,849 BCE",272.6
World,OWID_WRL,"330,194 BCE",271.7
World,OWID_WRL,"329,344 BCE",265
World,OWID_WRL,"328,103 BCE",275.1
World,OWID_WRL,"327,464 BCE",271.9
World,OWID_WRL,"326,821 BCE",270.1
World,OWID_WRL,"326,137 BCE",266.1
World,OWID_WRL,"325,486 BCE",264
World,OWID_WRL,"324,641 BCE",266.2
World,OWID_WRL,"323,873 BCE",260.5
World,OWID_WRL,"323,057 BCE",260.3
World,OWID_WRL,"322,217 BCE",260.4
World,OWID_WRL,"321,433 BCE",257.2
World,OWID_WRL,"319,867 BCE",249.2
World,OWID_WRL,"318,966 BCE",255.8
World,OWID_WRL,"317,880 BCE",233.4
World,OWID_WRL,"316,903 BCE",245.2
World,OWID_WRL,"315,983 BCE",251.6
World,OWID_WRL,"315,200 BCE",272.6
World,OWID_WRL,"314,501 BCE",246.8
World,OWID_WRL,"313,708 BCE",257.1
World,OWID_WRL,"312,886 BCE",256.7
World,OWID_WRL,"312,102 BCE",251.6
World,OWID_WRL,"311,393 BCE",241.9
World,OWID_WRL,"310,643 BCE",239
World,OWID_WRL,"309,720 BCE",237.8
World,OWID_WRL,"308,826 BCE",233.2
World,OWID_WRL,"308,061 BCE",226.2
World,OWID_WRL,"307,474 BCE",227.8
World,OWID_WRL,"306,376 BCE",225.8
World,OWID_WRL,"305,513 BCE",244.8
World,OWID_WRL,"304,631 BCE",248.6
World,OWID_WRL,"303,828 BCE",250.2
World,OWID_WRL,"303,150 BCE",240.7
World,OWID_WRL,"302,151 BCE",240.2
World,OWID_WRL,"301,166 BCE",236
World,OWID_WRL,"300,134 BCE",239
World,OWID_WRL,"299,076 BCE",236.1
World,OWID_WRL,"298,166 BCE",231
World,OWID_WRL,"297,426 BCE",224.4
World,OWID_WRL,"296,755 BCE",217.1
World,OWID_WRL,"294,879 BCE",213.1
World,OWID_WRL,"293,414 BCE",212.7
World,OWID_WRL,"292,505 BCE",206.7
World,OWID_WRL,"291,701 BCE",206
World,OWID_WRL,"290,868 BCE",207.6
World,OWID_WRL,"289,613 BCE",217.1
World,OWID_WRL,"288,914 BCE",220.4
World,OWID_WRL,"288,235 BCE",234.9
World,OWID_WRL,"286,336 BCE",231
World,OWID_WRL,"285,870 BCE",230.4
World,OWID_WRL,"285,494 BCE",231.4
World,OWID_WRL,"284,660 BCE",226.4
World,OWID_WRL,"283,981 BCE",228
World,OWID_WRL,"282,485 BCE",231.3
World,OWID_WRL,"280,643 BCE",223.7
World,OWID_WRL,"279,451 BCE",215.3
World,OWID_WRL,"278,609 BCE",211
World,OWID_WRL,"277,669 BCE",204.5
World,OWID_WRL,"276,641 BCE",202.2
World,OWID_WRL,"275,493 BCE",193.2
World,OWID_WRL,"274,308 BCE",198.4
World,OWID_WRL,"273,205 BCE",194.1
World,OWID_WRL,"272,214 BCE",193.9
World,OWID_WRL,"271,216 BCE",190.4
World,OWID_WRL,"270,200 BCE",184.7
World,OWID_WRL,"269,086 BCE",198.8
World,OWID_WRL,"267,990 BCE",194.2
World,OWID_WRL,"267,046 BCE",187.2
World,OWID_WRL,"266,308 BCE",188.7
World,OWID_WRL,"265,057 BCE",211.7
World,OWID_WRL,"264,184 BCE",199.9
World,OWID_WRL,"262,634 BCE",228.1
World,OWID_WRL,"260,867 BCE",214.6
World,OWID_WRL,"260,105 BCE",208.9
World,OWID_WRL,"259,344 BCE",205.7
World,OWID_WRL,"258,944 BCE",209.6
World,OWID_WRL,"257,447 BCE",203.9
World,OWID_WRL,"255,958 BCE",204
World,OWID_WRL,"255,111 BCE",201.9
World,OWID_WRL,"254,349 BCE",199
World,OWID_WRL,"252,637 BCE",195.4
World,OWID_WRL,"251,807 BCE",196.7
World,OWID_WRL,"251,004 BCE",195.4
World,OWID_WRL,"250,182 BCE",213.9
World,OWID_WRL,"249,441 BCE",200.2
World,OWID_WRL,"247,150 BCE",214.7
World,OWID_WRL,"244,920 BCE",219.4
World,OWID_WRL,"244,239 BCE",230.4
World,OWID_WRL,"243,614 BCE",236.7
World,OWID_WRL,"243,107 BCE",249.9
World,OWID_WRL,"242,632 BCE",252.3
World,OWID_WRL,"242,172 BCE",263.7
World,OWID_WRL,"241,189 BCE",280.2
World,OWID_WRL,"240,735 BCE",279
World,OWID_WRL,"239,905 BCE",263.2
World,OWID_WRL,"239,383 BCE",259.7
World,OWID_WRL,"238,240 BCE",252.8
World,OWID_WRL,"237,789 BCE",247.4
World,OWID_WRL,"237,437 BCE",245.8
World,OWID_WRL,"237,058 BCE",245.6
World,OWID_WRL,"236,475 BCE",239.1
World,OWID_WRL,"235,956 BCE",243.1
World,OWID_WRL,"235,442 BCE",247.4
World,OWID_WRL,"234,901 BCE",241.4
World,OWID_WRL,"234,476 BCE",252.1
World,OWID_WRL,"234,041 BCE",245.2
World,OWID_WRL,"230,906 BCE",241.6
World,OWID_WRL,"230,242 BCE",233.9
World,OWID_WRL,"229,180 BCE",232.4
World,OWID_WRL,"227,622 BCE",224.5
World,OWID_WRL,"226,817 BCE",233.1
World,OWID_WRL,"226,489 BCE",234.5
World,OWID_WRL,"225,770 BCE",235.5
World,OWID_WRL,"224,900 BCE",215.7
World,OWID_WRL,"224,310 BCE",203.3
World,OWID_WRL,"222,322 BCE",205.6
World,OWID_WRL,"221,179 BCE",208.8
World,OWID_WRL,"220,590 BCE",207.1
World,OWID_WRL,"219,747 BCE",216.1
World,OWID_WRL,"218,986 BCE",214.1
World,OWID_WRL,"217,118 BCE",240.5
World,OWID_WRL,"216,251 BCE",245.3
World,OWID_WRL,"215,745 BCE",251.1
World,OWID_WRL,"215,466 BCE",251.7
World,OWID_WRL,"214,915 BCE",247.5
World,OWID_WRL,"214,356 BCE",242.6
World,OWID_WRL,"213,962 BCE",240.3
World,OWID_WRL,"213,131 BCE",241.4
World,OWID_WRL,"212,209 BCE",251.2
World,OWID_WRL,"211,380 BCE",243.4
World,OWID_WRL,"210,583 BCE",257.4
World,OWID_WRL,"210,129 BCE",239.5
World,OWID_WRL,"209,628 BCE",246.9
World,OWID_WRL,"209,108 BCE",252
World,OWID_WRL,"208,882 BCE",247.2
World,OWID_WRL,"208,225 BCE",243.9
World,OWID_WRL,"208,016 BCE",244.6
World,OWID_WRL,"207,495 BCE",242.2
World,OWID_WRL,"207,132 BCE",240.5
World,OWID_WRL,"206,872 BCE",230
World,OWID_WRL,"206,325 BCE",237.2
World,OWID_WRL,"206,159 BCE",238.1
World,OWID_WRL,"205,673 BCE",231.4
World,OWID_WRL,"205,290 BCE",229.4
World,OWID_WRL,"204,947 BCE",226.3
World,OWID_WRL,"204,410 BCE",228.6
World,OWID_WRL,"203,995 BCE",232.2
World,OWID_WRL,"203,626 BCE",231.9
World,OWID_WRL,"203,253 BCE",244.4
World,OWID_WRL,"201,892 BCE",247.6
World,OWID_WRL,"200,795 BCE",239.1
World,OWID_WRL,"199,802 BCE",250.9
World,OWID_WRL,"196,988 BCE",242.6
World,OWID_WRL,"196,377 BCE",241.2
World,OWID_WRL,"195,637 BCE",226.4
World,OWID_WRL,"193,850 BCE",220
World,OWID_WRL,"193,177 BCE",226.5
World,OWID_WRL,"191,125 BCE",218
World,OWID_WRL,"190,014 BCE",220.3
World,OWID_WRL,"189,305 BCE",231.4
World,OWID_WRL,"187,857 BCE",231.3
World,OWID_WRL,"186,487 BCE",210.7
World,OWID_WRL,"184,461 BCE",203.4
World,OWID_WRL,"182,421 BCE",199.7
World,OWID_WRL,"181,308 BCE",198.1
World,OWID_WRL,"180,246 BCE",217.7
World,OWID_WRL,"179,352 BCE",213.2
World,OWID_WRL,"177,923 BCE",207.7
World,OWID_WRL,"175,780 BCE",190.1
World,OWID_WRL,"175,584 BCE",189.4
World,OWID_WRL,"174,903 BCE",190.3
World,OWID_WRL,"173,883 BCE",196
World,OWID_WRL,"172,492 BCE",197.7
World,OWID_WRL,"169,989 BCE",197.8
World,OWID_WRL,"167,564 BCE",196.6
World,OWID_WRL,"166,796 BCE",183.8
World,OWID_WRL,"165,964 BCE",186.7
World,OWID_WRL,"164,834 BCE",190.1
World,OWID_WRL,"164,193 BCE",191.6
World,OWID_WRL,"162,385 BCE",196.5
World,OWID_WRL,"161,908 BCE",204.3
World,OWID_WRL,"158,205 BCE",187.5
World,OWID_WRL,"157,766 BCE",185.5
World,OWID_WRL,"156,716 BCE",189
World,OWID_WRL,"154,357 BCE",189.38
World,OWID_WRL,"152,939 BCE",196.3
World,OWID_WRL,"151,825 BCE",198.78
World,OWID_WRL,"149,495 BCE",202.35
World,OWID_WRL,"148,645 BCE",202.51
World,OWID_WRL,"147,516 BCE",201.78
World,OWID_WRL,"146,283 BCE",195.81
World,OWID_WRL,"144,158 BCE",193.59
World,OWID_WRL,"142,850 BCE",196.02
World,OWID_WRL,"141,701 BCE",194.59
World,OWID_WRL,"140,411 BCE",196.51
World,OWID_WRL,"138,000 BCE",192.75
World,OWID_WRL,"136,884 BCE",198.55
World,OWID_WRL,"135,813 BCE",199.18
World,OWID_WRL,"134,616 BCE",203.74
World,OWID_WRL,"132,572 BCE",212.43
World,OWID_WRL,"131,826 BCE",222.74
World,OWID_WRL,"130,982 BCE",224.63
World,OWID_WRL,"130,760 BCE",228
World,OWID_WRL,"130,026 BCE",232.28
World,OWID_WRL,"129,372 BCE",241.13
World,OWID_WRL,"128,868 BCE",250.84
World,OWID_WRL,"128,423 BCE",251.84
World,OWID_WRL,"127,706 BCE",260.61
World,OWID_WRL,"127,128 BCE",268.44
World,OWID_WRL,"126,928 BCE",271.08
World,OWID_WRL,"126,517 BCE",285.76
World,OWID_WRL,"126,223 BCE",280.72
World,OWID_WRL,"126,074 BCE",276.03
World,OWID_WRL,"125,554 BCE",276.88
World,OWID_WRL,"125,364 BCE",275.78
World,OWID_WRL,"125,012 BCE",274.93
World,OWID_WRL,"124,750 BCE",273.02
World,OWID_WRL,"124,064 BCE",275.15
World,OWID_WRL,"123,343 BCE",276.81
World,OWID_WRL,"122,867 BCE",275.52
World,OWID_WRL,"122,455 BCE",281.54
World,OWID_WRL,"122,009 BCE",275.87
World,OWID_WRL,"121,681 BCE",274.6
World,OWID_WRL,"121,064 BCE",279.16
World,OWID_WRL,"120,342 BCE",279
World,OWID_WRL,"120,150 BCE",278.25
World,OWID_WRL,"119,892 BCE",276.61
World,OWID_WRL,"119,476 BCE",279.48
World,OWID_WRL,"118,593 BCE",276.82
World,OWID_WRL,"118,194 BCE",268.73
World,OWID_WRL,"117,766 BCE",274.59
World,OWID_WRL,"117,293 BCE",267.74
World,OWID_WRL,"116,708 BCE",277.72
World,OWID_WRL,"115,669 BCE",274.98
World,OWID_WRL,"115,236 BCE",274.03
World,OWID_WRL,"114,526 BCE",273.63
World,OWID_WRL,"113,959 BCE",273.16
World,OWID_WRL,"113,497 BCE",276.96
World,OWID_WRL,"112,865 BCE",275.07
World,OWID_WRL,"112,300 BCE",267.9
World,OWID_WRL,"111,729 BCE",260.58
World,OWID_WRL,"111,169 BCE",264.75
World,OWID_WRL,"110,992 BCE",263.12
World,OWID_WRL,"110,686 BCE",256.79
World,OWID_WRL,"109,927 BCE",257.93
World,OWID_WRL,"108,605 BCE",246.69
World,OWID_WRL,"107,890 BCE",244.13
World,OWID_WRL,"107,179 BCE",244.44
World,OWID_WRL,"106,452 BCE",236.43
World,OWID_WRL,"105,025 BCE",240.34
World,OWID_WRL,"104,418 BCE",244.83
World,OWID_WRL,"104,306 BCE",241.4
World,OWID_WRL,"104,040 BCE",257.58
World,OWID_WRL,"103,557 BCE",248.78
World,OWID_WRL,"103,016 BCE",242.36
World,OWID_WRL,"102,381 BCE",238.88
World,OWID_WRL,"102,324 BCE",247.76
World,OWID_WRL,"101,359 BCE",240.68
World,OWID_WRL,"100,815 BCE",237.07
World,OWID_WRL,"100,022 BCE",240.07
World,OWID_WRL,"99,376 BCE",244.76
World,OWID_WRL,"98,593 BCE",247.87
World,OWID_WRL,"98,127 BCE",245.63
World,OWID_WRL,"97,411 BCE",242.99
World,OWID_WRL,"96,634 BCE",243.18
World,OWID_WRL,"95,977 BCE",239.86
World,OWID_WRL,"95,321 BCE",242.35
World,OWID_WRL,"94,525 BCE",245.76
World,OWID_WRL,"93,971 BCE",246.2
World,OWID_WRL,"93,284 BCE",242.91
World,OWID_WRL,"92,619 BCE",242.41
World,OWID_WRL,"91,873 BCE",238.21
World,OWID_WRL,"91,475 BCE",235.16
World,OWID_WRL,"90,718 BCE",232.46
World,OWID_WRL,"90,000 BCE",233.74
World,OWID_WRL,"89,495 BCE",231.12
World,OWID_WRL,"88,884 BCE",231.56
World,OWID_WRL,"88,367 BCE",229.74
World,OWID_WRL,"87,746 BCE",228.88
World,OWID_WRL,"87,295 BCE",227.38
World,OWID_WRL,"86,751 BCE",223.99
World,OWID_WRL,"86,186 BCE",217.8
World,OWID_WRL,"85,631 BCE",223.63
World,OWID_WRL,"85,078 BCE",221.06
World,OWID_WRL,"84,548 BCE",223.38
World,OWID_WRL,"83,941 BCE",228.76
World,OWID_WRL,"83,417 BCE",234.69
World,OWID_WRL,"82,987 BCE",238.42
World,OWID_WRL,"82,407 BCE",243.16
World,OWID_WRL,"81,991 BCE",250.79
World,OWID_WRL,"81,604 BCE",247.1
World,OWID_WRL,"81,038 BCE",246.32
World,OWID_WRL,"80,577 BCE",240.87
World,OWID_WRL,"80,119 BCE",238.89
World,OWID_WRL,"79,761 BCE",234.13
World,OWID_WRL,"79,257 BCE",230.33
World,OWID_WRL,"78,772 BCE",233.92
World,OWID_WRL,"78,380 BCE",230.6
World,OWID_WRL,"77,928 BCE",234.74
World,OWID_WRL,"77,460 BCE",229.26
World,OWID_WRL,"77,020 BCE",227.3
World,OWID_WRL,"76,558 BCE",224.14
World,OWID_WRL,"76,131 BCE",226.65
World,OWID_WRL,"75,666 BCE",224.92
World,OWID_WRL,"75,106 BCE",231.68
World,OWID_WRL,"74,747 BCE",238.01
World,OWID_WRL,"74,297 BCE",239.34
World,OWID_WRL,"73,901 BCE",249.94
World,OWID_WRL,"73,595 BCE",249.52
World,OWID_WRL,"73,118 BCE",243.27
World,OWID_WRL,"72,576 BCE",241.24
World,OWID_WRL,"72,271 BCE",231.33
World,OWID_WRL,"71,801 BCE",232.74
World,OWID_WRL,"71,269 BCE",230.89
World,OWID_WRL,"70,916 BCE",232.33
World,OWID_WRL,"70,540 BCE",232.79
World,OWID_WRL,"70,143 BCE",239.46
World,OWID_WRL,"69,744 BCE",237.56
World,OWID_WRL,"69,329 BCE",235.02
World,OWID_WRL,"68,979 BCE",225.17
World,OWID_WRL,"68,477 BCE",220.33
World,OWID_WRL,"68,102 BCE",215.55
World,OWID_WRL,"67,642 BCE",211.26
World,OWID_WRL,"67,132 BCE",205.42
World,OWID_WRL,"66,670 BCE",203.43
World,OWID_WRL,"66,196 BCE",200.17
World,OWID_WRL,"65,780 BCE",203.76
World,OWID_WRL,"65,365 BCE",201.14
World,OWID_WRL,"65,010 BCE",207.21
World,OWID_WRL,"64,489 BCE",204.39
World,OWID_WRL,"63,987 BCE",200.59
World,OWID_WRL,"63,815 BCE",198.17
World,OWID_WRL,"63,596 BCE",208.98
World,OWID_WRL,"63,097 BCE",199.17
World,OWID_WRL,"62,917 BCE",201.67
World,OWID_WRL,"62,707 BCE",203.7
World,OWID_WRL,"62,164 BCE",199.73
World,OWID_WRL,"61,947 BCE",197.24
World,OWID_WRL,"61,606 BCE",197.4
World,OWID_WRL,"61,011 BCE",200.15
World,OWID_WRL,"60,825 BCE",202.71
World,OWID_WRL,"60,602 BCE",202.56
World,OWID_WRL,"59,951 BCE",206.38
World,OWID_WRL,"59,604 BCE",210.9
World,OWID_WRL,"59,285 BCE",210.57
World,OWID_WRL,"59,111 BCE",207.95
World,OWID_WRL,"58,868 BCE",213.78
World,OWID_WRL,"58,567 BCE",217.25
World,OWID_WRL,"58,423 BCE",212.87
World,OWID_WRL,"58,160 BCE",216.66
World,OWID_WRL,"57,783 BCE",223.45
World,OWID_WRL,"57,430 BCE",226.35
World,OWID_WRL,"57,155 BCE",231.29
World,OWID_WRL,"56,483 BCE",223.15
World,OWID_WRL,"56,267 BCE",224.35
World,OWID_WRL,"55,894 BCE",223.72
World,OWID_WRL,"55,526 BCE",217.38
World,OWID_WRL,"55,261 BCE",215.7
World,OWID_WRL,"54,554 BCE",212.44
World,OWID_WRL,"54,287 BCE",207.67
World,OWID_WRL,"53,960 BCE",210.27
World,OWID_WRL,"53,603 BCE",214.78
World,OWID_WRL,"53,343 BCE",208.19
World,OWID_WRL,"53,064 BCE",216.86
World,OWID_WRL,"52,745 BCE",213.89
World,OWID_WRL,"52,437 BCE",217.96
World,OWID_WRL,"52,207 BCE",220.37
World,OWID_WRL,"51,856 BCE",221.14
World,OWID_WRL,"51,450 BCE",223.26
World,OWID_WRL,"51,158 BCE",223.72
World,OWID_WRL,"50,851 BCE",221.15
World,OWID_WRL,"50,624 BCE",220.72
World,OWID_WRL,"50,435 BCE",219.08
World,OWID_WRL,"50,137 BCE",213.82
World,OWID_WRL,"49,830 BCE",215.08
World,OWID_WRL,"49,481 BCE",211.57
World,OWID_WRL,"49,079 BCE",207.64
World,OWID_WRL,"48,577 BCE",207.41
World,OWID_WRL,"48,271 BCE",206.74
World,OWID_WRL,"48,057 BCE",204.38
World,OWID_WRL,"47,778 BCE",203.87
World,OWID_WRL,"47,513 BCE",204.06
World,OWID_WRL,"47,353 BCE",200.12
World,OWID_WRL,"47,038 BCE",201.58
World,OWID_WRL,"46,478 BCE",200.98
World,OWID_WRL,"46,273 BCE",206.18
World,OWID_WRL,"45,994 BCE",205.66
World,OWID_WRL,"45,760 BCE",203.79
World,OWID_WRL,"45,574 BCE",204.26
World,OWID_WRL,"45,365 BCE",207.6
World,OWID_WRL,"45,136 BCE",210.27
World,OWID_WRL,"44,938 BCE",210.84
World,OWID_WRL,"44,796 BCE",214.18
World,OWID_WRL,"44,686 BCE",216.42
World,OWID_WRL,"44,359 BCE",218.35
World,OWID_WRL,"44,231 BCE",219.25
World,OWID_WRL,"44,107 BCE",221.77
World,OWID_WRL,"43,927 BCE",222.72
World,OWID_WRL,"43,746 BCE",217.51
World,OWID_WRL,"43,510 BCE",214.5
World,OWID_WRL,"43,330 BCE",213.92
World,OWID_WRL,"43,192 BCE",207.95
World,OWID_WRL,"43,046 BCE",211.49
World,OWID_WRL,"42,866 BCE",210.44
World,OWID_WRL,"42,706 BCE",212.29
World,OWID_WRL,"42,541 BCE",204.83
World,OWID_WRL,"42,400 BCE",206.22
World,OWID_WRL,"42,254 BCE",202
World,OWID_WRL,"42,145 BCE",204.31
World,OWID_WRL,"41,859 BCE",201.69
World,OWID_WRL,"41,711 BCE",203.18
World,OWID_WRL,"41,566 BCE",204.22
World,OWID_WRL,"41,401 BCE",201.66
World,OWID_WRL,"41,222 BCE",203.16
World,OWID_WRL,"41,018 BCE",204.26
World,OWID_WRL,"40,900 BCE",206.35
World,OWID_WRL,"40,678 BCE",204.83
World,OWID_WRL,"40,366 BCE",200.9
World,OWID_WRL,"39,951 BCE",199.89
World,OWID_WRL,"39,809 BCE",201.12
World,OWID_WRL,"39,656 BCE",205.49
World,OWID_WRL,"39,354 BCE",204.19
World,OWID_WRL,"39,218 BCE",201.53
World,OWID_WRL,"38,957 BCE",200.97
World,OWID_WRL,"38,804 BCE",200.47
World,OWID_WRL,"38,603 BCE",201.48
World,OWID_WRL,"38,536 BCE",201.32
World,OWID_WRL,"38,358 BCE",197.9
World,OWID_WRL,"38,195 BCE",193.69
World,OWID_WRL,"38,162 BCE",193.08
World,OWID_WRL,"38,093 BCE",192.6
World,OWID_WRL,"37,951 BCE",197.55
World,OWID_WRL,"37,935 BCE",193.87
World,OWID_WRL,"37,807 BCE",193.58
World,OWID_WRL,"37,759 BCE",196.67
World,OWID_WRL,"37,671 BCE",195.7
World,OWID_WRL,"37,565 BCE",200.4
World,OWID_WRL,"37,504 BCE",198.14
World,OWID_WRL,"37,453 BCE",191.53
World,OWID_WRL,"37,429 BCE",204.78
World,OWID_WRL,"37,390 BCE",207.87
World,OWID_WRL,"37,370 BCE",209.33
World,OWID_WRL,"37,353 BCE",209.5
World,OWID_WRL,"37,316 BCE",208.69
World,OWID_WRL,"37,171 BCE",207.32
World,OWID_WRL,"37,104 BCE",204.28
World,OWID_WRL,"37,027 BCE",202.34
World,OWID_WRL,"37,006 BCE",205.99
World,OWID_WRL,"36,925 BCE",205.65
World,OWID_WRL,"36,863 BCE",206.09
World,OWID_WRL,"36,773 BCE",206.54
World,OWID_WRL,"36,721 BCE",204.46
World,OWID_WRL,"36,672 BCE",204.79
World,OWID_WRL,"36,624 BCE",208.23
World,OWID_WRL,"36,583 BCE",210.08
World,OWID_WRL,"36,523 BCE",207.23
World,OWID_WRL,"36,463 BCE",210.79
World,OWID_WRL,"36,409 BCE",208
World,OWID_WRL,"36,334 BCE",207.41
World,OWID_WRL,"36,242 BCE",206.52
World,OWID_WRL,"36,216 BCE",208.34
World,OWID_WRL,"36,139 BCE",214.36
World,OWID_WRL,"36,050 BCE",211.21
World,OWID_WRL,"35,945 BCE",214.21
World,OWID_WRL,"35,827 BCE",212.09
World,OWID_WRL,"35,698 BCE",212.14
World,OWID_WRL,"35,669 BCE",214.3
World,OWID_WRL,"35,511 BCE",209.84
World,OWID_WRL,"35,481 BCE",212.51
World,OWID_WRL,"35,388 BCE",206.59
World,OWID_WRL,"35,352 BCE",209.66
World,OWID_WRL,"35,347 BCE",208.25
World,OWID_WRL,"35,193 BCE",207.35
World,OWID_WRL,"35,169 BCE",210.16
World,OWID_WRL,"35,073 BCE",206.36
World,OWID_WRL,"34,990 BCE",203.51
World,OWID_WRL,"34,870 BCE",202.76
World,OWID_WRL,"34,763 BCE",203.75
World,OWID_WRL,"34,720 BCE",203.77
World,OWID_WRL,"34,642 BCE",205.1
World,OWID_WRL,"34,556 BCE",198.96
World,OWID_WRL,"34,312 BCE",200.09
World,OWID_WRL,"34,223 BCE",201.78
World,OWID_WRL,"34,137 BCE",204.12
World,OWID_WRL,"33,998 BCE",198.8
World,OWID_WRL,"33,905 BCE",203.29
World,OWID_WRL,"33,752 BCE",200.5
World,OWID_WRL,"33,723 BCE",201.81
World,OWID_WRL,"33,618 BCE",201.83
World,OWID_WRL,"33,581 BCE",201.89
World,OWID_WRL,"33,559 BCE",202.04
World,OWID_WRL,"33,547 BCE",201.06
World,OWID_WRL,"33,496 BCE",200.3
World,OWID_WRL,"33,433 BCE",201.36
World,OWID_WRL,"33,409 BCE",203.62
World,OWID_WRL,"33,387 BCE",204.47
World,OWID_WRL,"33,332 BCE",205.38
World,OWID_WRL,"33,216 BCE",203.6
World,OWID_WRL,"33,140 BCE",198.78
World,OWID_WRL,"32,917 BCE",203.09
World,OWID_WRL,"32,876 BCE",202.8
World,OWID_WRL,"32,761 BCE",197.16
World,OWID_WRL,"32,698 BCE",198.89
World,OWID_WRL,"32,670 BCE",200.29
World,OWID_WRL,"32,653 BCE",199.49
World,OWID_WRL,"32,607 BCE",199.65
World,OWID_WRL,"32,384 BCE",196.2
World,OWID_WRL,"32,363 BCE",196.27
World,OWID_WRL,"32,301 BCE",195.79
World,OWID_WRL,"32,240 BCE",194.89
World,OWID_WRL,"32,114 BCE",195.93
World,OWID_WRL,"32,042 BCE",195.41
World,OWID_WRL,"32,007 BCE",196.47
World,OWID_WRL,"31,976 BCE",194.47
World,OWID_WRL,"31,958 BCE",194.46
World,OWID_WRL,"31,936 BCE",195.27
World,OWID_WRL,"31,891 BCE",195.63
World,OWID_WRL,"31,808 BCE",200.03
World,OWID_WRL,"31,605 BCE",197.8
World,OWID_WRL,"31,541 BCE",197.13
World,OWID_WRL,"31,468 BCE",196.9
World,OWID_WRL,"31,198 BCE",197.65
World,OWID_WRL,"31,059 BCE",196.33
World,OWID_WRL,"30,931 BCE",196.7
World,OWID_WRL,"30,863 BCE",199.3
World,OWID_WRL,"30,764 BCE",195.94
World,OWID_WRL,"30,728 BCE",195.08
World,OWID_WRL,"30,645 BCE",194.43
World,OWID_WRL,"30,561 BCE",194.61
World,OWID_WRL,"30,485 BCE",194.11
World,OWID_WRL,"30,411 BCE",195.25
World,OWID_WRL,"30,358 BCE",192.47
World,OWID_WRL,"30,201 BCE",196.91
World,OWID_WRL,"30,198 BCE",196.42
World,OWID_WRL,"30,130 BCE",193.91
World,OWID_WRL,"30,077 BCE",193.33
World,OWID_WRL,"29,984 BCE",192.51
World,OWID_WRL,"29,868 BCE",192.93
World,OWID_WRL,"29,842 BCE",193.71
World,OWID_WRL,"29,574 BCE",189.95
World,OWID_WRL,"29,406 BCE",188.48
World,OWID_WRL,"29,155 BCE",188
World,OWID_WRL,"28,826 BCE",190.33
World,OWID_WRL,"28,763 BCE",187.14
World,OWID_WRL,"28,579 BCE",182.94
World,OWID_WRL,"28,451 BCE",184.3
World,OWID_WRL,"28,363 BCE",185.99
World,OWID_WRL,"28,328 BCE",186.52
World,OWID_WRL,"28,232 BCE",188.48
World,OWID_WRL,"28,152 BCE",188.25
World,OWID_WRL,"28,049 BCE",191.57
World,OWID_WRL,"28,002 BCE",191.38
World,OWID_WRL,"27,888 BCE",190.97
World,OWID_WRL,"27,793 BCE",191.28
World,OWID_WRL,"27,731 BCE",189.77
World,OWID_WRL,"27,659 BCE",189.24
World,OWID_WRL,"27,460 BCE",189.21
World,OWID_WRL,"27,416 BCE",189.83
World,OWID_WRL,"27,374 BCE",191.01
World,OWID_WRL,"27,300 BCE",192.39
World,OWID_WRL,"27,255 BCE",188.1
World,OWID_WRL,"27,201 BCE",192.26
World,OWID_WRL,"27,059 BCE",192.87
World,OWID_WRL,"26,999 BCE",193.26
World,OWID_WRL,"26,953 BCE",192.69
World,OWID_WRL,"26,892 BCE",193.89
World,OWID_WRL,"26,774 BCE",193.8
World,OWID_WRL,"26,676 BCE",192.82
World,OWID_WRL,"26,627 BCE",193.1
World,OWID_WRL,"26,477 BCE",189.65
World,OWID_WRL,"26,464 BCE",189.16
World,OWID_WRL,"26,420 BCE",192.63
World,OWID_WRL,"26,322 BCE",191.59
World,OWID_WRL,"26,264 BCE",191.82
World,OWID_WRL,"26,147 BCE",189.96
World,OWID_WRL,"26,023 BCE",189.29
World,OWID_WRL,"25,977 BCE",188.99
