Entity,Code,Year,Number of people without access to safe drinking water (people)
Luxembourg,LUX,2004,14718.96292
Luxembourg,LUX,2005,15846.3497
Luxembourg,LUX,2006,15742.86012
Luxembourg,LUX,2007,14083.26265
Luxembourg,LUX,2008,12531.68974
Luxembourg,LUX,2009,10666.68989
Luxembourg,LUX,2010,8392.480354
Luxembourg,LUX,2011,7890.217843
Luxembourg,LUX,2012,8194.498682
Luxembourg,LUX,2013,8404.438483
Luxembourg,LUX,2014,9864.538104
Luxembourg,LUX,2015,12781.03967
Macao,MAC,2001,124.4264
Macao,MAC,2002,4851.2534
Macao,MAC,2003,9528.2262
Macao,MAC,2004,13001.84627
Macao,MAC,2005,14530.58383
Macao,MAC,2006,13705.39025
Macao,MAC,2007,10907.07443
Macao,MAC,2008,7172.380412
Macao,MAC,2009,3998.060864
Macao,MAC,2010,2424.003939
Macao,MAC,2011,2828.234321
Macao,MAC,2012,4828.846873
Macao,MAC,2013,7834.920073
Macao,MAC,2014,10905.5276
Macao,MAC,2015,13362.70936
Macedonia,MKD,2000,204147.8377
Macedonia,MKD,2001,204223.6177
Macedonia,MKD,2002,204562.9975
Macedonia,MKD,2003,205003.4594
Macedonia,MKD,2004,205299.1355
Macedonia,MKD,2005,199041.5399
Macedonia,MKD,2006,192135.1876
Macedonia,MKD,2007,184714.6569
Macedonia,MKD,2008,176915.6679
Macedonia,MKD,2009,168905.5165
Macedonia,MKD,2010,189347.6187
Macedonia,MKD,2011,223940.249
Macedonia,MKD,2012,258716.7717
Macedonia,MKD,2013,293724.8674
Macedonia,MKD,2014,318767.8348
Macedonia,MKD,2015,344011.5787
Malaysia,MYS,2000,1228266.855
Malaysia,MYS,2001,1249396.794
Malaysia,MYS,2002,1336090.121
Malaysia,MYS,2003,1427858.995
Malaysia,MYS,2004,1519176.347
Malaysia,MYS,2005,1608452.698
Malaysia,MYS,2006,1693368.326
Malaysia,MYS,2007,1775139.51
Malaysia,MYS,2008,1859832.824
Malaysia,MYS,2009,1955879.928
Malaysia,MYS,2010,2068454.419
Malaysia,MYS,2011,2200766.261
Malaysia,MYS,2012,2349275.968
Malaysia,MYS,2013,2503467.654
Malaysia,MYS,2014,2648630.257
Malaysia,MYS,2015,2774360.605
Malta,MLT,2000,2984.436
Malta,MLT,2001,3782.8646
Malta,MLT,2002,4899.2296
Malta,MLT,2003,5801.798857
Malta,MLT,2004,6583.5164
Malta,MLT,2005,6853.455429
Malta,MLT,2006,5541.680343
Malta,MLT,2007,3786.197486
Malta,MLT,2008,3137.9456
Malta,MLT,2009,3165.79
Malta,MLT,2010,2620.598857
Malta,MLT,2011,2382.291429
Malta,MLT,2012,4633.860914
Malta,MLT,2013,9434.327029
Malta,MLT,2014,17061.76391
Malta,MLT,2015,26622.24
Mexico,MEX,2000,61913144.1
Mexico,MEX,2001,62415511.88
Mexico,MEX,2002,62890387.32
Mexico,MEX,2003,63368610.15
Mexico,MEX,2004,63889399.19
Mexico,MEX,2005,64479114.07
Mexico,MEX,2006,65148963.53
Mexico,MEX,2007,65887738.56
Mexico,MEX,2008,66670450.81
Mexico,MEX,2009,67460981.3
Mexico,MEX,2010,68232368.99
Mexico,MEX,2011,68977788.24
Mexico,MEX,2012,69702429.76
Mexico,MEX,2013,70406556.13
Mexico,MEX,2014,71093494.15
Mexico,MEX,2015,71765373.51
Moldova,MDA,2000,2112031.313
Moldova,MDA,2001,2012080.6
Moldova,MDA,2002,1909422.129
Moldova,MDA,2003,1803283.865
Moldova,MDA,2004,1698384.832
Moldova,MDA,2005,1595102.221
Moldova,MDA,2006,1492809.977
Moldova,MDA,2007,1394058.201
Moldova,MDA,2008,1297766.48
Moldova,MDA,2009,1202952.216
Moldova,MDA,2010,1106858.764
Moldova,MDA,2011,1009358.594
Moldova,MDA,2012,910866.8636
Moldova,MDA,2013,810118.0627
Moldova,MDA,2014,707873.1192
Moldova,MDA,2015,707630.859
Monaco,MCO,2000,1
Monaco,MCO,2006,24
Monaco,MCO,2007,65
Monaco,MCO,2008,122
Monaco,MCO,2009,183
Monaco,MCO,2010,249
Monaco,MCO,2011,308
Monaco,MCO,2012,379
Monaco,MCO,2013,443
Monaco,MCO,2014,509
Monaco,MCO,2015,576
Montenegro,MNE,2006,100535.3162
Montenegro,MNE,2007,91356.41815
Montenegro,MNE,2008,82346.36648
Montenegro,MNE,2009,73522.85146
Montenegro,MNE,2010,64491.63348
Montenegro,MNE,2011,62527.48244
Montenegro,MNE,2012,61588.96245
Montenegro,MNE,2013,61269.08425
Montenegro,MNE,2014,61079.24
Montenegro,MNE,2015,60782.12643
Morocco,MAR,2000,12991954.34
Morocco,MAR,2001,12890040.98
Morocco,MAR,2002,12791873.39
Morocco,MAR,2003,12696263.13
Morocco,MAR,2004,12599694.38
Morocco,MAR,2005,12470733.93
Morocco,MAR,2006,12331718.45
Morocco,MAR,2007,12190116.55
Morocco,MAR,2008,12048436.43
Morocco,MAR,2009,11910329.12
Morocco,MAR,2010,11777600.62
Morocco,MAR,2011,11650491.48
Morocco,MAR,2012,11526699.23
Morocco,MAR,2013,11404046.85
Morocco,MAR,2014,11279768.57
Morocco,MAR,2015,11151842.02
Nepal,NPL,2000,18043505.26
Nepal,NPL,2001,18314853.43
Nepal,NPL,2002,18582145.36
Nepal,NPL,2003,18833923.96
Nepal,NPL,2004,19064799.77
Nepal,NPL,2005,19271872.08
Nepal,NPL,2006,19452935.02
Nepal,NPL,2007,19611772.34
Nepal,NPL,2008,19758679.92
Nepal,NPL,2009,19907696.24
Nepal,NPL,2010,20068795.27
Nepal,NPL,2011,20246003.12
Nepal,NPL,2012,20436509.73
Nepal,NPL,2013,20635372.12
Nepal,NPL,2014,20834592.31
Nepal,NPL,2015,21028379.03
Netherlands,NLD,2000,31518.00531
Netherlands,NLD,2001,62313.19111
Netherlands,NLD,2002,73482.87451
Netherlands,NLD,2003,59349.9562
Netherlands,NLD,2004,30343.86378
Netherlands,NLD,2011,8712.405282
Netherlands,NLD,2012,11664.90021
Netherlands,NLD,2013,1819.093612
Netherlands,NLD,2014,4058.449793
Netherlands,NLD,2015,22593.44224
New Caledonia,NCL,2000,32151.54371
New Caledonia,NCL,2001,32876.57402
New Caledonia,NCL,2002,33768.4563
New Caledonia,NCL,2003,32580.38937
New Caledonia,NCL,2004,31020.32187
New Caledonia,NCL,2005,29464.14808
New Caledonia,NCL,2006,27860.81821
New Caledonia,NCL,2007,26215.92942
New Caledonia,NCL,2008,24533.4599
New Caledonia,NCL,2009,22519.3673
New Caledonia,NCL,2010,21079.81729
New Caledonia,NCL,2011,20414.6292
New Caledonia,NCL,2012,19766.98259
New Caledonia,NCL,2013,19081.70235
New Caledonia,NCL,2014,18096.68213
New Caledonia,NCL,2015,17004.23059
New Zealand,NZL,2000,899634.8615
New Zealand,NZL,2001,885114.7464
New Zealand,NZL,2002,911112.4623
New Zealand,NZL,2003,944961.1623
New Zealand,NZL,2004,960345.4605
New Zealand,NZL,2005,963872.2178
New Zealand,NZL,2006,872686.3431
New Zealand,NZL,2007,769436.172
New Zealand,NZL,2008,663128.1813
New Zealand,NZL,2009,564449.5274
New Zealand,NZL,2010,472363.2768
New Zealand,NZL,2011,367600.891
New Zealand,NZL,2012,255719.2113
New Zealand,NZL,2013,154145.0714
New Zealand,NZL,2014,83947.9208
New Zealand,NZL,2015,67174
Nicaragua,NIC,2000,2289988.257
Nicaragua,NIC,2001,2276303.597
Nicaragua,NIC,2002,2260460.111
Nicaragua,NIC,2003,2265999.678
Nicaragua,NIC,2004,2288309.632
Nicaragua,NIC,2005,2310787.877
Nicaragua,NIC,2006,2333304.884
Nicaragua,NIC,2007,2355794.21
Nicaragua,NIC,2008,2378025.13
Nicaragua,NIC,2009,2399608.262
Nicaragua,NIC,2010,2420304.621
Nicaragua,NIC,2011,2440063.289
Nicaragua,NIC,2012,2458971.8
Nicaragua,NIC,2013,2477075.733
Nicaragua,NIC,2014,2494456.849
Nicaragua,NIC,2015,2511196.584
Nigeria,NGA,2000,101740483.7
Nigeria,NGA,2001,103628318.1
Nigeria,NGA,2002,105870463.4
Nigeria,NGA,2003,108201181.1
Nigeria,NGA,2004,110631515.9
Nigeria,NGA,2005,113170068
Nigeria,NGA,2006,115820508.5
Nigeria,NGA,2007,118583016.3
Nigeria,NGA,2008,121471537.9
Nigeria,NGA,2009,124574517.1
Nigeria,NGA,2010,127800555.3
Nigeria,NGA,2011,131155188.7
Nigeria,NGA,2012,134639935.5
Nigeria,NGA,2013,138250977.6
Nigeria,NGA,2014,141982311.3
Nigeria,NGA,2015,145830542.2
Northern Mariana Islands,MNP,2000,16360.13683
Northern Mariana Islands,MNP,2001,16338.29322
Northern Mariana Islands,MNP,2002,15937.81752
Northern Mariana Islands,MNP,2003,15299.08106
Northern Mariana Islands,MNP,2004,13175.09041
Northern Mariana Islands,MNP,2005,11239.73801
Northern Mariana Islands,MNP,2006,10577.08166
Northern Mariana Islands,MNP,2007,10383.36254
Northern Mariana Islands,MNP,2008,10288.04186
Northern Mariana Islands,MNP,2009,10206.44171
Northern Mariana Islands,MNP,2010,10097.86109
Northern Mariana Islands,MNP,2011,9951.999287
Northern Mariana Islands,MNP,2012,9795.033922
Northern Mariana Islands,MNP,2013,9655.794807
Northern Mariana Islands,MNP,2014,9534.164744
Northern Mariana Islands,MNP,2015,9446.34584
Norway,NOR,2000,221579.0756
Norway,NOR,2001,222366.5936
Norway,NOR,2002,225716.1701
Norway,NOR,2003,229969.2856
Norway,NOR,2004,230150.2189
Norway,NOR,2005,228210.9092
Norway,NOR,2006,225156.387
Norway,NOR,2007,226746.8768
Norway,NOR,2008,233608.4855
Norway,NOR,2009,238420.9367
Norway,NOR,2010,241211.9506
Norway,NOR,2011,245590.4935
Norway,NOR,2012,249977.7786
Norway,NOR,2013,249302.4523
Norway,NOR,2014,245721.9221
Norway,NOR,2015,238987.6635
Oman,OMN,2001,600318.3003
Oman,OMN,2002,602115.652
Oman,OMN,2003,607025.7847
Oman,OMN,2004,618293.7478
Oman,OMN,2005,638864.9267
Oman,OMN,2006,637335.9443
Oman,OMN,2007,647679.0474
Oman,OMN,2008,659402.0963
Oman,OMN,2009,656238.1564
Oman,OMN,2010,625986.3954
Oman,OMN,2011,557730.3665
Oman,OMN,2012,455566.1651
Oman,OMN,2013,341205.1281
Oman,OMN,2014,248628.1923
Oman,OMN,2015,225681.215
Pakistan,PAK,2000,85842405.96
Pakistan,PAK,2001,87738548.47
Pakistan,PAK,2002,89622827.68
Pakistan,PAK,2003,91505477.79
Pakistan,PAK,2004,93399814.17
Pakistan,PAK,2005,95680496.26
Pakistan,PAK,2006,98003186.69
Pakistan,PAK,2007,100370171.6
Pakistan,PAK,2008,102796860.8
Pakistan,PAK,2009,105302215.2
Pakistan,PAK,2010,107898117.4
Pakistan,PAK,2011,110592511.1
Pakistan,PAK,2012,113378833.8
Pakistan,PAK,2013,116236364.8
Pakistan,PAK,2014,119134903.3
Pakistan,PAK,2015,122051547.3
Peru,PER,2000,14253375.1
Peru,PER,2001,14346168.46
Peru,PER,2002,14433945.17
Peru,PER,2003,14518060.01
Peru,PER,2004,14600318.03
Peru,PER,2005,14682233.16
Peru,PER,2006,14763879.53
Peru,PER,2007,14845977.73
Peru,PER,2008,14929985.55
Peru,PER,2009,15018539.44
Peru,PER,2010,15112549.8
Peru,PER,2011,15212971.52
Peru,PER,2012,15318655.02
Peru,PER,2013,15427276.81
Peru,PER,2014,15535080.22
Peru,PER,2015,15639471.97
Poland,POL,2005,2043325.096
Poland,POL,2006,2006239.59
Poland,POL,2007,1966681.587
Poland,POL,2008,1949472.855
Poland,POL,2009,1952578.073
Poland,POL,2010,1823420.867
Poland,POL,2011,1826969.893
Poland,POL,2012,1813718.072
Poland,POL,2013,1783008.415
Poland,POL,2014,1753975.594
Poland,POL,2015,1736702.76
Portugal,PRT,2000,682233.8094
Portugal,PRT,2001,701772.947
Portugal,PRT,2002,705726.1672
Portugal,PRT,2003,692527.901
Portugal,PRT,2004,666164.5806
Portugal,PRT,2005,635974.0539
Portugal,PRT,2006,606231.5349
Portugal,PRT,2007,580298.1553
Portugal,PRT,2008,555757.1292
Portugal,PRT,2009,539346.5958
Portugal,PRT,2010,538768.9368
Portugal,PRT,2011,537240.5088
Portugal,PRT,2012,525629.5259
Portugal,PRT,2013,512769.7583
Portugal,PRT,2014,507626.8246
Portugal,PRT,2015,514466.3053
Romania,ROU,2000,1349274.394
Romania,ROU,2001,1176416.792
Romania,ROU,2002,900040.9347
Romania,ROU,2003,867149.3188
Romania,ROU,2004,810069.7294
Romania,ROU,2005,769766.9091
Romania,ROU,2006,766549.4554
Romania,ROU,2007,707637.6985
Romania,ROU,2008,839954.909
Romania,ROU,2009,1135067.351
Romania,ROU,2010,1455909.982
Romania,ROU,2011,1770800.348
Romania,ROU,2012,2072602.063
Romania,ROU,2013,2371395.697
Romania,ROU,2014,2659021.907
Romania,ROU,2015,2688616.538
Russia,RUS,2000,37145521.27
Russia,RUS,2001,36962545.49
Russia,RUS,2002,36701145.36
Russia,RUS,2003,36428807.6
Russia,RUS,2004,36173523.77
Russia,RUS,2005,35863401.06
Russia,RUS,2006,35530630.96
Russia,RUS,2007,35328408.57
Russia,RUS,2008,35232404.2
Russia,RUS,2009,35197329.7
Russia,RUS,2010,35162204.72
Russia,RUS,2011,35158114.5
Russia,RUS,2012,35262929.03
Russia,RUS,2013,35425204.51
Russia,RUS,2014,35605495.05
Russia,RUS,2015,35772412.71
San Marino,SMR,2006,46
San Marino,SMR,2007,103
San Marino,SMR,2008,191
San Marino,SMR,2009,292
San Marino,SMR,2010,420
San Marino,SMR,2011,566
San Marino,SMR,2012,742
San Marino,SMR,2013,912
San Marino,SMR,2014,1062
San Marino,SMR,2015,1179
Serbia,SRB,2000,283814.5881
Serbia,SRB,2001,324431.5917
Serbia,SRB,2002,360423.9031
Serbia,SRB,2003,377857.0778
Serbia,SRB,2004,387409.6687
Serbia,SRB,2005,290352.5743
Serbia,SRB,2006,184295.6127
Serbia,SRB,2007,74198.00744
Singapore,SGP,2000,109704
Singapore,SGP,2001,114775
Singapore,SGP,2002,39848
Singapore,SGP,2009,22468
Singapore,SGP,2012,12913
Slovakia,SVK,2000,355121.1942
Slovakia,SVK,2001,345183.6953
Slovakia,SVK,2002,344061.3285
Slovakia,SVK,2003,341545.6266
Slovakia,SVK,2004,340865.5357
Slovakia,SVK,2005,340637.4381
Slovakia,SVK,2006,338647.3802
Slovakia,SVK,2007,336621.7122
Slovakia,SVK,2008,336715.1756
Slovakia,SVK,2009,339129.8164
Slovakia,SVK,2010,339784.2617
Slovakia,SVK,2011,342806.6612
Slovakia,SVK,2012,348380.8833
Slovakia,SVK,2013,350853.2065
Slovakia,SVK,2014,352944.7294
Slovakia,SVK,2015,355070.132
Slovenia,SVN,2000,449018.1989
Slovenia,SVN,2001,452533.1318
Slovenia,SVN,2002,455436.9249
Slovenia,SVN,2003,424052.3899
Slovenia,SVN,2004,390982.0393
Slovenia,SVN,2005,357563.2043
Slovenia,SVN,2006,324007.3737
Slovenia,SVN,2007,292591.6166
Slovenia,SVN,2008,251635.7133
Slovenia,SVN,2009,226252.8666
Slovenia,SVN,2010,193325.6515
Slovenia,SVN,2011,158317.5914
Slovenia,SVN,2012,125671.5474
Slovenia,SVN,2013,93211.32225
Slovenia,SVN,2014,60591.55
Slovenia,SVN,2015,36757.52064
South Korea,KOR,2002,2388447.956
South Korea,KOR,2003,2371224.972
South Korea,KOR,2004,2293180.238
South Korea,KOR,2005,2119048.02
South Korea,KOR,2006,2086569.369
South Korea,KOR,2007,1923749.955
South Korea,KOR,2008,1883747.548
South Korea,KOR,2009,1731604.145
South Korea,KOR,2010,1584916.604
South Korea,KOR,2011,1589003.726
South Korea,KOR,2012,1572303.416
South Korea,KOR,2013,1567369.767
South Korea,KOR,2014,1661747.009
South Korea,KOR,2015,1715220.761
Spain,ESP,2000,449685.9
Spain,ESP,2001,258967.029
Spain,ESP,2002,264212.033
Spain,ESP,2003,370746.6075
Spain,ESP,2004,423711.778
Spain,ESP,2005,478142.7955
Spain,ESP,2006,549730.853
Spain,ESP,2007,718012.839
Spain,ESP,2008,847253.748
Spain,ESP,2009,785330.4605
Spain,ESP,2010,697728.126
Spain,ESP,2011,758310.673
Spain,ESP,2012,869677.7841
Spain,ESP,2013,938212.7878
Spain,ESP,2014,1064781.129
Spain,ESP,2015,1163639.952
Sweden,SWE,2000,181706.822
Sweden,SWE,2001,189502.8375
Sweden,SWE,2002,195752.9295
Sweden,SWE,2003,198632.983
Sweden,SWE,2004,195385.781
Sweden,SWE,2005,184527.3415
Sweden,SWE,2006,179542.6455
Sweden,SWE,2007,182418.978
Sweden,SWE,2008,182443.8265
Sweden,SWE,2009,185803.356
Sweden,SWE,2010,188166.0885
Sweden,SWE,2011,180839.216
Sweden,SWE,2012,171557.8685
Sweden,SWE,2013,173429.0635
Sweden,SWE,2014,191779.5635
Sweden,SWE,2015,220238.233
Switzerland,CHE,2000,532847.8528
Switzerland,CHE,2001,545625.4588
Switzerland,CHE,2002,562383.8722
Switzerland,CHE,2003,572199.6528
Switzerland,CHE,2004,553831.6725
Switzerland,CHE,2005,524683.5034
Switzerland,CHE,2006,486703.9587
Switzerland,CHE,2007,461135.0389
Switzerland,CHE,2008,458375.5453
Switzerland,CHE,2009,450678.7617
Switzerland,CHE,2010,425160.188
Switzerland,CHE,2011,403654.1327
Switzerland,CHE,2012,377207.4362
Switzerland,CHE,2013,359008.963
Switzerland,CHE,2014,350440.068
Switzerland,CHE,2015,360873.5901
Tajikistan,TJK,2000,3914351.348
Tajikistan,TJK,2001,3940314.15
Tajikistan,TJK,2002,3969911.389
Tajikistan,TJK,2003,4002535.751
Tajikistan,TJK,2004,4036504.99
Tajikistan,TJK,2005,4071926.785
Tajikistan,TJK,2006,4108500.697
Tajikistan,TJK,2007,4146283.96
Tajikistan,TJK,2008,4185183.714
Tajikistan,TJK,2009,4225233.803
Tajikistan,TJK,2010,4266301.461
Tajikistan,TJK,2011,4308196.171
Tajikistan,TJK,2012,4350227.946
Tajikistan,TJK,2013,4391562.83
Tajikistan,TJK,2014,4431188.043
Tajikistan,TJK,2015,4527950.9
Tunisia,TUN,2000,6102991.981
Tunisia,TUN,2001,5669077.067
Tunisia,TUN,2002,5217366.865
Tunisia,TUN,2003,4751207.217
Tunisia,TUN,2004,4273832.396
Tunisia,TUN,2005,3787668.092
Tunisia,TUN,2006,3290686.521
Tunisia,TUN,2007,2781376.294
Tunisia,TUN,2008,2258261.71
Tunisia,TUN,2009,1720049.926
Tunisia,TUN,2010,1165876.36
Tunisia,TUN,2011,942942.5074
Tunisia,TUN,2012,910081.1011
Tunisia,TUN,2013,878394.9796
Tunisia,TUN,2014,857399.8898
Tunisia,TUN,2015,837338.7744
Turkmenistan,TKM,2000,1488749.275
Turkmenistan,TKM,2001,1445750.308
Turkmenistan,TKM,2002,1400178.078
Turkmenistan,TKM,2003,1352975.165
Turkmenistan,TKM,2004,1305157.065
Turkmenistan,TKM,2005,1262109.638
Turkmenistan,TKM,2006,1219318.422
Turkmenistan,TKM,2007,1177004.591
Turkmenistan,TKM,2008,1136285.605
Turkmenistan,TKM,2009,1098509.784
Turkmenistan,TKM,2010,1064564.608
Turkmenistan,TKM,2011,1034921.425
Turkmenistan,TKM,2012,1008955.931
Turkmenistan,TKM,2013,984995.1006
Turkmenistan,TKM,2014,961388.2891
Turkmenistan,TKM,2015,936147.8894
Uganda,UGA,2000,23111042.96
Uganda,UGA,2001,23868528.99
Uganda,UGA,2002,24668751.3
Uganda,UGA,2003,25499278.55
Uganda,UGA,2004,26359293.05
Uganda,UGA,2005,27246055.56
Uganda,UGA,2006,28158587.98
Uganda,UGA,2007,29098568.78
Uganda,UGA,2008,30066347.46
Uganda,UGA,2009,31062816.4
Uganda,UGA,2010,32088435.78
Uganda,UGA,2011,33143198.59
Uganda,UGA,2012,34226161.74
Uganda,UGA,2013,35336147.13
Uganda,UGA,2014,36471639.33
Uganda,UGA,2015,37631575.01
Ukraine,UKR,2000,17660299.41
Ukraine,UKR,2001,17407683.65
Ukraine,UKR,2002,17155702.23
Ukraine,UKR,2003,16980791.18
Ukraine,UKR,2004,15558478.09
Ukraine,UKR,2005,14143410.78
Ukraine,UKR,2006,12744260.46
Ukraine,UKR,2007,11367752.55
Ukraine,UKR,2008,10003906.65
Ukraine,UKR,2009,8677112.849
Ukraine,UKR,2010,7368614.244
Ukraine,UKR,2011,6074000.476
Ukraine,UKR,2012,4827254.519
Ukraine,UKR,2013,3784189.745
Ukraine,UKR,2014,3840475.421
Ukraine,UKR,2015,3843290.453
United Kingdom,GBR,2000,2586224.674
United Kingdom,GBR,2001,2609441.614
United Kingdom,GBR,2002,2648847.723
United Kingdom,GBR,2003,2689512.314
United Kingdom,GBR,2004,2744989.831
United Kingdom,GBR,2005,2810329.522
United Kingdom,GBR,2006,2836194.975
United Kingdom,GBR,2007,2830747.17
United Kingdom,GBR,2008,2800873.47
United Kingdom,GBR,2009,2761726.634
United Kingdom,GBR,2010,2777856.754
United Kingdom,GBR,2011,2841644.282
United Kingdom,GBR,2012,2891992.821
United Kingdom,GBR,2013,2954642.949
United Kingdom,GBR,2014,3080225.638
United Kingdom,GBR,2015,3228188.735
United States,USA,2005,2474187.006
United States,USA,2006,2624321.52
United States,USA,2007,2688402.014
United States,USA,2008,2742151.234
United States,USA,2009,2668220.162
United States,USA,2010,2596943.06
United States,USA,2011,2392727.382
United States,USA,2012,2335353.826
United States,USA,2013,2241686.83
United States,USA,2014,2317861.81
United States,USA,2015,2410849.532
Uzbekistan,UZB,2000,12036855.83
Uzbekistan,UZB,2001,12187749.61
Uzbekistan,UZB,2002,12345645.97
Uzbekistan,UZB,2003,12498923.25
Uzbekistan,UZB,2004,12650871.91
Uzbekistan,UZB,2005,12799968.2
Uzbekistan,UZB,2006,12957049.19
Uzbekistan,UZB,2007,13200939.46
Uzbekistan,UZB,2008,13493407.92
Uzbekistan,UZB,2009,13771145.88
Uzbekistan,UZB,2010,14367268.63
Uzbekistan,UZB,2011,14932850.82
Uzbekistan,UZB,2012,15144452.06
World,OWID_WRL,2000,2358513294
World,OWID_WRL,2001,2366403646
World,OWID_WRL,2002,2333731045
World,OWID_WRL,2003,2304664012
World,OWID_WRL,2004,2272814901
World,OWID_WRL,2005,2211369244
World,OWID_WRL,2006,2175294041
World,OWID_WRL,2007,2138399930
World,OWID_WRL,2008,2101573649
World,OWID_WRL,2009,2063830919
World,OWID_WRL,2010,2025141479
World,OWID_WRL,2011,2025326921
World,OWID_WRL,2012,2044867050
World,OWID_WRL,2013,2079298895
World,OWID_WRL,2014,2102512493
World,OWID_WRL,2015,2127861811
