Entity,Code,Year,"Out-of-school children of primary school age, female (number) ( )"
Italy,ITA,2006,16786
Italy,ITA,2007,18501
Italy,ITA,2008,19538
Italy,ITA,2009,17910
Italy,ITA,2010,15542
Italy,ITA,2011,20569
Italy,ITA,2012,14079
Italy,ITA,2013,10705
Jamaica,JAM,1975,10722
Jamaica,JAM,1976,15398
Jamaica,JAM,1977,13483
Jamaica,JAM,1979,5628
Jamaica,JAM,1980,4379
Jamaica,JAM,1981,5153
Jamaica,JAM,1983,2034
Jamaica,JAM,1984,3717
Jamaica,JAM,1985,4855
Jamaica,JAM,1986,4200
Jamaica,JAM,1987,3029
Jamaica,JAM,1988,6767
Jamaica,JAM,1989,651
Jamaica,JAM,1990,2583
Jamaica,JAM,1991,5409
Jamaica,JAM,1993,12867
Jamaica,JAM,1999,13045
Jamaica,JAM,2000,10672
Jamaica,JAM,2001,11066
Jamaica,JAM,2002,11542
Jamaica,JAM,2003,13353
Jamaica,JAM,2004,10386
Japan,JPN,1972,28538
Japan,JPN,1973,54388
Japan,JPN,1974,128434
Japan,JPN,1975,58585
Japan,JPN,1982,7691
Japan,JPN,1983,32691
Japan,JPN,1984,23671
Japan,JPN,2010,2036
Japan,JPN,2011,1658
Japan,JPN,2012,1849
Japan,JPN,2013,1633
Jordan,JOR,1972,21661
Jordan,JOR,1980,9030
Jordan,JOR,1981,12537
Jordan,JOR,1982,14318
Jordan,JOR,1983,19420
Jordan,JOR,1984,20633
Jordan,JOR,1985,16212
Jordan,JOR,1999,4701
Jordan,JOR,2007,6343
Jordan,JOR,2008,18679
Jordan,JOR,2010,45000
Jordan,JOR,2011,52048
Jordan,JOR,2012,60532
Kazakhstan,KAZ,2000,30594
Kazakhstan,KAZ,2001,14560
Kazakhstan,KAZ,2002,8037
Kazakhstan,KAZ,2003,5269
Kazakhstan,KAZ,2004,4893
Kazakhstan,KAZ,2005,4513
Kazakhstan,KAZ,2006,9383
Kazakhstan,KAZ,2007,11955
Kazakhstan,KAZ,2008,5590
Kazakhstan,KAZ,2009,1711
Kazakhstan,KAZ,2011,1449
Kazakhstan,KAZ,2012,1534
Kazakhstan,KAZ,2013,1699
Kazakhstan,KAZ,2014,1971
Kazakhstan,KAZ,2015,446
Kenya,KEN,1999,958962
Kenya,KEN,2000,861725
Kenya,KEN,2001,829879
Kenya,KEN,2002,979252
Kenya,KEN,2003,664947
Kenya,KEN,2004,701839
Kenya,KEN,2005,663091
Kenya,KEN,2006,669455
Kenya,KEN,2007,379261
Kenya,KEN,2008,501833
Kenya,KEN,2009,484010
Kenya,KEN,2012,413319
Kiribati,KIR,1985,59
Kiribati,KIR,1986,80
Kiribati,KIR,1987,294
Kiribati,KIR,1989,97
Kuwait,KWT,1971,19345
Kuwait,KWT,1972,18889
Kuwait,KWT,1973,18691
Kuwait,KWT,1974,19424
Kuwait,KWT,1975,19218
Kuwait,KWT,1976,18163
Kuwait,KWT,1977,15945
Kuwait,KWT,1978,13662
Kuwait,KWT,1979,16222
Kuwait,KWT,1980,16254
Kuwait,KWT,1981,15803
Kuwait,KWT,1982,15089
Kuwait,KWT,1983,12562
Kuwait,KWT,1984,11019
Kuwait,KWT,1985,10386
Kuwait,KWT,1986,9808
Kuwait,KWT,1987,13620
Kuwait,KWT,1988,15647
Kuwait,KWT,1992,52012
Kuwait,KWT,1994,26282
Kuwait,KWT,1996,9062
Kuwait,KWT,1997,7222
Kuwait,KWT,1999,337
Kuwait,KWT,2000,587
Kuwait,KWT,2001,40
Kuwait,KWT,2005,4062
Kuwait,KWT,2007,830
Kuwait,KWT,2008,44
Kuwait,KWT,2010,508
Kuwait,KWT,2011,338
Kuwait,KWT,2012,556
Kuwait,KWT,2013,776
Kuwait,KWT,2014,799
Kyrgyzstan,KGZ,1996,23170
Kyrgyzstan,KGZ,1999,16971
Kyrgyzstan,KGZ,2000,18490
Kyrgyzstan,KGZ,2001,17411
Kyrgyzstan,KGZ,2002,17527
Kyrgyzstan,KGZ,2003,17841
Kyrgyzstan,KGZ,2004,6336
Kyrgyzstan,KGZ,2005,11947
Kyrgyzstan,KGZ,2006,9895
Kyrgyzstan,KGZ,2007,11799
Kyrgyzstan,KGZ,2008,12886
Kyrgyzstan,KGZ,2009,13712
Kyrgyzstan,KGZ,2010,12635
Kyrgyzstan,KGZ,2011,12443
Kyrgyzstan,KGZ,2012,6074
Kyrgyzstan,KGZ,2013,4170
Kyrgyzstan,KGZ,2014,4892
Laos,LAO,1992,137104
Laos,LAO,1993,128254
Laos,LAO,1994,121682
Laos,LAO,1996,120316
Laos,LAO,1997,114921
Laos,LAO,1998,106923
Laos,LAO,1999,106628
Laos,LAO,2000,106295
Laos,LAO,2001,110122
Laos,LAO,2002,107923
Laos,LAO,2003,98554
Laos,LAO,2004,93520
Laos,LAO,2005,86585
Laos,LAO,2006,79390
Laos,LAO,2007,67992
Laos,LAO,2008,56572
Laos,LAO,2009,44900
Laos,LAO,2010,27315
Laos,LAO,2011,25910
Laos,LAO,2012,26384
Laos,LAO,2013,20224
Laos,LAO,2014,20826
Latin America & Caribbean,,1970,3462769
Latin America & Caribbean,,1971,3488564
Latin America & Caribbean,,1972,3472724
Latin America & Caribbean,,1973,3400521
Latin America & Caribbean,,1974,3323020
Latin America & Caribbean,,1975,3336436
Latin America & Caribbean,,1976,3246472
Latin America & Caribbean,,1977,3073083
Latin America & Caribbean,,1978,2993622
Latin America & Caribbean,,1979,2692728
Latin America & Caribbean,,1980,2673675
Latin America & Caribbean,,1981,2498850
Latin America & Caribbean,,1982,2529290
Latin America & Caribbean,,1983,2554529
Latin America & Caribbean,,1984,2586747
Latin America & Caribbean,,1985,2532535
Latin America & Caribbean,,1986,2550381
Latin America & Caribbean,,1987,2504021
Latin America & Caribbean,,1988,2559268
Latin America & Caribbean,,1989,2750162
Latin America & Caribbean,,1990,2613692
Latin America & Caribbean,,1991,2524760
Latin America & Caribbean,,1992,2285836
Latin America & Caribbean,,1993,2215964
Latin America & Caribbean,,1994,2337476
Latin America & Caribbean,,1995,2345746
Latin America & Caribbean,,1996,2258994
Latin America & Caribbean,,1997,2206232
Latin America & Caribbean,,1998,1726108
Latin America & Caribbean,,1999,1389500
Latin America & Caribbean,,2000,1205031
Latin America & Caribbean,,2001,1189195
Latin America & Caribbean,,2002,1209827
Latin America & Caribbean,,2003,1494868
Latin America & Caribbean,,2004,1407711
Latin America & Caribbean,,2005,1246013
Latin America & Caribbean,,2006,1399649
Latin America & Caribbean,,2007,1530834
Latin America & Caribbean,,2008,1293113
Latin America & Caribbean,,2009,1165773
Latin America & Caribbean,,2010,1170803
Latin America & Caribbean,,2011,1173448
Latin America & Caribbean,,2012,1254001
Latin America & Caribbean,,2013,1588698
Latin America & Caribbean,,2014,1640718
Latin America & Caribbean (all income levels),,1970,3490278
Latin America & Caribbean (all income levels),,1971,3514430
Latin America & Caribbean (all income levels),,1972,3500801
Latin America & Caribbean (all income levels),,1973,3427359
Latin America & Caribbean (all income levels),,1974,3356889
Latin America & Caribbean (all income levels),,1975,3368485
Latin America & Caribbean (all income levels),,1976,3271295
Latin America & Caribbean (all income levels),,1977,3096244
Latin America & Caribbean (all income levels),,1978,3019508
Latin America & Caribbean (all income levels),,1979,2729730
Latin America & Caribbean (all income levels),,1980,2723951
Latin America & Caribbean (all income levels),,1981,2530598
Latin America & Caribbean (all income levels),,1982,2580021
Latin America & Caribbean (all income levels),,1983,2611398
Latin America & Caribbean (all income levels),,1984,2660067
Latin America & Caribbean (all income levels),,1985,2597739
Latin America & Caribbean (all income levels),,1986,2626011
Latin America & Caribbean (all income levels),,1987,2590150
Latin America & Caribbean (all income levels),,1988,2654293
Latin America & Caribbean (all income levels),,1989,2841140
Latin America & Caribbean (all income levels),,1990,2698691
Latin America & Caribbean (all income levels),,1991,2615498
Latin America & Caribbean (all income levels),,1992,2404010
Latin America & Caribbean (all income levels),,1993,2337330
Latin America & Caribbean (all income levels),,1994,2464361
Latin America & Caribbean (all income levels),,1995,2476191
Latin America & Caribbean (all income levels),,1996,2392230
Latin America & Caribbean (all income levels),,1997,2313243
Latin America & Caribbean (all income levels),,1998,1813490
Latin America & Caribbean (all income levels),,1999,1455043
Latin America & Caribbean (all income levels),,2000,1267631
Latin America & Caribbean (all income levels),,2001,1256447
Latin America & Caribbean (all income levels),,2002,1279515
Latin America & Caribbean (all income levels),,2003,1573514
Latin America & Caribbean (all income levels),,2004,1448196
Latin America & Caribbean (all income levels),,2005,1293012
Latin America & Caribbean (all income levels),,2006,1445958
Latin America & Caribbean (all income levels),,2007,1576944
Latin America & Caribbean (all income levels),,2008,1340258
Latin America & Caribbean (all income levels),,2009,1228925
Latin America & Caribbean (all income levels),,2010,1226388
Latin America & Caribbean (all income levels),,2011,1243486
Latin America & Caribbean (all income levels),,2012,1326326
Latin America & Caribbean (all income levels),,2013,1665257
Latin America & Caribbean (all income levels),,2014,1712949
Latvia,LVA,1999,2157
Latvia,LVA,2008,1681
Latvia,LVA,2009,655
Latvia,LVA,2010,456
Latvia,LVA,2011,527
Latvia,LVA,2012,592
Latvia,LVA,2013,586
Latvia,LVA,2014,1483
Least developed countries: UN classification,,1970,18160444
Least developed countries: UN classification,,1971,19027672
Least developed countries: UN classification,,1972,18344456
Least developed countries: UN classification,,1973,17774746
Least developed countries: UN classification,,1974,18083044
Least developed countries: UN classification,,1975,17400976
Least developed countries: UN classification,,1976,16989120
Least developed countries: UN classification,,1977,17068864
Least developed countries: UN classification,,1978,17003922
Least developed countries: UN classification,,1979,16960132
Least developed countries: UN classification,,1980,16737410
Least developed countries: UN classification,,1981,17177124
Least developed countries: UN classification,,1982,17841216
Least developed countries: UN classification,,1983,18275948
Least developed countries: UN classification,,1984,18603820
Least developed countries: UN classification,,1985,19359636
Least developed countries: UN classification,,1986,19774856
Least developed countries: UN classification,,1987,20584782
Least developed countries: UN classification,,1988,20073972
Least developed countries: UN classification,,1989,20643576
Least developed countries: UN classification,,1990,21293448
Least developed countries: UN classification,,1991,21136692
Least developed countries: UN classification,,1992,21551032
Least developed countries: UN classification,,1993,21998304
Least developed countries: UN classification,,1994,22099156
Least developed countries: UN classification,,1995,22034100
Least developed countries: UN classification,,1996,22447506
Least developed countries: UN classification,,1997,22201874
Least developed countries: UN classification,,1998,22570200
Least developed countries: UN classification,,1999,22881802
Least developed countries: UN classification,,2000,22168840
Least developed countries: UN classification,,2001,21423206
Least developed countries: UN classification,,2002,20033158
Least developed countries: UN classification,,2003,18865888
Least developed countries: UN classification,,2004,17718192
Least developed countries: UN classification,,2005,16717819
Least developed countries: UN classification,,2006,15602863
Least developed countries: UN classification,,2007,15299467
Least developed countries: UN classification,,2008,14550853
Least developed countries: UN classification,,2009,14331914
Least developed countries: UN classification,,2010,14891955
Least developed countries: UN classification,,2011,14312191
Least developed countries: UN classification,,2012,13842880
Least developed countries: UN classification,,2013,13561652
Least developed countries: UN classification,,2014,13568624
Lebanon,LBN,1997,25833
Lebanon,LBN,2003,7632
Lebanon,LBN,2004,13514
Lebanon,LBN,2005,25268
Lebanon,LBN,2006,33677
Lebanon,LBN,2007,31157
Lebanon,LBN,2008,28552
Lebanon,LBN,2009,26159
Lebanon,LBN,2010,22014
Lebanon,LBN,2011,22357
Lebanon,LBN,2012,30002
Lebanon,LBN,2013,34523
Lesotho,LSO,1970,25926
Lesotho,LSO,1972,31390
Lesotho,LSO,1973,32338
Lesotho,LSO,1974,23406
Lesotho,LSO,1976,23395
Lesotho,LSO,1977,22493
Lesotho,LSO,1978,32364
Lesotho,LSO,1979,31153
Lesotho,LSO,1980,32330
Lesotho,LSO,1981,34076
Lesotho,LSO,1982,29835
Lesotho,LSO,1983,32189
Lesotho,LSO,1984,31871
Lesotho,LSO,1985,29259
Lesotho,LSO,1986,29443
Lesotho,LSO,1987,26763
Lesotho,LSO,1988,25268
Lesotho,LSO,1989,27232
Lesotho,LSO,1990,30385
Lesotho,LSO,1991,27811
Lesotho,LSO,1992,28131
Lesotho,LSO,1993,33437
Lesotho,LSO,1994,32968
Lesotho,LSO,1995,36838
Lesotho,LSO,1996,36764
Lesotho,LSO,1998,54110
Lesotho,LSO,1999,62248
Lesotho,LSO,2000,27285
Lesotho,LSO,2001,27434
Lesotho,LSO,2002,27661
Lesotho,LSO,2003,28056
Lesotho,LSO,2004,33402
Lesotho,LSO,2005,35396
Lesotho,LSO,2006,35537
Lesotho,LSO,2007,40915
Lesotho,LSO,2008,38388
Lesotho,LSO,2009,36482
Lesotho,LSO,2010,33169
Lesotho,LSO,2011,30629
Lesotho,LSO,2012,27745
Lesotho,LSO,2013,30561
Lesotho,LSO,2014,29707
Liberia,LBR,1999,122040
Liberia,LBR,2006,168727
Liberia,LBR,2008,167352
Liberia,LBR,2009,183644
Liberia,LBR,2011,194833
Liberia,LBR,2014,220411
Libya,LBY,1971,60104
Libya,LBY,1972,45339
Libya,LBY,1978,22514
Liechtenstein,LIE,2014,18
Lithuania,LTU,1998,2328
Lithuania,LTU,1999,2134
Lithuania,LTU,2000,2062
Lithuania,LTU,2001,2142
Lithuania,LTU,2002,2031
Lithuania,LTU,2003,3490
Lithuania,LTU,2004,6797
Lithuania,LTU,2005,6840
Lithuania,LTU,2006,5179
Lithuania,LTU,2007,2484
Lithuania,LTU,2008,774
Lithuania,LTU,2009,426
Lithuania,LTU,2010,363
Lithuania,LTU,2011,1059
Lithuania,LTU,2012,654
Lithuania,LTU,2013,77
Lithuania,LTU,2014,66
Low & middle income,,1970,74386072
Low & middle income,,1971,77235136
Low & middle income,,1972,76382496
Low & middle income,,1973,71140856
Low & middle income,,1974,70235496
Low & middle income,,1975,67752840
Low & middle income,,1976,67713208
Low & middle income,,1977,70788784
Low & middle income,,1978,77497192
Low & middle income,,1979,78224368
Low & middle income,,1980,76381440
Low & middle income,,1981,74289760
Low & middle income,,1982,73531752
Low & middle income,,1983,72757800
Low & middle income,,1984,71454688
Low & middle income,,1985,68313744
Low & middle income,,1986,64716456
Low & middle income,,1987,63520856
Low & middle income,,1988,61287776
Low & middle income,,1989,60269008
Low & middle income,,1990,61295768
Low & middle income,,1991,61045064
Low & middle income,,1992,61908692
Low & middle income,,1993,61720136
Low & middle income,,1994,61740472
Low & middle income,,1995,63616608
Low & middle income,,1996,64891760
Low & middle income,,1997,64916404
Low & middle income,,1998,63538736
Low & middle income,,1999,60258224
Low & middle income,,2000,56710832
Low & middle income,,2001,54147456
Low & middle income,,2002,49914656
Low & middle income,,2003,43014656
Low & middle income,,2004,40075232
Low & middle income,,2005,39431612
Low & middle income,,2006,37482392
Low & middle income,,2007,33892504
Low & middle income,,2008,32411348
Low & middle income,,2009,31888874
Low & middle income,,2010,31482100
Low & middle income,,2011,30763488
Low & middle income,,2012,30385948
Low & middle income,,2013,30693644
Low & middle income,,2014,30960130
Low income,,1973,11776001
Low income,,1974,11921455
Low income,,1975,11802041
Low income,,1976,11674606
Low income,,1977,11514317
Low income,,1978,11524246
Low income,,1979,11547424
Low income,,1980,11261353
Low income,,1981,11523607
Low income,,1982,11988442
Low income,,1983,12080576
Low income,,1984,12447794
Low income,,1985,12860519
Low income,,1986,13119202
Low income,,1987,13899423
Low income,,1988,14257317
Low income,,1989,14814893
Low income,,1990,15541630
Low income,,1991,15540202
Low income,,1992,16202734
Low income,,1993,16713392
Low income,,1994,16904800
Low income,,1995,16811788
Low income,,1996,17252660
Low income,,1997,16892156
Low income,,1998,17289652
Low income,,1999,17581910
Low income,,2000,17289256
Low income,,2001,16835276
Low income,,2002,15742728
Low income,,2003,14914323
Low income,,2004,14199174
Low income,,2005,13579867
Low income,,2006,12600703
Low income,,2007,12172297
Low income,,2008,11218148
Low income,,2009,11190951
Low income,,2010,11600016
Low income,,2011,11307488
Low income,,2012,11061239
Low income,,2013,10868788
Low income,,2014,10838949
Lower middle income,,1970,39270016
Lower middle income,,1971,40426280
Lower middle income,,1972,40249244
Lower middle income,,1973,39130340
Lower middle income,,1974,40156636
Lower middle income,,1975,39198036
Lower middle income,,1976,39117808
Lower middle income,,1977,38144712
Lower middle income,,1978,39665928
Lower middle income,,1979,39599156
Lower middle income,,1980,38947108
Lower middle income,,1981,38042596
Lower middle income,,1982,36899384
Lower middle income,,1983,36439392
Lower middle income,,1984,36209420
Lower middle income,,1985,37098396
Lower middle income,,1986,37287124
Lower middle income,,1987,38926544
Lower middle income,,1988,38108680
Lower middle income,,1989,37133812
Lower middle income,,1990,38235272
Lower middle income,,1991,38574792
Lower middle income,,1992,38802876
Lower middle income,,1993,37499680
Lower middle income,,1994,36201240
Lower middle income,,1995,37017896
Lower middle income,,1996,37034152
Lower middle income,,1997,36873584
Lower middle income,,1998,37237192
Lower middle income,,1999,35757544
Lower middle income,,2000,33170210
Lower middle income,,2001,31935400
Lower middle income,,2002,31404134
Lower middle income,,2003,25163542
Lower middle income,,2004,23135360
Lower middle income,,2005,21487642
Lower middle income,,2006,20118144
Lower middle income,,2007,17323484
Lower middle income,,2008,17213348
Lower middle income,,2009,16842440
Lower middle income,,2010,15914849
Lower middle income,,2011,15414520
Lower middle income,,2012,15196657
Lower middle income,,2013,15404347
Lower middle income,,2014,15744947
Luxembourg,LUX,1972,1259
Luxembourg,LUX,1973,1394
Luxembourg,LUX,1974,1145
Luxembourg,LUX,1975,1280
Luxembourg,LUX,1976,1316
Luxembourg,LUX,1977,1276
Luxembourg,LUX,1978,1330
Luxembourg,LUX,1981,2824
Luxembourg,LUX,1982,1932
Luxembourg,LUX,1983,2095
Luxembourg,LUX,1984,2171
Luxembourg,LUX,1986,2109
Luxembourg,LUX,1987,2479
Luxembourg,LUX,1988,1682
Luxembourg,LUX,1999,248
Luxembourg,LUX,2000,281
Luxembourg,LUX,2001,482
Luxembourg,LUX,2002,471
Luxembourg,LUX,2003,645
Luxembourg,LUX,2004,531
Luxembourg,LUX,2005,293
Luxembourg,LUX,2006,201
Luxembourg,LUX,2007,205
Luxembourg,LUX,2008,310
Luxembourg,LUX,2010,669
Luxembourg,LUX,2011,762
Luxembourg,LUX,2012,696
Luxembourg,LUX,2013,686
Macao,MAC,1990,2343
Macao,MAC,1992,2143
Macedonia,MKD,1998,3759
Macedonia,MKD,1999,3934
Macedonia,MKD,2000,2102
Macedonia,MKD,2001,1641
Macedonia,MKD,2002,2298
Macedonia,MKD,2003,3361
Macedonia,MKD,2004,3669
Macedonia,MKD,2005,4098
Macedonia,MKD,2006,5119
Macedonia,MKD,2007,5684
Macedonia,MKD,2008,7584
Macedonia,MKD,2009,6915
Macedonia,MKD,2010,4546
Macedonia,MKD,2012,7575
Madagascar,MDG,1972,208174
Madagascar,MDG,1989,264889
Madagascar,MDG,1990,263135
Madagascar,MDG,1995,368240
Madagascar,MDG,1996,404586
Madagascar,MDG,1999,388737
Madagascar,MDG,2000,382214
Madagascar,MDG,2001,375192
Madagascar,MDG,2002,376630
Madagascar,MDG,2003,273476
Malawi,MWI,1999,47898
Malawi,MWI,2006,891
Malawi,MWI,2007,48564
Maldives,MDV,1997,1389
Maldives,MDV,1999,1215
Maldives,MDV,2000,681
Maldives,MDV,2001,345
Maldives,MDV,2002,368
Maldives,MDV,2005,397
Maldives,MDV,2006,544
Maldives,MDV,2007,689
Maldives,MDV,2008,1799
Maldives,MDV,2009,903
Mali,MLI,1971,374392
Mali,MLI,1999,533747
Mali,MLI,2002,506461
Mali,MLI,2003,522929
Mali,MLI,2004,517836
Mali,MLI,2005,504275
Mali,MLI,2006,500772
Mali,MLI,2007,491945
Mali,MLI,2009,445720
Mali,MLI,2010,443264
Mali,MLI,2011,440172
Mali,MLI,2012,478514
Mali,MLI,2014,553371
Malta,MLT,1971,3099
Malta,MLT,1972,3007
Malta,MLT,1973,2816
Malta,MLT,1974,2309
Malta,MLT,1975,1744
Malta,MLT,1976,953
Malta,MLT,1977,77
Malta,MLT,1981,576
Malta,MLT,1982,475
Malta,MLT,1983,1154
Malta,MLT,1984,1121
Malta,MLT,1985,803
Malta,MLT,1986,974
Malta,MLT,1987,1295
Malta,MLT,1988,1157
Malta,MLT,1989,756
Malta,MLT,1990,298
Malta,MLT,1991,80
Malta,MLT,1994,557
Malta,MLT,1995,840
Malta,MLT,1996,680
Malta,MLT,1997,698
Malta,MLT,2011,2171
Malta,MLT,2012,1962
Malta,MLT,2013,1392
Malta,MLT,2014,723
Marshall Islands,MHL,2002,92
Mauritania,MRT,1994,102625
Mauritania,MRT,1995,94145
Mauritania,MRT,1996,88690
Mauritania,MRT,1998,83087
Mauritania,MRT,1999,85136
Mauritania,MRT,2000,86978
Mauritania,MRT,2001,82682
Mauritania,MRT,2002,84337
Mauritania,MRT,2003,79114
Mauritania,MRT,2004,64157
Mauritania,MRT,2005,68211
Mauritania,MRT,2006,64090
Mauritania,MRT,2007,63067
Mauritania,MRT,2008,72718
Mauritania,MRT,2009,77131
Mauritania,MRT,2010,77449
Mauritania,MRT,2011,76150
Mauritania,MRT,2012,79230
Mauritania,MRT,2013,74560
Mauritania,MRT,2014,69010
Mauritius,MUS,1972,16976
Mauritius,MUS,1973,16424
Mauritius,MUS,1974,15711
Mauritius,MUS,1975,14637
Mauritius,MUS,1976,14306
Mauritius,MUS,1977,11905
Mauritius,MUS,1978,13409
Mauritius,MUS,1979,15287
Mauritius,MUS,1980,14807
Mauritius,MUS,1981,12074
Mauritius,MUS,1982,7979
Mauritius,MUS,1983,5781
Mauritius,MUS,1984,3357
Mauritius,MUS,1986,841
Mauritius,MUS,1990,1331
Mauritius,MUS,1991,3993
Mauritius,MUS,1993,3884
Mauritius,MUS,1994,3424
Mauritius,MUS,1995,2872
Mauritius,MUS,1996,1710
Mauritius,MUS,1997,1206
Mauritius,MUS,1998,2389
Mauritius,MUS,1999,4391
Mauritius,MUS,2000,4240
Mauritius,MUS,2001,4382
Mauritius,MUS,2002,3237
Mauritius,MUS,2003,3449
Mauritius,MUS,2004,3000
Mauritius,MUS,2005,2017
Mauritius,MUS,2006,1892
Mauritius,MUS,2007,1616
Mauritius,MUS,2008,1638
Mauritius,MUS,2009,1451
Mauritius,MUS,2010,1362
Mauritius,MUS,2011,1139
Mauritius,MUS,2012,2725
Mauritius,MUS,2013,1306
Mauritius,MUS,2014,1201
Mexico,MEX,1971,948418
Mexico,MEX,1997,296837
Mexico,MEX,1998,292380
Mexico,MEX,1999,90005
Mexico,MEX,2000,64375
Mexico,MEX,2001,76152
Mexico,MEX,2002,36241
Mexico,MEX,2003,79754
Mexico,MEX,2004,157377
Mexico,MEX,2005,252534
Mexico,MEX,2006,322467
Mexico,MEX,2007,347760
Mexico,MEX,2008,356807
Mexico,MEX,2009,309685
Mexico,MEX,2010,243397
Mexico,MEX,2011,182144
Mexico,MEX,2012,137703
Mexico,MEX,2013,141671
Mexico,MEX,2014,128037
Micronesia (country),FSM,2014,826
Middle East & North Africa,,1970,5421521
Middle East & North Africa,,1971,5588587
Middle East & North Africa,,1972,5215113
Middle East & North Africa,,1973,5160576
Middle East & North Africa,,1974,5170629
Middle East & North Africa,,1975,4853620
Middle East & North Africa,,1976,4617176
Middle East & North Africa,,1977,4473184
Middle East & North Africa,,1978,4367602
Middle East & North Africa,,1979,4597032
Middle East & North Africa,,1980,4231434
Middle East & North Africa,,1981,4375250
Middle East & North Africa,,1982,4209439
Middle East & North Africa,,1983,4177056
Middle East & North Africa,,1984,4083689
Middle East & North Africa,,1985,4116293
Middle East & North Africa,,1986,4071090
Middle East & North Africa,,1987,4018794
Middle East & North Africa,,1988,3968465
Middle East & North Africa,,1989,4080754
Middle East & North Africa,,1990,3677387
Middle East & North Africa,,1991,3594127
Middle East & North Africa,,1992,4286114
Middle East & North Africa,,1993,4295194
Middle East & North Africa,,1994,3933071
Middle East & North Africa,,1995,4321976
Middle East & North Africa,,1996,3831468
Middle East & North Africa,,1997,3889559
Middle East & North Africa,,1998,3841194
Middle East & North Africa,,1999,3727461
Middle East & North Africa,,2000,3470873
Middle East & North Africa,,2001,2921893
Middle East & North Africa,,2002,2436265
Middle East & North Africa,,2003,2133951
Middle East & North Africa,,2004,1865345
Middle East & North Africa,,2005,1814962
Middle East & North Africa,,2006,1723184
Middle East & North Africa,,2007,1478754
Middle East & North Africa,,2008,1396817
Middle East & North Africa,,2009,1307054
Middle East & North Africa,,2010,1145740
Middle East & North Africa,,2011,1115346
Middle East & North Africa,,2012,1085366
Middle East & North Africa,,2013,1271598
Middle East & North Africa,,2014,1396017
Middle East & North Africa (all income levels),,1970,5834533
Middle East & North Africa (all income levels),,1971,6019612
Middle East & North Africa (all income levels),,1972,5656616
Middle East & North Africa (all income levels),,1973,5616500
Middle East & North Africa (all income levels),,1974,5644814
Middle East & North Africa (all income levels),,1975,5343884
Middle East & North Africa (all income levels),,1976,5124491
Middle East & North Africa (all income levels),,1977,4998234
Middle East & North Africa (all income levels),,1978,4917100
Middle East & North Africa (all income levels),,1979,5182403
Middle East & North Africa (all income levels),,1980,4838178
Middle East & North Africa (all income levels),,1981,5012319
Middle East & North Africa (all income levels),,1982,4866911
Middle East & North Africa (all income levels),,1983,4851378
Middle East & North Africa (all income levels),,1984,4767146
Middle East & North Africa (all income levels),,1985,4807346
Middle East & North Africa (all income levels),,1986,4758793
Middle East & North Africa (all income levels),,1987,4711258
Middle East & North Africa (all income levels),,1988,4667062
Middle East & North Africa (all income levels),,1989,4789285
Middle East & North Africa (all income levels),,1990,4397460
Middle East & North Africa (all income levels),,1991,4343294
Middle East & North Africa (all income levels),,1992,5041466
Middle East & North Africa (all income levels),,1993,5035876
Middle East & North Africa (all income levels),,1994,4654967
Middle East & North Africa (all income levels),,1995,5013174
Middle East & North Africa (all income levels),,1996,4488298
Middle East & North Africa (all income levels),,1997,4509475
Middle East & North Africa (all income levels),,1998,4418349
Middle East & North Africa (all income levels),,1999,4279905
Middle East & North Africa (all income levels),,2000,3998118
Middle East & North Africa (all income levels),,2001,3421650
Middle East & North Africa (all income levels),,2002,2914349
Middle East & North Africa (all income levels),,2003,2590342
Middle East & North Africa (all income levels),,2004,2300510
Middle East & North Africa (all income levels),,2005,2230440
Middle East & North Africa (all income levels),,2006,2131954
Middle East & North Africa (all income levels),,2007,1855283
Middle East & North Africa (all income levels),,2008,1739063
Middle East & North Africa (all income levels),,2009,1601866
Middle East & North Africa (all income levels),,2010,1331083
Middle East & North Africa (all income levels),,2011,1289235
Middle East & North Africa (all income levels),,2012,1209035
Middle East & North Africa (all income levels),,2013,1383037
Middle East & North Africa (all income levels),,2014,1505244
Middle income,,1970,62811008
Middle income,,1971,65462456
Middle income,,1972,64722244
Middle income,,1973,59364856
Middle income,,1974,58314040
Middle income,,1975,55950800
Middle income,,1976,56038604
Middle income,,1977,59274468
Middle income,,1978,65972944
Middle income,,1979,66676944
Middle income,,1980,65120084
Middle income,,1981,62766156
Middle income,,1982,61543312
Middle income,,1983,60677224
Middle income,,1984,59006896
Middle income,,1985,55453228
Middle income,,1986,51597252
Middle income,,1987,49621432
Middle income,,1988,47030460
Middle income,,1989,45454116
Middle income,,1990,45754136
Middle income,,1991,45504864
Middle income,,1992,45705960
Middle income,,1993,45006744
Middle income,,1994,44835672
Middle income,,1995,46804820
Middle income,,1996,47639096
Middle income,,1997,48024248
Middle income,,1998,46249084
Middle income,,1999,42676316
Middle income,,2000,39421572
Middle income,,2001,37312180
Middle income,,2002,34171928
Middle income,,2003,28100332
Middle income,,2004,25876060
Middle income,,2005,25851744
Middle income,,2006,24881690
Middle income,,2007,21720208
Middle income,,2008,21193200
Middle income,,2009,20697924
Middle income,,2010,19882084
Middle income,,2011,19456000
Middle income,,2012,19324708
Middle income,,2013,19824856
Middle income,,2014,20121180
Moldova,MDA,2000,9634
Moldova,MDA,2001,6466
Moldova,MDA,2002,4693
Moldova,MDA,2003,3936
Moldova,MDA,2004,3396
Moldova,MDA,2005,6178
