Entity,Code,Year,Female share in agriculture (%),Female share in industry (%),Female share in services (%)
Ireland,IRL,1998,11.14,22.51,51.97
Ireland,IRL,1999,11.08,21.86,52.92
Ireland,IRL,2000,10.82,21.51,53.38
Ireland,IRL,2001,10.6,20.75,53.75
Ireland,IRL,2002,10.42,20.07,54.62
Ireland,IRL,2003,11.72,19.56,54.71
Ireland,IRL,2004,9.51,20.15,54.25
Ireland,IRL,2005,9.77,18.33,55.69
Ireland,IRL,2006,9.83,17.33,55.62
Ireland,IRL,2007,10.46,16.77,56.34
Ireland,IRL,2008,11.55,17.53,55.84
Ireland,IRL,2009,9.8,20.14,55.59
Ireland,IRL,2010,10.72,20.87,55.07
Ireland,IRL,2011,10.58,21.6,54.8
Ireland,IRL,2012,12.11,22.39,54.5
Ireland,IRL,2013,11.78,22.14,54.28
Ireland,IRL,2014,12.08,21.27,54.1
Ireland,IRL,2015,11.6,20.45,54.56
Ireland,IRL,2016,11.24,21.05,54.79
Isle of Man,IMN,2001,15.36,15.55,51.82
Isle of Man,IMN,2006,17.05,12.17,52.69
Isle of Man,IMN,2011,18.24,12.54,52.54
Isle of Man,IMN,2016,19.14,12.91,53.61
Israel,ISR,1973,24.24,18.42,40.75
Israel,ISR,1974,21.68,17.47,41.89
Israel,ISR,1975,23.04,17.06,42.68
Israel,ISR,1976,23.13,17.31,42.94
Israel,ISR,1977,22.45,17.58,43.37
Israel,ISR,1978,23.14,18.23,44.5
Israel,ISR,1979,23.72,19.67,44.81
Israel,ISR,1980,23.48,18.41,46.12
Israel,ISR,1981,20.57,18.21,46.53
Israel,ISR,1982,20,18.35,46.52
Israel,ISR,1983,18.59,18.46,47.22
Israel,ISR,1984,20.94,19.13,47.28
Israel,ISR,1985,21.5,20.88,47.3
Israel,ISR,1986,19,21.3,47.57
Israel,ISR,1987,20.97,21.62,47.83
Israel,ISR,1988,20.81,21.71,47.81
Israel,ISR,1989,20.86,21.69,48.48
Israel,ISR,1990,22.37,21.44,48.56
Israel,ISR,1991,21.4,20.53,49.08
Israel,ISR,1992,22.15,20.77,49.93
Israel,ISR,1993,21.77,21.57,50.52
Israel,ISR,1994,22.47,22.53,50.97
Israel,ISR,1995,17.95,22.1,52.43
Israel,ISR,1996,18.41,22.55,52.67
Israel,ISR,1997,18.64,22.23,52.8
Israel,ISR,1998,20.86,22.24,53.2
Israel,ISR,1999,21.88,22.72,53.48
Israel,ISR,2000,18.23,22.89,53.84
Israel,ISR,2001,14.03,22.92,53.54
Israel,ISR,2002,16.69,22.8,53.67
Israel,ISR,2003,20.17,22.36,53.93
Israel,ISR,2004,18.73,23.02,53.58
Israel,ISR,2005,18.29,22.65,53.89
Israel,ISR,2006,16.21,21.75,53.98
Israel,ISR,2007,16.81,22.39,53.97
Israel,ISR,2008,18.28,22.97,53.79
Israel,ISR,2009,19.37,22.68,54.26
Israel,ISR,2010,22.62,22.31,54.25
Israel,ISR,2011,18.63,21.95,54.07
Israel,ISR,2012,19.03,22.48,53.05
Israel,ISR,2013,24.99,22.3,52.75
Israel,ISR,2014,25.09,21.81,53.22
Israel,ISR,2015,27.78,21.58,53.1
Israel,ISR,2016,25.98,22.6,53.04
Italy,ITA,1983,35.52,23.44,37.09
Italy,ITA,1984,33.53,23.52,37.22
Italy,ITA,1985,33.75,23.51,37.13
Italy,ITA,1986,34.79,23.71,37.64
Italy,ITA,1987,33.62,23.44,38.69
Italy,ITA,1988,33.51,23.84,38.76
Italy,ITA,1989,34.26,24.7,39.11
Italy,ITA,1990,35.48,24.5,39.37
Italy,ITA,1991,36.09,23.95,40.41
Italy,ITA,1992,37.02,23.13,41.27
Italy,ITA,1993,35,23.4,40.85
Italy,ITA,1994,34.6,23.63,41.4
Italy,ITA,1995,34.23,23.72,41.7
Italy,ITA,1996,32.5,23.83,42.25
Italy,ITA,1997,31.68,23.94,42.24
Italy,ITA,1998,31.53,23.62,42.84
Italy,ITA,1999,30.3,23.66,43.51
Italy,ITA,2000,30.64,23.79,43.92
Italy,ITA,2001,31.45,24.15,44.72
Italy,ITA,2002,30.06,23.99,45.1
Italy,ITA,2003,29.8,23.8,45.76
Italy,ITA,2004,30.09,22.67,47.77
Italy,ITA,2005,30.6,22.31,47.87
Italy,ITA,2006,30.8,22.03,48.15
Italy,ITA,2007,30.6,21.74,48.42
Italy,ITA,2008,30.77,21.41,49.06
Italy,ITA,2009,29.16,20.52,49.6
Italy,ITA,2010,29.33,20.09,49.95
Italy,ITA,2011,29.41,20.69,50.03
Italy,ITA,2012,29.05,20.87,50.5
Italy,ITA,2013,28.28,21.25,50.52
Italy,ITA,2014,27.73,20.85,50.79
Italy,ITA,2015,27.17,20.86,50.52
Italy,ITA,2016,27.16,20.76,50.54
Jamaica,JAM,1992,25.11,26.15,58.12
Jamaica,JAM,1993,21.56,26.48,59.26
Jamaica,JAM,1994,22.28,26.79,58.24
Jamaica,JAM,1995,21.55,26.38,57.4
Jamaica,JAM,1996,21.08,24.49,57.19
Jamaica,JAM,1997,19.83,22.18,55.54
Jamaica,JAM,1998,19.79,19.59,56.41
Jamaica,JAM,1999,17.77,17.13,55.86
Jamaica,JAM,2000,18.2,15.02,55.56
Jamaica,JAM,2001,18.95,14.64,55.62
Jamaica,JAM,2002,20.6,15.76,55.85
Jamaica,JAM,2003,18.14,15.21,56.99
Jamaica,JAM,2004,19.99,12.47,56.98
Jamaica,JAM,2005,19.83,12.56,56.97
Jamaica,JAM,2006,19.36,11.09,57.72
Jamaica,JAM,2007,19.65,14.17,57.02
Jamaica,JAM,2008,22.33,15.6,57.13
Jamaica,JAM,2009,20.62,20.33,56.92
Jamaica,JAM,2010,20.09,18.77,56.48
Jamaica,JAM,2011,19.71,17.66,55.5
Jamaica,JAM,2012,18.96,18.13,55.41
Jamaica,JAM,2013,19.16,16.68,55.38
Jamaica,JAM,2014,18.66,17.06,55.54
Jamaica,JAM,2015,19.32,16.41,55.3
Jamaica,JAM,2016,22.96,16.97,55.23
Japan,JPN,1970,50.9,31.72,40.84
Japan,JPN,1971,50.55,31.17,40.37
Japan,JPN,1972,49.93,30.41,40.42
Japan,JPN,1973,50.5,31.22,40.77
Japan,JPN,1974,49.93,30.08,40.15
Japan,JPN,1975,50.08,28.78,40.3
Japan,JPN,1976,49.14,29.77,40.13
Japan,JPN,1977,48.74,30.23,40.88
Japan,JPN,1978,48.97,30.74,41.36
Japan,JPN,1979,49.27,30.77,41.52
Japan,JPN,1980,49.05,31.13,41.69
Japan,JPN,1981,48.29,31.42,41.72
Japan,JPN,1982,48.72,31.55,42.04
Japan,JPN,1983,48.21,32.21,42.59
Japan,JPN,1984,48.05,32.47,42.7
Japan,JPN,1985,47.94,32.35,42.95
Japan,JPN,1986,47.68,32.31,43.18
Japan,JPN,1987,47.65,32.2,43.37
Japan,JPN,1988,47.68,32.21,43.75
Japan,JPN,1989,47.3,32.73,44.06
Japan,JPN,1990,47.67,32.69,44.37
Japan,JPN,1991,47.07,32.6,44.77
Japan,JPN,1992,46.23,32.15,45.17
Japan,JPN,1993,45.95,31.39,45.18
Japan,JPN,1994,45.84,30.6,45.61
Japan,JPN,1995,46.05,30.18,45.68
Japan,JPN,1996,46.07,29.94,45.81
Japan,JPN,1997,45.43,29.63,46.15
Japan,JPN,1998,46.06,28.85,46.5
Japan,JPN,1999,45.07,28.3,46.68
Japan,JPN,2000,44.48,28.07,46.83
Japan,JPN,2001,44.09,27.83,47.1
Japan,JPN,2002,42.91,27.09,47.21
Japan,JPN,2003,43,27,47.3
Japan,JPN,2004,42.66,26.61,47.63
Japan,JPN,2005,42.2,25.97,47.8
Japan,JPN,2007,41.91,25.85,47.94
Japan,JPN,2008,41.48,25.25,48.02
Japan,JPN,2009,40.91,24.56,48.53
Japan,JPN,2010,40.39,24.55,48.69
Japan,JPN,2011,39.76,14.06,58.39
Japan,JPN,2012,38.75,23.8,49.44
Japan,JPN,2013,38.63,24,49.93
Japan,JPN,2014,38.26,24.73,49.63
Japan,JPN,2015,38.16,24.66,50.2
Japan,JPN,2016,37.84,24.69,50.51
Jordan,JOR,2002,12.07,9.26,16.68
Jordan,JOR,2004,5.65,11.33,19.15
Kazakhstan,KAZ,2001,46.39,28.73,56.13
Kazakhstan,KAZ,2002,46.94,28.63,55.39
Kazakhstan,KAZ,2003,46.5,28.91,56.3
Kazakhstan,KAZ,2004,46.01,28.84,56.6
Kazakhstan,KAZ,2005,46.54,29.18,56.1
Kazakhstan,KAZ,2006,46.46,30.48,56.53
Kazakhstan,KAZ,2007,46.27,30.81,56.79
Kazakhstan,KAZ,2008,47.26,29.88,56.87
Kazakhstan,KAZ,2009,47.84,29.26,56.45
Kazakhstan,KAZ,2010,47.23,29.81,56.18
Kazakhstan,KAZ,2011,48.47,29.48,55.68
Kazakhstan,KAZ,2012,47.56,29.16,55.85
Kazakhstan,KAZ,2013,46.88,30.06,56.24
Kazakhstan,KAZ,2015,45.99,27.11,56.31
Kenya,KEN,1999,58.05,29.01,42.88
Kiribati,KIR,2000,14.57,15.23,39.32
Kiribati,KIR,2005,25.32,20.47,41.52
Kiribati,KIR,2010,17.62,68.12,46.18
Kosovo,OWID_KOS,2012,24.46,7.38,26.24
Kosovo,OWID_KOS,2014,12.85,7.59,30.1
Kosovo,OWID_KOS,2015,10.58,6.68,29.34
Kosovo,OWID_KOS,2016,11.93,5.63,30.52
Kuwait,KWT,1983,1.16,1.36,25.5
Kuwait,KWT,1988,1.39,1.82,32.26
Kyrgyzstan,KGZ,2002,42.8,26.78,48.72
Kyrgyzstan,KGZ,2003,43.66,28.98,49.42
Kyrgyzstan,KGZ,2004,42.47,26.51,49.46
Kyrgyzstan,KGZ,2005,41.18,24.81,50.57
Kyrgyzstan,KGZ,2006,41.03,23.28,51.14
Kyrgyzstan,KGZ,2012,40.23,21.44,50.11
Kyrgyzstan,KGZ,2013,41.38,21.75,46.35
Kyrgyzstan,KGZ,2014,44.48,23.22,45.78
Kyrgyzstan,KGZ,2015,43.98,20.83,46.42
Kyrgyzstan,KGZ,2016,41.1,20.33,47.08
Laos,LAO,2010,51.25,40.07,48.55
Latvia,LVA,1998,42.68,35.48,57.52
Latvia,LVA,1999,41.53,32.88,56.69
Latvia,LVA,2000,42.49,33.77,56.81
Latvia,LVA,2001,39.98,34.37,59.52
Latvia,LVA,2002,37.12,30.36,61.67
Latvia,LVA,2003,35.16,33.71,60.08
Latvia,LVA,2004,36.24,31.75,58.97
Latvia,LVA,2005,32.58,31.91,59.44
Latvia,LVA,2006,36.2,29.34,60.2
Latvia,LVA,2007,37.48,26.53,61.29
Latvia,LVA,2008,35.98,29.42,60.83
Latvia,LVA,2009,36.9,32.74,61.18
Latvia,LVA,2010,35.16,31.13,62.15
Latvia,LVA,2011,31.24,31.59,61.14
Latvia,LVA,2012,29.78,30.64,60.75
Latvia,LVA,2013,31,28.78,60.77
Latvia,LVA,2014,30.17,27.27,60.7
Latvia,LVA,2015,32.12,27.21,60.6
Latvia,LVA,2016,33.56,28.21,60.94
Lesotho,LSO,1997,35.17,39.07,64.74
Lesotho,LSO,1999,39.34,46.11,60.68
Lesotho,LSO,2008,16.83,36.06,58.34
Liberia,LBR,2010,50.29,25.92,55.83
Liechtenstein,LIE,2005,20.83,25.01,51.92
Liechtenstein,LIE,2006,21.36,25.16,51.62
Liechtenstein,LIE,2007,22,25.21,51.92
Liechtenstein,LIE,2008,19.5,25.65,51.96
Liechtenstein,LIE,2009,20.29,25.35,52.17
Liechtenstein,LIE,2010,20.89,25.23,52.44
Liechtenstein,LIE,2011,19.15,25.21,53.11
Liechtenstein,LIE,2012,17.87,25.22,52.84
Liechtenstein,LIE,2013,19.83,25.39,52.88
Liechtenstein,LIE,2014,19.67,25.17,52.97
Liechtenstein,LIE,2015,21.14,25.2,53.43
Liechtenstein,LIE,2016,21.54,24.77,53.27
Lithuania,LTU,1998,40.87,37.41,57.58
Lithuania,LTU,1999,39.48,39.38,58.63
Lithuania,LTU,2000,40.22,39.85,60.15
Lithuania,LTU,2001,37.87,40.13,60.31
Lithuania,LTU,2002,39.33,35.12,59.55
Lithuania,LTU,2003,41.28,37.15,58.79
Lithuania,LTU,2004,40.5,34.15,58.7
Lithuania,LTU,2005,39.5,35,58.55
Lithuania,LTU,2006,41.08,32.44,60.65
Lithuania,LTU,2007,37.39,31.84,60.76
Lithuania,LTU,2008,36.23,30.8,60.59
Lithuania,LTU,2009,38.62,34.3,61.54
Lithuania,LTU,2010,38.68,35.61,60.78
Lithuania,LTU,2011,39.43,34.6,59.73
Lithuania,LTU,2012,37.19,33.22,60.47
Lithuania,LTU,2013,36.77,32.2,59.77
Lithuania,LTU,2014,37.46,33.34,59.39
Lithuania,LTU,2015,37.27,33.5,59.56
Lithuania,LTU,2016,35.66,31.8,60.49
Luxembourg,LUX,1983,32.86,10.8,44.36
Luxembourg,LUX,1984,32.35,10.52,45.09
Luxembourg,LUX,1985,28.36,10.71,46.44
Luxembourg,LUX,1986,29.09,10.2,45.94
Luxembourg,LUX,1987,31.37,11.69,45.9
Luxembourg,LUX,1988,31.48,10.14,45.21
Luxembourg,LUX,1989,31.03,10.27,45.48
Luxembourg,LUX,1990,30.51,10.17,45.39
Luxembourg,LUX,1991,30.36,12.13,45.71
Luxembourg,LUX,1992,33.83,13.04,47.77
Luxembourg,LUX,1993,30.19,9.92,46.3
Luxembourg,LUX,1994,32.56,11.09,47.07
Luxembourg,LUX,1995,31.82,11.19,44.44
Luxembourg,LUX,1996,22.32,10.71,44.9
Luxembourg,LUX,1997,19.8,10.64,46.44
Luxembourg,LUX,1998,21.58,11.78,45.47
Luxembourg,LUX,1999,29.19,12.36,47.02
Luxembourg,LUX,2000,24.02,12.09,47.29
Luxembourg,LUX,2001,27.23,12.45,47.83
Luxembourg,LUX,2002,20.52,13.13,47.5
Luxembourg,LUX,2003,27.42,12.8,47.91
Luxembourg,LUX,2004,31.09,14.25,47.7
Luxembourg,LUX,2005,26.18,14.03,48.13
Luxembourg,LUX,2006,28.39,13.57,49.57
Luxembourg,LUX,2007,27.54,14.36,50.48
Luxembourg,LUX,2008,30.31,17.25,47.95
Luxembourg,LUX,2009,27.2,13.42,47.65
Luxembourg,LUX,2010,29.4,15.71,48.09
Luxembourg,LUX,2011,28.85,13.82,48.42
Luxembourg,LUX,2012,29.77,13.75,48.84
Luxembourg,LUX,2013,25.55,15.79,48.43
Luxembourg,LUX,2014,26.49,17.36,48.41
Luxembourg,LUX,2015,32.53,16.08,49.82
Luxembourg,LUX,2016,26.8,17.6,49.22
"Macau, China",,1989,9.06,48.66,34.59
"Macau, China",,1990,33.33,48.79,35.19
"Macau, China",,1991,50,49.38,35.14
"Macau, China",,1992,17.97,47.94,37.53
"Macau, China",,1993,18.83,44.59,40.35
"Macau, China",,1994,,48.67,40.79
"Macau, China",,1995,36.82,46.71,41.97
"Macau, China",,1996,,50.89,42.53
"Macau, China",,1997,,51.95,42.26
"Macau, China",,1998,,48.26,44.28
"Macau, China",,1999,,51.67,44.7
"Macau, China",,2000,25,50.55,45.88
"Macau, China",,2001,50,52.63,44.88
"Macau, China",,2002,66.67,52.22,46.47
"Macau, China",,2003,16.67,50.18,46.25
"Macau, China",,2004,28.57,48.64,47
"Macau, China",,2005,66.67,44.11,48.9
"Macau, China",,2006,60,36.42,49.78
"Macau, China",,2007,50,31.82,50.64
"Macau, China",,2008,50,28.17,51.16
"Macau, China",,2009,45.45,24.85,52.75
"Macau, China",,2010,50,26.77,52.89
"Macau, China",,2011,50,23.35,53.18
"Macau, China",,2012,50,21.04,52.7
"Macau, China",,2013,,18.34,53.34
"Macau, China",,2014,,14.26,53.86
"Macau, China",,2015,,14.47,53.66
"Macau, China",,2016,,16.64,53.44
Macedonia,MKD,2006,38.68,34.35,40.86
Macedonia,MKD,2007,37.12,35.89,42.02
Macedonia,MKD,2008,0,,
Macedonia,MKD,2011,39.78,33.7,43.19
Macedonia,MKD,2012,40.19,32.43,43.41
Macedonia,MKD,2013,43.26,33.88,42.39
Macedonia,MKD,2014,39.27,33.64,42.49
Macedonia,MKD,2015,39.14,32.03,44.92
Macedonia,MKD,2016,37.19,32.43,43.75
Madagascar,MDG,2003,49.78,43.94,46.79
Madagascar,MDG,2005,49.72,23.79,53.62
Malaysia,MYS,1980,39.37,27.69,31.36
Malaysia,MYS,1981,38.91,27.91,32.23
Malaysia,MYS,1982,40.42,29.83,31.74
Malaysia,MYS,1983,39.3,30.39,33.73
Malaysia,MYS,1984,39.09,29.22,33.63
Malaysia,MYS,1985,38.44,29.74,34.46
Malaysia,MYS,1986,36.91,31.9,34.91
Malaysia,MYS,1987,35.32,33.63,36.21
Malaysia,MYS,1988,34.97,33.8,36.19
Malaysia,MYS,1989,34.44,34.97,35.32
Malaysia,MYS,1990,34.52,36.07,35.75
Malaysia,MYS,1992,32.67,35.94,36.26
Malaysia,MYS,1993,30.9,34.11,35.87
Malaysia,MYS,1995,28.59,32.83,36.76
Malaysia,MYS,1996,30.21,31.53,37.88
Malaysia,MYS,1997,27.94,30.1,38.77
Malaysia,MYS,1998,26.69,29.85,38.43
Malaysia,MYS,1999,24.72,30.65,39.13
Malaysia,MYS,2000,26.55,31.17,40.04
Malaysia,MYS,2001,28.05,31.64,39.72
Malaysia,MYS,2002,27.77,30.39,41.01
Malaysia,MYS,2003,27.69,30.15,41.57
Malaysia,MYS,2004,25.97,29.69,42.01
Malaysia,MYS,2005,24.72,29.21,41.85
Malaysia,MYS,2006,24.37,29.11,42.12
Malaysia,MYS,2007,24.27,28.77,42.64
Malaysia,MYS,2008,23.05,28.31,42.52
Malaysia,MYS,2009,24.19,26.79,43.15
Malaysia,MYS,2010,22.62,26.59,43.6
Malaysia,MYS,2012,23.66,25.88,44.07
Malaysia,MYS,2013,24.13,26.32,45.64
Malaysia,MYS,2014,26.07,26.8,45.7
Malaysia,MYS,2015,24.27,26.79,46.36
Malaysia,MYS,2016,23.1,27.95,45.89
Maldives,MDV,1990,10.61,34.1,17.54
Maldives,MDV,1995,10.94,48.37,23.68
Maldives,MDV,2000,13.14,42.59,26.02
Maldives,MDV,2006,22.81,48.16,34.39
Mali,MLI,2014,45.18,38.13,48.6
Mali,MLI,2015,44.79,34.07,50.1
Mali,MLI,2016,41.69,28.34,48.78
Malta,MLT,2000,11.88,22.87,34.77
Malta,MLT,2001,1.42,21.93,34.24
Malta,MLT,2002,0.97,21.73,36.46
Malta,MLT,2003,7.35,18.91,36.25
Malta,MLT,2004,11.38,17.34,35.36
Malta,MLT,2005,8.66,17.36,37.26
Malta,MLT,2006,4.77,16.51,37.36
Malta,MLT,2007,6.87,16.34,38.69
Malta,MLT,2008,7.38,14.32,40.69
Malta,MLT,2009,10.39,16.19,40.19
Malta,MLT,2010,7.12,17.82,40.64
Malta,MLT,2011,6.23,18.22,41.07
Malta,MLT,2012,11.88,17.56,42.23
Malta,MLT,2013,13.33,20.09,43.11
Malta,MLT,2014,12.61,18.84,44.15
Malta,MLT,2015,9.28,17.37,44.69
Malta,MLT,2016,7.39,18.28,44.57
Marshall Islands,MHL,1999,11.68,38.03,35.38
Martinique,MTQ,1990,27.35,16.54,53.86
Mauritius,MUS,1995,27.37,33.54,30.81
Mauritius,MUS,2004,26.64,30.5,35.15
Mauritius,MUS,2005,29.18,29.2,35.65
Mauritius,MUS,2006,28.07,28.38,37.08
Mauritius,MUS,2007,27.79,26.59,37.93
Mauritius,MUS,2008,28.85,27.36,38.87
Mauritius,MUS,2009,31.55,27.64,38.74
Mauritius,MUS,2010,31.06,26.58,40.23
Mauritius,MUS,2011,29.24,26.6,40.55
Mauritius,MUS,2012,29.9,25.75,41.15
Mauritius,MUS,2013,27.39,25.54,42.81
Mauritius,MUS,2014,26.95,25.64,42.78
Mauritius,MUS,2015,28.82,25.49,43.74
Mauritius,MUS,2016,31.44,23.99,43.46
Mexico,MEX,1991,11.69,24.86,42.67
Mexico,MEX,1993,12.53,24.73,43.37
Mexico,MEX,1995,13.62,22.77,44.29
Mexico,MEX,1996,14.58,25.72,42.8
Mexico,MEX,1997,17,27.61,43.4
Mexico,MEX,1998,13.81,27.58,43.29
Mexico,MEX,1999,14.21,27.78,43.5
Mexico,MEX,2000,13.25,28.14,43.94
Mexico,MEX,2001,11.73,28.84,43.75
Mexico,MEX,2002,12.3,28.62,44.27
Mexico,MEX,2003,11.06,26.99,44.22
Mexico,MEX,2004,12.42,27.68,45.26
Mexico,MEX,2005,11.98,26.98,47.08
Mexico,MEX,2006,12.18,26.4,47.57
Mexico,MEX,2007,12.13,26.02,48.1
Mexico,MEX,2008,11.57,26.17,48.03
Mexico,MEX,2009,9.82,24.72,48.44
Mexico,MEX,2010,10.74,24.74,48.7
Mexico,MEX,2011,10.13,24.88,48.45
Mexico,MEX,2012,11.81,25.18,48.99
Mexico,MEX,2013,10.68,25.85,49.31
Mexico,MEX,2014,10.36,25.33,49.18
Mexico,MEX,2015,10.1,25.1,49.16
Mexico,MEX,2016,10.42,25.38,49.49
Moldova,MDA,2000,49.56,37.26,57.49
Moldova,MDA,2001,50.16,37.33,57.27
Moldova,MDA,2002,50.41,38.36,58.13
Moldova,MDA,2003,49.73,38.13,58.01
Moldova,MDA,2004,51.47,37.18,58.09
Moldova,MDA,2005,51.8,37.58,58.2
Moldova,MDA,2006,47.54,34.06,57.75
Moldova,MDA,2007,46.04,33.11,59.52
Moldova,MDA,2008,45.47,34.3,58.62
Moldova,MDA,2009,43.7,34.1,58.33
Moldova,MDA,2010,44.35,32.99,58.52
Moldova,MDA,2011,43.41,32.49,58.55
Moldova,MDA,2012,43.66,32.93,58.69
Moldova,MDA,2013,43.67,34.49,57.63
Moldova,MDA,2014,43.43,34.36,58.62
Moldova,MDA,2015,43.63,33.01,60.9
Moldova,MDA,2016,45.36,35.28,59.01
Mongolia,MNG,1993,45.1,45.83,52.63
Mongolia,MNG,1994,46.64,40.96,52.46
Mongolia,MNG,1995,45.85,42.15,50.83
Mongolia,MNG,1996,45.88,40.63,52.72
Mongolia,MNG,1997,46.78,38.42,54.72
Mongolia,MNG,1998,46.75,37.88,53.7
Mongolia,MNG,1999,46.4,37.74,53.48
Mongolia,MNG,2000,46.38,38.72,54.9
Mongolia,MNG,2001,47.12,38.96,54.97
Mongolia,MNG,2002,46.65,45.47,53.93
Mongolia,MNG,2004,47.56,43.42,56.68
Mongolia,MNG,2005,46.58,44.47,56.4
Mongolia,MNG,2006,47.12,45.31,57.35
Montenegro,MNE,2005,41.83,19.48,46.51
Montenegro,MNE,2007,40.22,24.4,47.45
Montenegro,MNE,2008,40.72,23.57,48.79
Montenegro,MNE,2009,35.71,,
Montenegro,MNE,2010,35.65,22.72,48.75
Montenegro,MNE,2011,33.03,16.98,50.3
Montenegro,MNE,2012,38.6,16.91,50.26
Montenegro,MNE,2013,25.27,12.18,52.28
Montenegro,MNE,2014,35.98,11.2,50.66
Montenegro,MNE,2015,47.95,18.6,50.67
Montenegro,MNE,2016,43.08,20.05,51.01
Montserrat,MSR,1991,23.33,13.97,57.75
Morocco,MAR,1990,19.81,34.18,19.38
Morocco,MAR,1991,17.52,31.33,19.68
Morocco,MAR,1992,16.89,27.9,18.45
Morocco,MAR,1993,14.6,27.91,18.2
Morocco,MAR,1995,34.65,33.46,23.21
Morocco,MAR,1996,29.28,31.55,20.71
Morocco,MAR,1997,20.37,31,19.62
Morocco,MAR,1998,21.8,28.18,19.05
Morocco,MAR,1999,24.04,26.89,20.24
Morocco,MAR,2000,22.35,26.22,19.41
Morocco,MAR,2001,19.61,24.96,19.23
Morocco,MAR,2002,32.39,23.74,16.91
Morocco,MAR,2003,34.11,24.32,17.94
Morocco,MAR,2004,35.8,23.39,17.89
Morocco,MAR,2005,36.42,21.93,17.44
Morocco,MAR,2006,38.38,19.46,18.02
Morocco,MAR,2007,38.7,19.47,18.39
Morocco,MAR,2008,38.88,19.09,18.16
Morocco,MAR,2011,40.43,15.08,18.06
Morocco,MAR,2012,39.86,14.7,18.5
Mozambique,MOZ,2003,60.76,5.64,32.81
Myanmar,MMR,2015,41.87,37.26,48.07
Namibia,NAM,1997,46.3,25.1,50.51
Namibia,NAM,2000,44.51,26.14,53.66
Namibia,NAM,2004,36.78,27.6,51.95
Namibia,NAM,2008,22,22.56,54.98
Namibia,NAM,2012,46.41,18.03,55.3
Namibia,NAM,2013,49.13,18.2,58.78
Namibia,NAM,2014,49.8,16.85,55.68
Namibia,NAM,2016,43.16,17.78,59.4
Nepal,NPL,1999,55.91,25.99,34.36
Nepal,NPL,2008,60.65,42.33,27.85
Netherlands,NLD,1983,19.66,14,42.67
Netherlands,NLD,1985,20.11,14.36,43.62
Netherlands,NLD,1987,25.15,14.13,45.41
Netherlands,NLD,1988,24.18,15.28,45.97
Netherlands,NLD,1989,24.42,15.62,46.33
Netherlands,NLD,1990,28.15,15.91,46.76
Netherlands,NLD,1991,26.37,16.24,47.17
Netherlands,NLD,1992,23.63,16.71,46.97
Netherlands,NLD,1993,25.92,17.37,47.85
Netherlands,NLD,1994,25.6,16.49,48.93
Netherlands,NLD,1995,23.54,17.15,48.3
Netherlands,NLD,1996,23.83,16.57,48.14
Netherlands,NLD,1997,25.99,16.61,48.83
Netherlands,NLD,1998,28.19,17.95,48.61
Netherlands,NLD,1999,29.37,18.03,49.4
Netherlands,NLD,2000,30.66,18.48,49.73
Netherlands,NLD,2001,33.31,17.63,50.43
Netherlands,NLD,2002,29.96,18.36,50.69
Netherlands,NLD,2003,29.24,18.34,51.42
Netherlands,NLD,2004,28.52,17.83,51.84
Netherlands,NLD,2005,29.16,18.53,52.38
Netherlands,NLD,2006,28.46,18.2,52.59
Netherlands,NLD,2007,28.82,18.43,52.66
Netherlands,NLD,2008,29.69,18.29,53.12
Netherlands,NLD,2009,29.16,18.23,53.52
Netherlands,NLD,2010,28.34,17.92,53.87
Netherlands,NLD,2011,28.09,18.01,53.98
Netherlands,NLD,2012,28.03,17.88,53.83
Netherlands,NLD,2013,27.24,17.1,52.42
Netherlands,NLD,2014,27.9,16.95,51.98
Netherlands,NLD,2015,29.88,16.93,52.23
Netherlands,NLD,2016,28.07,17.2,52.18
Netherlands Antilles,ANT,1992,18.62,11.95,51.41
Netherlands Antilles,ANT,1993,18.75,11.62,52.92
Netherlands Antilles,ANT,1994,15.85,11.37,53.91
Netherlands Antilles,ANT,1995,17.83,11.57,52.84
Netherlands Antilles,ANT,1996,17.02,11.94,53.09
Netherlands Antilles,ANT,1997,14.62,13.05,54.41
Netherlands Antilles,ANT,1998,8.39,12.84,53.52
Netherlands Antilles,ANT,2000,7.98,14.81,55.48
Netherlands Antilles,ANT,2009,13.62,14.23,59.14
Netherlands Antilles,ANT,2011,18.28,13.85,59.4
New Caledonia,NCL,1976,,,45.14
New Caledonia,NCL,1996,21.98,13.93,
New Caledonia,NCL,2014,43.72,18.58,
New Zealand,NZL,1986,29.6,25.74,51.06
New Zealand,NZL,1987,30.39,24.97,51.67
New Zealand,NZL,1988,30.45,24.64,51.93
New Zealand,NZL,1989,30.68,24.51,51.99
New Zealand,NZL,1990,32.12,25.2,52.58
New Zealand,NZL,1991,31.48,25.14,53.1
New Zealand,NZL,1992,31.1,25.07,53.11
New Zealand,NZL,1993,31.29,26.03,52.71
New Zealand,NZL,1994,31.14,25.55,53.62
New Zealand,NZL,1995,30.06,25.29,53.79
New Zealand,NZL,1997,29.14,24.76,54.08
New Zealand,NZL,1998,29.73,24.76,54.33
New Zealand,NZL,1999,32.53,24.08,54.58
New Zealand,NZL,2000,30.77,23.92,54.68
New Zealand,NZL,2001,30.36,24.23,55.16
New Zealand,NZL,2002,29.76,23.56,55.26
New Zealand,NZL,2003,30.63,22.83,55.12
New Zealand,NZL,2004,31.37,22.94,54.8
New Zealand,NZL,2005,32.21,22.08,55.27
