Entity,Code,Year,"Male suicide rate (age-adjusted male suicides per 100,000)","Female suicide rate (age-adjusted female suicides per 100,000)"
Czechoslovakia,OWID_CZS,1979,29.62473,8.442943
Czechoslovakia,OWID_CZS,1980,29.17159,8.96263
Czechoslovakia,OWID_CZS,1981,29.75902,8.35686
Czechoslovakia,OWID_CZS,1982,29.4701,8.420896
Czechoslovakia,OWID_CZS,1983,28.7247,7.684603
Czechoslovakia,OWID_CZS,1984,27.22851,7.789109
Czechoslovakia,OWID_CZS,1985,28.21199,7.603957
Czechoslovakia,OWID_CZS,1986,27.94246,8.296039
Czechoslovakia,OWID_CZS,1987,26.48314,7.126152
Czechoslovakia,OWID_CZS,1988,25.4025,7.823055
Czechoslovakia,OWID_CZS,1989,25.91082,7.449316
Czechoslovakia,OWID_CZS,1990,26.09548,7.312033
Czechoslovakia,OWID_CZS,1991,25.53351,6.509547
Democratic Republic of Congo,COD,2004,22.83854675,7.275096893
Denmark,DNK,1951,31.32044,14.27589
Denmark,DNK,1952,30.45185,13.60956
Denmark,DNK,1953,31.37524,14.99642
Denmark,DNK,1954,30.40771,14.17499
Denmark,DNK,1955,30.97018,13.67732
Denmark,DNK,1956,29.09921,13.69933
Denmark,DNK,1957,28.34923,13.39697
Denmark,DNK,1958,27.46453,12.22714
Denmark,DNK,1959,27.81066,12.22801
Denmark,DNK,1960,25.86381,12.29644
Denmark,DNK,1961,21.17315,10.22965
Denmark,DNK,1962,23.74335,12.1017
Denmark,DNK,1963,24.21169,11.66955
Denmark,DNK,1964,25.21853,13.73748
Denmark,DNK,1965,22.6092,13.10448
Denmark,DNK,1966,21.96172,10.9374
Denmark,DNK,1967,22.24749,10.3449
Denmark,DNK,1968,24.91305,13.05375
Denmark,DNK,1969,24.86479,13.89309
Denmark,DNK,1970,25.70774,13.90803
Denmark,DNK,1971,29.20166,16.16964
Denmark,DNK,1972,28.12346,15.63836
Denmark,DNK,1973,27.28619,16.18154
Denmark,DNK,1974,31.18245,15.7398
Denmark,DNK,1975,27.59382,16.26976
Denmark,DNK,1976,28.01597,15.06202
Denmark,DNK,1977,28.48381,15.28153
Denmark,DNK,1978,25.56833,16.32782
Denmark,DNK,1979,29.62135,17.30851
Denmark,DNK,1980,37.48591,19.64175
Denmark,DNK,1981,34.94788,18.21034
Denmark,DNK,1982,33.90575,18.18115
Denmark,DNK,1983,32.74146,16.89326
Denmark,DNK,1984,32.48964,17.36956
Denmark,DNK,1985,30.75394,17.33599
Denmark,DNK,1986,31.02541,16.5684
Denmark,DNK,1987,31.27021,16.34699
Denmark,DNK,1988,28.76131,14.99911
Denmark,DNK,1989,28.80078,15.84603
Denmark,DNK,1990,27.12779,12.48864
Denmark,DNK,1991,25.38968,11.45446
Denmark,DNK,1992,24.24527,11.56925
Denmark,DNK,1993,24.28328,11.54635
Denmark,DNK,1994,21.77519,8.818576
Denmark,DNK,1995,20.36607,8.247846
Denmark,DNK,1996,20.20683,7.469941
Denmark,DNK,1997,17.90091,7.441717
Denmark,DNK,1998,17.51659,6.114258
Denmark,DNK,1999,18.22346,5.802166
Denmark,DNK,2000,16.83931,5.379292
Denmark,DNK,2001,15.95645,5.794447
Denmark,DNK,2002,15.77691,4.873204
Denmark,DNK,2003,14.6668,4.299984
Denmark,DNK,2004,14.70355,5.689239
Djibouti,DJI,2004,5.834711552,4.231966019
Dominica,DMA,2004,10.12273216,1.783265352
Dominican Republic,DOM,2004,10.59158802,2.461356163
East Germany,OWID_GDR,1973,40.18268,19.24329
East Germany,OWID_GDR,1974,42.25063,20.03715
East Germany,OWID_GDR,1989,32.29626,11.11047
East Germany,OWID_GDR,1990,30.04755,9.880279
Ecuador,ECU,2004,12.40048885,4.690472603
Egypt,EGY,1973,0.1149809,0.1022943
Egypt,EGY,1974,0.0971511,0.0326752
Egypt,EGY,1975,0.1955052,0.0822208
Egypt,EGY,1976,0.1452098,0.0929138
Egypt,EGY,1977,0.4956282,0.265601
Egypt,EGY,1978,0.3217689,0.1156929
Egypt,EGY,1979,0.265837,0.1334831
Egypt,EGY,1980,0.0607529,0.0244919
Egypt,EGY,1987,0.0837336,0.0503436
Egypt,EGY,2000,0.1180779,0.0398939
Egypt,EGY,2004,2.018912554,1.606142759
El Salvador,SLV,2004,13.28527927,4.166975021
Equatorial Guinea,GNQ,2004,13.45966053,7.129074574
Eritrea,ERI,2004,12.03790283,6.53256464
Estonia,EST,1981,56.72746,14.60823
Estonia,EST,1982,51.00139,11.88938
Estonia,EST,1985,50.66416,9.958379
Estonia,EST,1986,42.33127,10.94282
Estonia,EST,1987,40.87221,8.646701
Estonia,EST,1988,36.93274,10.72386
Estonia,EST,1989,38.19986,12.25039
Estonia,EST,1990,40.95587,11.23726
Estonia,EST,1991,41.98287,9.974966
Estonia,EST,1992,50.07764,12.11447
Estonia,EST,1993,61.75784,12.47818
Estonia,EST,1994,67.70052,12.29944
Estonia,EST,1995,64.82578,12.85668
Estonia,EST,1996,62.50669,11.1046
Estonia,EST,1997,61.46761,9.307997
Estonia,EST,1998,56.36118,8.52366
Estonia,EST,1999,54.03889,9.188284
Estonia,EST,2000,41.37693,9.108438
Estonia,EST,2001,45.37378,8.350281
Estonia,EST,2002,43.11066,7.395526
Estonia,EST,2003,39.07565,6.736414
Estonia,EST,2004,37.54561,6.293787
Ethiopia,ETH,2004,14.33747578,6.124103069
Fiji,FJI,2004,4.590774059,3.330704927
Finland,FIN,1952,32.92299,6.338303
Finland,FIN,1953,31.18618,7.281992
Finland,FIN,1954,34.31158,7.707232
Finland,FIN,1955,35.88195,8.487377
Finland,FIN,1956,40.35818,9.074881
Finland,FIN,1957,38.2692,9.905864
Finland,FIN,1958,36.83294,9.75908
Finland,FIN,1959,35.11429,8.999933
Finland,FIN,1960,35.65968,8.933072
Finland,FIN,1961,36.19727,8.80759
Finland,FIN,1962,37.73875,9.858613
Finland,FIN,1963,33.52105,7.726057
Finland,FIN,1964,33.53411,9.401792
Finland,FIN,1965,34.50203,7.993702
Finland,FIN,1966,32.03278,8.920331
Finland,FIN,1967,34.32255,8.169849
Finland,FIN,1968,36.92916,9.504064
Finland,FIN,1969,39.26056,9.854064
Finland,FIN,1970,34.89272,8.769833
Finland,FIN,1971,35.09113,8.79709
Finland,FIN,1972,38.69162,9.229571
Finland,FIN,1973,36.93771,9.496243
Finland,FIN,1974,39.43605,9.784482
Finland,FIN,1975,39.36298,9.442504
Finland,FIN,1976,40.58097,9.485551
Finland,FIN,1977,40.01245,9.716622
Finland,FIN,1978,40.43987,8.877536
Finland,FIN,1979,38.42537,9.063207
Finland,FIN,1980,38.73922,9.321412
Finland,FIN,1981,36.34341,8.579315
Finland,FIN,1982,35.65261,9.323059
Finland,FIN,1983,36.87139,8.921499
Finland,FIN,1984,38.43419,8.673536
Finland,FIN,1985,37.23244,8.783978
Finland,FIN,1986,39.49035,10.10547
Finland,FIN,1987,40.41832,10.34389
Finland,FIN,1988,41.89508,10.0063
Finland,FIN,1989,42.59584,9.952428
Finland,FIN,1990,45.09116,10.87554
Finland,FIN,1991,44.28377,10.14119
Finland,FIN,1992,42.55037,10.12068
Finland,FIN,1993,40.26448,9.833062
Finland,FIN,1994,39.88553,10.38673
Finland,FIN,1995,38.98032,10.49015
Finland,FIN,1996,34.7587,9.45045
Finland,FIN,1997,37.41434,9.463944
Finland,FIN,1998,34.01262,8.779446
Finland,FIN,1999,34.14604,8.427931
Finland,FIN,2000,30.99912,9.725185
Finland,FIN,2001,32.66965,8.672476
Finland,FIN,2002,28.76064,8.663737
Finland,FIN,2003,28.25034,8.375106
Finland,FIN,2004,28.11936,8.453583
France,FRA,1950,22.18211,5.887676
France,FRA,1952,22.37906,5.894147
France,FRA,1953,22.27051,5.898882
France,FRA,1954,23.49871,6.149604
France,FRA,1955,22.88805,6.312592
France,FRA,1956,24.46199,7.245126
France,FRA,1957,22.904,7.061091
France,FRA,1958,23.08794,7.111049
France,FRA,1959,23.39717,7.370492
France,FRA,1960,22.44482,6.744084
France,FRA,1961,22.93389,6.47076
France,FRA,1962,21.7581,6.214105
France,FRA,1963,22.53988,6.490596
France,FRA,1964,21.36987,6.554833
France,FRA,1965,22.06558,6.369074
France,FRA,1966,22.50273,6.935515
France,FRA,1967,22.51647,6.853002
France,FRA,1968,21.4911,7.248062
France,FRA,1969,21.80194,7.167145
France,FRA,1970,21.40489,7.132113
France,FRA,1971,21.02992,7.327756
France,FRA,1972,21.90327,7.76903
France,FRA,1973,21.17506,7.306815
France,FRA,1974,21.22584,7.436042
France,FRA,1975,21.19529,7.545575
France,FRA,1976,21.18872,7.578704
France,FRA,1977,21.52999,8.381433
France,FRA,1978,22.80707,8.286058
France,FRA,1979,24.76836,8.803364
France,FRA,1980,25.44677,9.274755
France,FRA,1981,25.73259,9.157047
France,FRA,1982,27.47831,9.617654
France,FRA,1983,28.45543,9.992432
France,FRA,1984,28.73677,10.17096
France,FRA,1985,29.38595,10.40593
France,FRA,1986,29.63441,10.5879
France,FRA,1987,27.96375,10.09694
France,FRA,1988,26.52334,9.537703
France,FRA,1989,26.60711,9.432059
France,FRA,1990,25.78439,8.89199
France,FRA,1991,25.72661,8.930861
France,FRA,1992,26.14759,8.761019
France,FRA,1993,27.34009,9.271954
France,FRA,1994,27.0349,8.595119
France,FRA,1995,25.85716,8.586724
France,FRA,1996,24.45665,8.319171
France,FRA,1997,23.92196,8.143969
France,FRA,1998,23.11529,7.349611
France,FRA,1999,22.09909,7.474207
France,FRA,2000,23.39069,7.474487
France,FRA,2001,22.41779,7.268069
France,FRA,2002,22.44498,7.496887
France,FRA,2003,23.04079,7.259634
France,FRA,2004,22.19961,7.523865
Gabon,GAB,2004,9.426732063,6.182321548
Gambia,GMB,2004,8.353575706,4.648649216
Georgia,GEO,1981,10.49851,2.661158
Georgia,GEO,1982,8.221825,2.359338
Georgia,GEO,1985,6.979319,2.290122
Georgia,GEO,1986,6.713596,2.457144
Georgia,GEO,1987,6.365824,2.208648
Georgia,GEO,1988,6.671018,1.896613
Georgia,GEO,1989,6.791742,2.320746
Georgia,GEO,1990,5.492355,1.723654
Georgia,GEO,1991,5.381773,1.802185
Georgia,GEO,1992,6.691033,1.920067
Georgia,GEO,1994,4.890241,1.400695
Georgia,GEO,1995,6.330423,1.544716
Georgia,GEO,1996,7.206788,1.676831
Georgia,GEO,1997,7.287419,1.523687
Georgia,GEO,1998,5.439614,1.173226
Georgia,GEO,1999,6.903577,1.609125
Georgia,GEO,2000,4.303044,0.8593065
Georgia,GEO,2001,2.974255,0.7854481
Georgia,GEO,2004,2.613620758,0.68989259
Germany,DEU,1990,20.81387,7.40588
Germany,DEU,1991,20.90132,7.334742
Germany,DEU,1992,19.98319,6.838923
Germany,DEU,1993,19.0396,6.26495
Germany,DEU,1994,19.34351,6.08572
Germany,DEU,1995,19.36314,6.169956
Germany,DEU,1996,18.24104,5.904619
Germany,DEU,1997,18.34781,5.762719
Germany,DEU,1998,17.7443,5.249892
Germany,DEU,1999,16.64838,5.128614
Germany,DEU,2000,16.49776,4.887512
Germany,DEU,2001,16.53927,4.835307
Germany,DEU,2002,16.14433,4.956316
Germany,DEU,2003,16.07198,4.865662
Germany,DEU,2004,15.41693,4.446264
Ghana,GHA,2004,7.063313007,5.580263615
Greece,GRC,1961,5.927289,2.885454
Greece,GRC,1962,4.428364,2.425727
Greece,GRC,1963,5.01931,2.585252
Greece,GRC,1964,4.708868,1.71491
Greece,GRC,1965,4.482484,2.053422
Greece,GRC,1966,4.096068,2.242784
Greece,GRC,1967,4.684091,2.064633
Greece,GRC,1968,5.258846,1.805746
Greece,GRC,1969,4.823516,1.958511
Greece,GRC,1970,4.284171,1.663302
Greece,GRC,1971,4.533696,1.779856
Greece,GRC,1972,3.665449,1.318437
Greece,GRC,1973,3.755845,1.712468
Greece,GRC,1974,4.304948,2.089513
Greece,GRC,1975,3.294004,1.838597
Greece,GRC,1976,3.50562,1.664181
Greece,GRC,1977,4.309299,1.696307
Greece,GRC,1978,3.957107,1.44031
Greece,GRC,1979,3.583891,1.616824
Greece,GRC,1980,4.301425,1.517045
Greece,GRC,1981,4.24139,1.785452
Greece,GRC,1982,4.544026,1.8628
Greece,GRC,1983,5.077846,1.687741
Greece,GRC,1984,5.209984,1.950024
Greece,GRC,1985,5.071703,2.097203
Greece,GRC,1986,5.24479,1.643898
Greece,GRC,1987,5.286321,1.848962
Greece,GRC,1988,5.156341,1.7138
Greece,GRC,1989,5.02707,1.665641
Greece,GRC,1990,4.734638,1.262625
Greece,GRC,1991,4.979847,1.287541
Greece,GRC,1992,4.566751,1.085906
Greece,GRC,1993,5.123562,1.538909
Greece,GRC,1994,4.603834,1.027133
Greece,GRC,1995,4.981235,0.9652933
Greece,GRC,1996,4.707526,0.8616472
Greece,GRC,1997,5.209034,0.7926515
Greece,GRC,1998,4.837743,1.318808
Greece,GRC,1999,4.628674,1.221455
Greece,GRC,2000,4.643847,1.229001
Greece,GRC,2001,4.372579,0.6871724
Greece,GRC,2002,3.75316,0.889488
Greece,GRC,2003,4.567214,1.048374
Greece,GRC,2004,4.16287,0.9383833
Grenada,GRD,2004,7.362030983,0.343973368
Guatemala,GTM,1963,7.147273,0.3510816
Guatemala,GTM,1964,6.164508,0.9152728
Guatemala,GTM,1965,6.440361,0.497628
Guatemala,GTM,1966,5.178927,0.3507546
Guatemala,GTM,1967,8.520576,1.054271
Guatemala,GTM,1968,7.323934,2.715208
Guatemala,GTM,1969,5.571596,1.308517
Guatemala,GTM,1970,7.060984,0.9226225
Guatemala,GTM,1971,7.08713,1.831857
Guatemala,GTM,1977,,0.0757692
Guatemala,GTM,1979,3.080571,0.3456988
Guatemala,GTM,1980,2.639829,0.5256463
Guatemala,GTM,1981,1.346651,0.0820086
Guatemala,GTM,1984,1.537492,0.2678788
Guatemala,GTM,1986,5.346683,1.022552
Guatemala,GTM,1987,5.905004,1.700646
Guatemala,GTM,1988,4.59584,0.8226081
Guatemala,GTM,1989,3.981843,0.8325154
Guatemala,GTM,1990,3.93206,0.7111649
Guatemala,GTM,1991,3.784978,0.8570762
Guatemala,GTM,1992,4.111893,1.093902
Guatemala,GTM,1993,4.049012,0.7572162
Guatemala,GTM,1994,3.246903,0.4675907
Guatemala,GTM,1995,4.400336,1.151244
Guatemala,GTM,1996,3.673022,0.719579
Guatemala,GTM,1997,3.540285,0.9284606
Guatemala,GTM,1998,3.993678,0.9521694
Guatemala,GTM,1999,4.876319,0.833605
Guatemala,GTM,2000,3.327062,0.748291
Guatemala,GTM,2001,3.707146,0.9213251
Guatemala,GTM,2002,4.648741,1.296
Guatemala,GTM,2003,4.535077,0.9491554
Guatemala,GTM,2004,3.874187,1.167424
Guinea,GIN,2004,9.628465652,5.431053638
Guinea-Bissau,GNB,2004,10.65297794,4.794747829
Guyana,GUY,2004,50.07269669,21.24728584
Haiti,HTI,2004,2.085222006,1.005262375
Honduras,HND,2004,9.465991974,4.775053024
Hungary,HUN,1955,29.80989,12.69632
Hungary,HUN,1956,28.8267,11.16879
Hungary,HUN,1957,31.86793,12.20223
Hungary,HUN,1958,33.81632,13.77872
Hungary,HUN,1959,37.93184,13.85482
Hungary,HUN,1960,35.64537,13.98831
Hungary,HUN,1961,36.41035,13.99279
Hungary,HUN,1962,35.4479,13.61258
Hungary,HUN,1963,37.48655,15.26564
Hungary,HUN,1964,40.13111,15.11467
Hungary,HUN,1965,41.3657,15.81352
Hungary,HUN,1966,40.384,15.64082
Hungary,HUN,1967,43.31554,15.6902
Hungary,HUN,1968,46.6862,15.97417
Hungary,HUN,1969,45.46218,15.77956
Hungary,HUN,1970,47.39413,15.99266
Hungary,HUN,1971,48.45286,17.12012
Hungary,HUN,1972,49.40269,17.37899
Hungary,HUN,1973,49.3895,16.99369
Hungary,HUN,1974,53.98055,18.6133
Hungary,HUN,1975,51.09961,17.40216
Hungary,HUN,1976,52.82116,18.89012
Hungary,HUN,1977,50.7207,19.96113
Hungary,HUN,1978,55.56526,21.01015
Hungary,HUN,1979,58.49247,20.91629
Hungary,HUN,1980,59.33003,21.00696
Hungary,HUN,1981,58.30769,22.75861
Hungary,HUN,1982,56.75191,20.2928
Hungary,HUN,1983,61.19543,20.97707
Hungary,HUN,1984,61.69685,19.90151
Hungary,HUN,1985,61.04953,17.93445
Hungary,HUN,1986,59.7834,20.27017
Hungary,HUN,1987,59.69981,19.99391
Hungary,HUN,1988,52.35113,20.06003
Hungary,HUN,1989,55.20204,17.6153
Hungary,HUN,1990,53.53568,16.15175
Hungary,HUN,1991,51.6224,15.35198
Hungary,HUN,1992,52.8314,14.68765
Hungary,HUN,1993,48.6875,13.48357
Hungary,HUN,1994,48.54348,12.38292
Hungary,HUN,1995,43.73508,11.98233
Hungary,HUN,1996,44.25144,11.87498
Hungary,HUN,1997,41.93054,10.7454
Hungary,HUN,1998,43.28421,10.44197
Hungary,HUN,1999,45.66346,10.64106
Hungary,HUN,2000,43.9828,10.67224
Hungary,HUN,2001,39.56583,9.227195
Hungary,HUN,2002,38.08537,8.776537
Hungary,HUN,2003,36.93882,8.222026
Hungary,HUN,2004,35.98394,8.70322
Iceland,ISL,2004,16.97234535,5.842729092
India,IND,2004,22.67622375,14.30644226
Indonesia,IDN,2004,13.73718452,9.29459095
Iran,IRN,2004,6.884473324,5.179065228
Iraq,IRQ,2004,25.53655815,8.3937397
Ireland,IRL,1950,4.257815,0.8519407
Ireland,IRL,1951,4.003328,1.147528
Ireland,IRL,1952,3.379071,0.8795826
Ireland,IRL,1953,3.312277,0.8431673
Ireland,IRL,1954,3.295372,0.7177907
Ireland,IRL,1955,3.693148,1.028455
Ireland,IRL,1956,4.446795,0.8246769
Ireland,IRL,1957,3.893486,1.061786
Ireland,IRL,1958,4.123925,1.196178
Ireland,IRL,1959,3.956746,1.156083
Ireland,IRL,1960,4.069189,1.646138
Ireland,IRL,1961,5.203468,1.351529
Ireland,IRL,1962,2.9876,0.8145017
Ireland,IRL,1963,3.79027,1.372869
Ireland,IRL,1964,3.54006,0.6879103
Ireland,IRL,1965,3.147818,0.4480566
Ireland,IRL,1966,3.492746,1.147462
Ireland,IRL,1967,3.72761,1.278857
Ireland,IRL,1968,4.147193,1.159696
Ireland,IRL,1969,2.67232,0.9921009
Ireland,IRL,1970,3.140356,0.5851788
Ireland,IRL,1971,4.504058,1.637786
Ireland,IRL,1972,4.594031,1.837284
Ireland,IRL,1973,5.228618,2.035601
Ireland,IRL,1974,6.608761,1.915172
Ireland,IRL,1975,7.340617,3.126245
Ireland,IRL,1976,8.450701,3.551923
Ireland,IRL,1977,6.463584,3.664815
Ireland,IRL,1978,7.106894,3.678854
Ireland,IRL,1979,8.901459,3.02496
Ireland,IRL,1980,9.243445,4.751621
Ireland,IRL,1981,10.07419,4.323764
Ireland,IRL,1982,10.92324,3.911616
Ireland,IRL,1983,12.13038,4.951054
Ireland,IRL,1984,9.854288,4.182046
Ireland,IRL,1985,12.77354,3.596939
Ireland,IRL,1986,12.74405,4.133846
Ireland,IRL,1987,10.98195,3.492118
Ireland,IRL,1988,11.45554,4.315279
Ireland,IRL,1989,12.67582,3.673987
Ireland,IRL,1990,15.01642,4.983715
Ireland,IRL,1991,16.62988,3.663033
Ireland,IRL,1992,17.709,3.235636
Ireland,IRL,1993,14.81147,3.840218
Ireland,IRL,1994,17.2518,4.877121
Ireland,IRL,1995,17.80962,4.634556
Ireland,IRL,1996,19.13942,3.451479
Ireland,IRL,1997,20.39075,4.644797
Ireland,IRL,1998,22.60519,3.808829
Ireland,IRL,1999,17.90702,4.180132
Ireland,IRL,2000,19.55845,4.057105
Ireland,IRL,2001,20.49142,3.919842
Ireland,IRL,2002,17.99144,3.920538
Ireland,IRL,2003,17.11528,4.490198
Ireland,IRL,2004,18.39432,3.41769
Israel,ISR,1975,9.721979,7.104736
Israel,ISR,1976,10.23713,5.999494
Israel,ISR,1977,9.466992,5.092841
Israel,ISR,1978,7.473373,5.041726
Israel,ISR,1979,10.13976,4.918262
Israel,ISR,1980,9.003123,4.146507
Israel,ISR,1981,7.551185,4.065509
Israel,ISR,1982,7.172948,4.224372
Israel,ISR,1983,9.083196,4.039836
Israel,ISR,1984,8.202235,3.747314
Israel,ISR,1985,8.362223,3.690757
Israel,ISR,1986,9.488293,4.69941
Israel,ISR,1987,9.961658,3.622077
Israel,ISR,1988,10.92935,4.246885
Israel,ISR,1989,12.22323,4.53929
Israel,ISR,1990,10.51637,3.713322
Israel,ISR,1991,11.64511,3.96209
Israel,ISR,1992,11.78218,4.04869
Israel,ISR,1993,11.1531,3.676736
Israel,ISR,1994,12.14614,4.021978
Israel,ISR,1995,10.02298,3.420748
Israel,ISR,1996,8.548947,2.505053
Israel,ISR,1997,10.8282,2.420717
Israel,ISR,1998,8.452549,2.555491
Israel,ISR,1999,10.25614,2.140876
Israel,ISR,2000,10.1516,2.617903
Israel,ISR,2001,10.45698,2.144401
Israel,ISR,2002,9.318308,2.672714
Israel,ISR,2003,10.95199,2.055687
Israel,ISR,2004,9.827754,2.572143
Italy,ITA,1951,10.56834,3.403254
Italy,ITA,1952,9.419112,3.411496
Italy,ITA,1953,9.245553,3.762159
Italy,ITA,1954,8.714149,3.424151
Italy,ITA,1955,9.726276,3.538924
Italy,ITA,1956,9.809807,3.559867
Italy,ITA,1957,9.338222,3.571236
Italy,ITA,1958,8.800449,3.459091
Italy,ITA,1959,8.862763,3.471756
Italy,ITA,1960,8.415583,3.44536
Italy,ITA,1961,7.635857,3.123026
Italy,ITA,1962,7.558838,2.932354
Italy,ITA,1963,7.125845,2.96182
Italy,ITA,1964,7.526105,2.867537
Italy,ITA,1965,7.641454,2.884943
Italy,ITA,1966,7.119586,2.762205
Italy,ITA,1967,7.635119,2.915639
Italy,ITA,1968,7.370347,2.851062
Italy,ITA,1969,7.380798,3.004217
Italy,ITA,1970,7.639218,3.126643
Italy,ITA,1971,7.915759,3.277322
Italy,ITA,1972,7.756282,3.193547
Italy,ITA,1973,7.658402,2.919297
Italy,ITA,1974,6.800586,3.024318
Italy,ITA,1975,7.211964,2.959525
Italy,ITA,1976,7.248129,2.989021
Italy,ITA,1977,8.112815,3.151382
Italy,ITA,1978,8.449119,3.165382
Italy,ITA,1979,8.912259,3.547825
Italy,ITA,1980,9.027985,3.782305
Italy,ITA,1981,8.725601,3.317748
Italy,ITA,1982,9.486133,3.507519
Italy,ITA,1983,9.647466,3.411837
Italy,ITA,1984,9.777494,3.606211
Italy,ITA,1985,10.40558,3.607491
Italy,ITA,1986,10.08643,3.607199
Italy,ITA,1987,9.914082,3.184254
Italy,ITA,1988,9.319981,3.258729
Italy,ITA,1989,9.314838,3.138868
Italy,ITA,1990,9.345504,3.135413
Italy,ITA,1991,9.380347,3.152732
Italy,ITA,1992,9.862364,3.063648
Italy,ITA,1993,10.31449,2.962984
Italy,ITA,1994,9.949718,2.843028
Italy,ITA,1995,9.913965,2.829177
Italy,ITA,1996,10.01252,3.056394
Italy,ITA,1997,10.06849,2.875446
Italy,ITA,1998,9.703516,2.616057
Italy,ITA,1999,8.712358,2.522697
Italy,ITA,2000,8.631232,2.567187
Italy,ITA,2001,8.530973,2.386306
Italy,ITA,2002,8.725682,2.270674
Italy,ITA,2003,8.375617,2.393229
Italy,ITA,2004,8.633946419,2.270322323
Jamaica,JAM,2004,6.62351799,2.366206169
Japan,JPN,1950,31.45158,18.59102
Japan,JPN,1951,27.70041,17.54239
Japan,JPN,1952,27.01533,17.70802
Japan,JPN,1953,29.35856,18.70844
Japan,JPN,1954,33.76961,19.78119
Japan,JPN,1955,35.86554,20.92908
Japan,JPN,1956,34.07982,21.07244
Japan,JPN,1957,33.22283,20.5632
Japan,JPN,1958,34.02403,21.98324
Japan,JPN,1959,29.81942,19.97823
Japan,JPN,1960,27.69466,19.14574
Japan,JPN,1961,24.9089,17.79087
Japan,JPN,1962,22.75598,15.54236
Japan,JPN,1963,21.05968,13.9991
Japan,JPN,1964,19.49205,13.43369
Japan,JPN,1965,19.2796,12.77739
Japan,JPN,1966,19.15462,13.45667
Japan,JPN,1967,17.67402,12.42193
Japan,JPN,1968,17.8174,12.68101
Japan,JPN,1969,17.68238,12.70211
Japan,JPN,1970,18.47334,13.086
Japan,JPN,1971,18.70253,13.03017
Japan,JPN,1972,20.30243,13.86707
Japan,JPN,1973,20.90846,14.20149
Japan,JPN,1974,20.67025,14.47614
Japan,JPN,1975,21.86653,13.86057
Japan,JPN,1976,21.39705,13.31338
Japan,JPN,1977,22.09973,12.90554
Japan,JPN,1978,21.96293,12.39004
Japan,JPN,1979,22.31732,12.38469
Japan,JPN,1980,21.80097,11.75796
Japan,JPN,1981,21.24925,10.92085
Japan,JPN,1982,21.64479,10.8324
Japan,JPN,1983,27.17256,11.59852
Japan,JPN,1984,25.70048,11.28145
Japan,JPN,1985,23.95406,10.91748
Japan,JPN,1986,25.33022,12.34518
Japan,JPN,1987,23.01839,11.12482
Japan,JPN,1988,21.18935,10.79308
Japan,JPN,1989,18.92735,10.15297
Japan,JPN,1990,17.74604,9.448299
Japan,JPN,1991,17.65038,8.853615
Japan,JPN,1992,18.8061,8.678051
Japan,JPN,1993,18.57446,8.09518
Japan,JPN,1994,19.17557,7.945656
Japan,JPN,1995,19.12862,8.228492
Japan,JPN,1996,19.65229,8.221194
Japan,JPN,1997,20.748,8.525414
Japan,JPN,1998,28.77222,10.53238
Japan,JPN,1999,28.70927,10.07857
Japan,JPN,2000,27.44144,9.527674
Japan,JPN,2001,26.51388,9.240021
Japan,JPN,2002,27.18034,9.138422
Japan,JPN,2003,29.66257,9.884797
Japan,JPN,2004,27.8544,9.467574
Jordan,JOR,2004,0.283630043,0.107823528
Kazakhstan,KAZ,1981,43.73993,10.70737
Kazakhstan,KAZ,1982,43.36837,9.850085
Kazakhstan,KAZ,1985,43.08025,10.27528
Kazakhstan,KAZ,1986,30.60717,8.818217
Kazakhstan,KAZ,1987,30.14775,8.599585
Kazakhstan,KAZ,1988,31.31172,8.853513
Kazakhstan,KAZ,1989,36.04646,9.610785
Kazakhstan,KAZ,1990,34.24866,9.613778
Kazakhstan,KAZ,1991,32.9904,8.350544
Kazakhstan,KAZ,1992,35.02348,9.367308
Kazakhstan,KAZ,1993,43.27874,9.806592
Kazakhstan,KAZ,1994,45.19965,9.40272
Kazakhstan,KAZ,1995,54.65893,9.738996
Kazakhstan,KAZ,1996,57.25686,9.888084
Kazakhstan,KAZ,1997,55.88801,9.658834
Kazakhstan,KAZ,1998,54.42282,9.566568
Kazakhstan,KAZ,1999,50.25275,8.703578
Kazakhstan,KAZ,2001,55.28642,8.500433
Kazakhstan,KAZ,2002,52.35789,8.623614
Kazakhstan,KAZ,2003,52.60995,8.66642
Kazakhstan,KAZ,2004,51.95907,8.599231
Kenya,KEN,2004,14.45754814,7.663258076
Kuwait,KWT,1972,0.3662237,0.2315013
Kuwait,KWT,1975,0.7020963,0.2027273
Kuwait,KWT,1976,0.199697,0.1818349
Kuwait,KWT,1977,0.5481814,
Kuwait,KWT,1978,1.576248,0.7486228
Kuwait,KWT,1979,0.5554316,
Kuwait,KWT,1980,1.150244,0.4587432
Kuwait,KWT,1981,1.03524,1.228961
Kuwait,KWT,1982,0.0958275,0.1885224
Kuwait,KWT,1983,0.5089404,0.2795371
Kuwait,KWT,1984,0.6880475,0.6097794
Kuwait,KWT,1985,1.531896,0.3615558
Kuwait,KWT,1986,1.000153,0.4981179
Kuwait,KWT,1987,0.9669989,1.079387
Kuwait,KWT,1993,1.402896,0.8018389
Kuwait,KWT,1994,1.290962,1.649444
Kuwait,KWT,1995,1.831903,0.7495468
Kuwait,KWT,1996,1.579613,1.267969
Kuwait,KWT,1997,1.331465,2.075491
Kuwait,KWT,1998,1.152141,1.519149
Kuwait,KWT,1999,1.761245,1.15032
