Entity,Code,Year,"Male suicide rate (age-adjusted male suicides per 100,000)","Female suicide rate (age-adjusted female suicides per 100,000)"
West Germany,OWID_GFR,1964,25.37607,11.36707
West Germany,OWID_GFR,1965,24.93201,11.32999
West Germany,OWID_GFR,1966,25.87004,11.49965
West Germany,OWID_GFR,1967,27.96327,11.43323
West Germany,OWID_GFR,1968,26.36491,11.69543
West Germany,OWID_GFR,1969,26.43683,12.1856
West Germany,OWID_GFR,1970,27.14107,12.59102
West Germany,OWID_GFR,1971,26.30488,12.24174
West Germany,OWID_GFR,1972,25.07037,11.52183
West Germany,OWID_GFR,1973,26.02585,11.98623
West Germany,OWID_GFR,1974,26.30085,12.04591
West Germany,OWID_GFR,1975,26.08299,11.84409
West Germany,OWID_GFR,1976,27.17856,12.11986
West Germany,OWID_GFR,1977,28.02503,12.74571
West Germany,OWID_GFR,1978,27.49423,12.15791
West Germany,OWID_GFR,1979,26.25374,11.39117
West Germany,OWID_GFR,1980,25.21093,10.89978
West Germany,OWID_GFR,1981,26.31953,11.09901
West Germany,OWID_GFR,1982,26.27146,10.52612
West Germany,OWID_GFR,1983,25.19592,10.85313
West Germany,OWID_GFR,1984,24.57673,9.769133
West Germany,OWID_GFR,1985,25.05526,9.466913
West Germany,OWID_GFR,1986,22.48152,8.796329
West Germany,OWID_GFR,1987,22.35457,8.562513
West Germany,OWID_GFR,1988,20.69531,7.769985
West Germany,OWID_GFR,1989,19.45896,7.13517
West Germany,OWID_GFR,1990,18.63537,6.796198
Yemen,YEM,2004,7.235575199,5.373616695
Yugoslavia,OWID_YGS,1968,20.71317,6.980638
Yugoslavia,OWID_YGS,1969,22.32288,7.668771
Yugoslavia,OWID_YGS,1978,19.92653,8.268257
Yugoslavia,OWID_YGS,1979,20.5665,7.954185
Yugoslavia,OWID_YGS,1980,21.30191,7.97878
Yugoslavia,OWID_YGS,1981,22.80865,8.267892
Yugoslavia,OWID_YGS,1982,22.37416,9.055255
Yugoslavia,OWID_YGS,1983,22.67598,8.625981
Yugoslavia,OWID_YGS,1984,23.24142,8.548234
Yugoslavia,OWID_YGS,1985,22.53332,8.234728
Yugoslavia,OWID_YGS,1986,22.3238,8.31718
Yugoslavia,OWID_YGS,1987,23.3355,9.230215
Yugoslavia,OWID_YGS,1988,22.12781,8.753218
Yugoslavia,OWID_YGS,1989,22.4161,8.518538
Yugoslavia,OWID_YGS,1990,20.807,7.793037
Zambia,ZMB,2004,16.53609085,7.959890842
Zimbabwe,ZWE,2004,18.83601761,9.376058578
