Entity,Code,Year,"Health expenditure, public (% of total health expenditure) (% of total health expenditure)"
Tunisia,TUN,2003,52.88393499
Tunisia,TUN,2004,51.79531356
Tunisia,TUN,2005,51.48233324
Tunisia,TUN,2006,52.35446025
Tunisia,TUN,2007,52.32964787
Tunisia,TUN,2008,54.04335734
Tunisia,TUN,2009,56.71656327
Tunisia,TUN,2010,58.51838692
Tunisia,TUN,2011,58.24504479
Tunisia,TUN,2012,57.91953613
Tunisia,TUN,2013,58.22186495
Tunisia,TUN,2014,56.66614784
Turkey,TUR,1995,70.31727829
Turkey,TUR,1996,69.15535968
Turkey,TUR,1997,71.61239863
Turkey,TUR,1998,71.92741139
Turkey,TUR,1999,61.1290109
Turkey,TUR,2000,62.92683696
Turkey,TUR,2001,68.07034527
Turkey,TUR,2002,70.68285927
Turkey,TUR,2003,71.92223732
Turkey,TUR,2004,71.24679391
Turkey,TUR,2005,67.83845697
Turkey,TUR,2006,68.33828769
Turkey,TUR,2007,67.83356907
Turkey,TUR,2008,73.01524073
Turkey,TUR,2009,80.96907323
Turkey,TUR,2010,78.60501313
Turkey,TUR,2011,79.5545644
Turkey,TUR,2012,79.23681408
Turkey,TUR,2013,78.47849271
Turkey,TUR,2014,77.44802111
Turkmenistan,TKM,1995,60.50335189
Turkmenistan,TKM,1996,72.16961713
Turkmenistan,TKM,1997,70.14519056
Turkmenistan,TKM,1998,69.60227273
Turkmenistan,TKM,1999,61.46435453
Turkmenistan,TKM,2000,81.54443905
Turkmenistan,TKM,2001,72.77936963
Turkmenistan,TKM,2002,72.84768212
Turkmenistan,TKM,2003,70.29270424
Turkmenistan,TKM,2004,60.03358522
Turkmenistan,TKM,2005,57.57575758
Turkmenistan,TKM,2006,53.24353615
Turkmenistan,TKM,2007,64.31022649
Turkmenistan,TKM,2008,49.18101638
Turkmenistan,TKM,2009,61.8101655
Turkmenistan,TKM,2010,61.57478638
Turkmenistan,TKM,2011,64.01123818
Turkmenistan,TKM,2012,64.90607657
Turkmenistan,TKM,2013,67.2423624
Turkmenistan,TKM,2014,65.22876717
Tuvalu,TUV,1995,97.43371038
Tuvalu,TUV,1996,99.01435398
Tuvalu,TUV,1997,97.85912551
Tuvalu,TUV,1998,98.29269818
Tuvalu,TUV,1999,98.69613513
Tuvalu,TUV,2000,99.80249568
Tuvalu,TUV,2001,99.06050436
Tuvalu,TUV,2002,98.66723846
Tuvalu,TUV,2003,98.96612964
Tuvalu,TUV,2004,98.92305821
Tuvalu,TUV,2005,99.04535632
Tuvalu,TUV,2006,99.37694562
Tuvalu,TUV,2007,99.1575544
Tuvalu,TUV,2008,98.83067398
Tuvalu,TUV,2009,99.00248377
Tuvalu,TUV,2010,99.25850436
Tuvalu,TUV,2011,99.18822254
Tuvalu,TUV,2012,99.0388652
Tuvalu,TUV,2013,99.18458788
Tuvalu,TUV,2014,99.20251713
Uganda,UGA,1995,24.94452006
Uganda,UGA,1996,24.9142268
Uganda,UGA,1997,25.78920542
Uganda,UGA,1998,30.56555241
Uganda,UGA,1999,26.84649775
Uganda,UGA,2000,27.135743
Uganda,UGA,2001,27.27020651
Uganda,UGA,2002,27.05144551
Uganda,UGA,2003,25.84907917
Uganda,UGA,2004,25.46733718
Uganda,UGA,2005,25.22974109
Uganda,UGA,2006,25.06825734
Uganda,UGA,2007,25.21604362
Uganda,UGA,2008,25.29473719
Uganda,UGA,2009,21.52391592
Uganda,UGA,2010,28.28498054
Uganda,UGA,2011,28.96972526
Uganda,UGA,2012,28.40233579
Uganda,UGA,2013,27.93725078
Uganda,UGA,2014,24.94069764
Ukraine,UKR,1995,72.5946417
Ukraine,UKR,1996,69.89629635
Ukraine,UKR,1997,61.18984683
Ukraine,UKR,1998,53.60490157
Ukraine,UKR,1999,49.93383883
Ukraine,UKR,2000,51.80721197
Ukraine,UKR,2001,54.31855481
Ukraine,UKR,2002,56.21277582
Ukraine,UKR,2003,58.30416129
Ukraine,UKR,2004,58.55144899
Ukraine,UKR,2005,59.46146507
Ukraine,UKR,2006,60.76931923
Ukraine,UKR,2007,61.84612698
Ukraine,UKR,2008,57.65525136
Ukraine,UKR,2009,55.03397159
Ukraine,UKR,2010,56.62908516
Ukraine,UKR,2011,53.40289516
Ukraine,UKR,2012,55.22799833
Ukraine,UKR,2013,54.1414001
Ukraine,UKR,2014,50.79840999
United Arab Emirates,ARE,1995,78.96942865
United Arab Emirates,ARE,1996,79.25115439
United Arab Emirates,ARE,1997,78.34120589
United Arab Emirates,ARE,1998,71.05833275
United Arab Emirates,ARE,1999,70.66247221
United Arab Emirates,ARE,2000,70.46493274
United Arab Emirates,ARE,2001,78.27202407
United Arab Emirates,ARE,2002,63.07012358
United Arab Emirates,ARE,2003,63.16262526
United Arab Emirates,ARE,2004,59.13676163
United Arab Emirates,ARE,2005,58.99863144
United Arab Emirates,ARE,2006,59.45387715
United Arab Emirates,ARE,2007,60.62331809
United Arab Emirates,ARE,2008,65.61759339
United Arab Emirates,ARE,2009,74.91809852
United Arab Emirates,ARE,2010,72.12623309
United Arab Emirates,ARE,2011,73.77408975
United Arab Emirates,ARE,2012,73.99959995
United Arab Emirates,ARE,2013,73.36740161
United Arab Emirates,ARE,2014,72.34253479
United Kingdom,GBR,1995,83.86175778
United Kingdom,GBR,1996,82.94301254
United Kingdom,GBR,1997,80.35780855
United Kingdom,GBR,1998,80.35432942
United Kingdom,GBR,1999,80.62649202
United Kingdom,GBR,2000,79.57956049
United Kingdom,GBR,2001,78.86830971
United Kingdom,GBR,2002,79.80977679
United Kingdom,GBR,2003,79.48639919
United Kingdom,GBR,2004,81.24462887
United Kingdom,GBR,2005,80.85059482
United Kingdom,GBR,2006,81.62603601
United Kingdom,GBR,2007,80.7315737
United Kingdom,GBR,2008,81.57538134
United Kingdom,GBR,2009,83.2103438
United Kingdom,GBR,2010,83.53477907
United Kingdom,GBR,2011,83.15301989
United Kingdom,GBR,2012,82.91118272
United Kingdom,GBR,2013,83.31094174
United Kingdom,GBR,2014,83.14270947
United States,USA,1995,45.15653026
United States,USA,1996,45.16429143
United States,USA,1997,44.98118544
United States,USA,1998,43.70925781
United States,USA,1999,43.21526472
United States,USA,2000,43.25585997
United States,USA,2001,44.24359418
United States,USA,2002,44.15260058
United States,USA,2003,43.95378448
United States,USA,2004,44.25378023
United States,USA,2005,44.36197159
United States,USA,2006,45.07212402
United States,USA,2007,45.07478052
United States,USA,2008,45.98429123
United States,USA,2009,47.1467878
United States,USA,2010,47.48133775
United States,USA,2011,47.33578323
United States,USA,2012,47.2597229
United States,USA,2013,47.61000756
United States,USA,2014,48.2972776
Upper middle income,,1995,51.5907599345976
Upper middle income,,1996,50.8186872127599
Upper middle income,,1997,51.6647828275211
Upper middle income,,1998,50.0316518777743
Upper middle income,,1999,49.117204517745
Upper middle income,,2000,47.7692416669589
Upper middle income,,2001,47.4383043821194
Upper middle income,,2002,47.8674943931689
Upper middle income,,2003,48.0677106931048
Upper middle income,,2004,49.0859122312119
Upper middle income,,2005,48.7906527656637
Upper middle income,,2006,49.9367785063469
Upper middle income,,2007,52.3375067839542
Upper middle income,,2008,52.9794514927521
Upper middle income,,2009,54.1617519902071
Upper middle income,,2010,54.0948795287847
Upper middle income,,2011,54.6767931796284
Upper middle income,,2012,54.8916073187556
Upper middle income,,2013,54.8134960095425
Upper middle income,,2014,54.9662714242895
Uruguay,URY,1995,30.72051696
Uruguay,URY,1996,31.98560905
Uruguay,URY,1997,31.1026936
Uruguay,URY,1998,29.03784423
Uruguay,URY,1999,37.64884482
Uruguay,URY,2000,34.67790488
Uruguay,URY,2001,31.02783932
Uruguay,URY,2002,28.48198806
Uruguay,URY,2003,26.91300027
Uruguay,URY,2004,62.94538904
Uruguay,URY,2005,63.40832403
Uruguay,URY,2006,64.85109923
Uruguay,URY,2007,55.82389106
Uruguay,URY,2008,64.82249065
Uruguay,URY,2009,60.93182267
Uruguay,URY,2010,62.26548707
Uruguay,URY,2011,64.54153605
Uruguay,URY,2012,68.03836165
Uruguay,URY,2013,70.00283531
Uruguay,URY,2014,71.21704164
Uzbekistan,UZB,1995,53.37342306
Uzbekistan,UZB,1996,51.92882317
Uzbekistan,UZB,1997,48.41658662
Uzbekistan,UZB,1998,46.7008517
Uzbekistan,UZB,1999,50.6625443
Uzbekistan,UZB,2000,47.51517651
Uzbekistan,UZB,2001,48.325981
Uzbekistan,UZB,2002,44.58565754
Uzbekistan,UZB,2003,46.04670204
Uzbekistan,UZB,2004,44.23812915
Uzbekistan,UZB,2005,44.57320653
Uzbekistan,UZB,2006,44.68959335
Uzbekistan,UZB,2007,39.5480206
Uzbekistan,UZB,2008,42.72301662
Uzbekistan,UZB,2009,41.47808116
Uzbekistan,UZB,2010,51.4845997
Uzbekistan,UZB,2011,50.70503692
Uzbekistan,UZB,2012,48.16662598
Uzbekistan,UZB,2013,49.36109908
Uzbekistan,UZB,2014,53.28828731
Vanuatu,VUT,1995,80.10559309
Vanuatu,VUT,1996,75.99496878
Vanuatu,VUT,1997,81.10537474
Vanuatu,VUT,1998,84.26092672
Vanuatu,VUT,1999,82.00739059
Vanuatu,VUT,2000,83.35201792
Vanuatu,VUT,2001,82.85984652
Vanuatu,VUT,2002,82.53672411
Vanuatu,VUT,2003,85.06776951
Vanuatu,VUT,2004,85.6199263
Vanuatu,VUT,2005,85.12299279
Vanuatu,VUT,2006,86.49450254
Vanuatu,VUT,2007,86.1476586
Vanuatu,VUT,2008,86.79655691
Vanuatu,VUT,2009,87.17931832
Vanuatu,VUT,2010,88.78050703
Vanuatu,VUT,2011,86.33871457
Vanuatu,VUT,2012,85.547516
Vanuatu,VUT,2013,86.51036708
Vanuatu,VUT,2014,89.79162466
Venezuela,VEN,1995,33.24353611
Venezuela,VEN,1996,31.35708046
Venezuela,VEN,1997,34.1839096
Venezuela,VEN,1998,32.98904276
Venezuela,VEN,1999,37.26722317
Venezuela,VEN,2000,44.08422091
Venezuela,VEN,2001,44.94164399
Venezuela,VEN,2002,43.62482645
Venezuela,VEN,2003,42.14679955
Venezuela,VEN,2004,45.15276572
Venezuela,VEN,2005,45.87386681
Venezuela,VEN,2006,45.80534619
Venezuela,VEN,2007,46.91996426
Venezuela,VEN,2008,30.91315642
Venezuela,VEN,2009,42.93907369
Venezuela,VEN,2010,41.46074999
Venezuela,VEN,2011,44.52764072
Venezuela,VEN,2012,34.89745614
Venezuela,VEN,2013,31.25215804
Venezuela,VEN,2014,29.34854971
Vietnam,VNM,1995,33.88643653
Vietnam,VNM,1996,32.30952286
Vietnam,VNM,1997,32.8989844
Vietnam,VNM,1998,35.20268232
Vietnam,VNM,1999,35.16037929
Vietnam,VNM,2000,30.94994703
Vietnam,VNM,2001,31.45869681
Vietnam,VNM,2002,30.81561897
Vietnam,VNM,2003,32.06913601
Vietnam,VNM,2004,27.3957188
Vietnam,VNM,2005,26.40242966
Vietnam,VNM,2006,34.96337015
Vietnam,VNM,2007,42.07816751
Vietnam,VNM,2008,38.56424386
Vietnam,VNM,2009,42.53753186
Vietnam,VNM,2010,46.54986299
Vietnam,VNM,2011,45.2300606
Vietnam,VNM,2012,53.45129352
Vietnam,VNM,2013,52.98103376
Vietnam,VNM,2014,54.05601997
World,OWID_WRL,1995,61.9769872468901
World,OWID_WRL,1996,61.1232516644112
World,OWID_WRL,1997,59.8189652959911
World,OWID_WRL,1998,58.6275214331832
World,OWID_WRL,1999,58.5252695585064
World,OWID_WRL,2000,57.7403138783287
World,OWID_WRL,2001,57.5829478680287
World,OWID_WRL,2002,57.4943957666526
World,OWID_WRL,2003,57.9443016978217
World,OWID_WRL,2004,58.5599887855999
World,OWID_WRL,2005,58.3925166623214
World,OWID_WRL,2006,58.6887365087697
World,OWID_WRL,2007,59.0855343932929
World,OWID_WRL,2008,59.9579523283603
World,OWID_WRL,2009,60.6474214334724
World,OWID_WRL,2010,60.4572483654859
World,OWID_WRL,2011,60.6458031800587
World,OWID_WRL,2012,60.178396202509
World,OWID_WRL,2013,60.0335668368904
World,OWID_WRL,2014,60.0812060186705
Yemen,YEM,1995,32.32061726
Yemen,YEM,1996,39.97288541
Yemen,YEM,1997,44.56462878
Yemen,YEM,1998,46.69574761
Yemen,YEM,1999,49.68642226
Yemen,YEM,2000,54.01111244
Yemen,YEM,2001,52.91960273
Yemen,YEM,2002,50.78223883
Yemen,YEM,2003,43.59913112
Yemen,YEM,2004,37.8521045
Yemen,YEM,2005,33.86363311
Yemen,YEM,2006,31.58732055
Yemen,YEM,2007,29.7456369
Yemen,YEM,2008,30.58201581
Yemen,YEM,2009,25.14320934
Yemen,YEM,2010,25.12122424
Yemen,YEM,2011,26.78682971
Yemen,YEM,2012,27.41134625
Yemen,YEM,2013,24.41336862
Yemen,YEM,2014,22.56294482
Zambia,ZMB,1995,43.24499995
Zambia,ZMB,1996,41.3735897
Zambia,ZMB,1997,41.16960479
Zambia,ZMB,1998,44.35923112
Zambia,ZMB,1999,46.21357939
Zambia,ZMB,2000,51.94265728
Zambia,ZMB,2001,53.7325971
Zambia,ZMB,2002,58.00011143
Zambia,ZMB,2003,51.21893831
Zambia,ZMB,2004,49.92361242
Zambia,ZMB,2005,52.36794772
Zambia,ZMB,2006,45.12534535
Zambia,ZMB,2007,43.19541299
Zambia,ZMB,2008,44.94960072
Zambia,ZMB,2009,47.82874485
Zambia,ZMB,2010,51.73158078
Zambia,ZMB,2011,50.41398622
Zambia,ZMB,2012,51.62264938
Zambia,ZMB,2013,55.38796194
Zambia,ZMB,2014,55.34840155
Zimbabwe,ZWE,2000,62.3004151
Zimbabwe,ZWE,2001,51.71568512
Zimbabwe,ZWE,2002,49.38558523
Zimbabwe,ZWE,2003,49.49250824
Zimbabwe,ZWE,2004,53.0051697
Zimbabwe,ZWE,2005,42.53861066
Zimbabwe,ZWE,2006,20.66143642
Zimbabwe,ZWE,2007,12.90574484
Zimbabwe,ZWE,2008,7.43498908
Zimbabwe,ZWE,2009,23.7050408
Zimbabwe,ZWE,2010,31.3476317
Zimbabwe,ZWE,2011,33.63394977
Zimbabwe,ZWE,2012,41.45294628
Zimbabwe,ZWE,2013,41.38017053
Zimbabwe,ZWE,2014,38.30276114
